os,warm,ob,cool,slk,ros,rob,n,eh,tpx,slx,rr,pt,nt,pnl,wr,dd
0,-30,-60,-10,0,15,15,74306,240,0.65,0.4,1.625,0.4,44,58.523314205781844,54.54545454545454,-37.621280225965165
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.4,1.625,0.4,44,58.523314205781844,54.54545454545454,-37.621280225965165
0,-30,-60,-10,0,20,15,74306,240,0.65,0.4,1.625,0.4,44,58.523314205781844,54.54545454545454,-37.621280225965165
0,-30,-60,-10,0,20,15,74306,240,0.65,0.2,3.25,0.4,44,57.17185745905772,47.72727272727273,-34.614990012101316
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.2,3.25,0.4,44,57.17185745905772,47.72727272727273,-34.614990012101316
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.2,3.25,0.4,44,57.17185745905772,47.72727272727273,-34.614990012101316
0,-30,-60,-10,0,15,15,74306,240,0.65,0.2,3.25,0.4,44,57.17185745905772,47.72727272727273,-34.614990012101316
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.3,2.166666666666667,0.4,44,54.485860754110035,52.27272727272727,-45.21486758564697
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.3,2.166666666666667,0.4,44,54.485860754110035,52.27272727272727,-45.21486758564697
0,-30,-60,-10,0,15,15,74306,240,0.65,0.3,2.166666666666667,0.4,44,54.485860754110035,52.27272727272727,-45.21486758564697
0,-30,-60,-10,0,20,15,74306,240,0.65,0.3,2.166666666666667,0.4,44,54.485860754110035,52.27272727272727,-45.21486758564697
0,-30,-60,-10,0,20,10,73983,240,0.45,0.2,2.25,0.45,64,50.469975827246344,35.9375,-166.29073993210022
0,-30,-60,-10,0,20,10,73983,240,0.65,0.4,1.625,0.4,39,48.96237086246265,53.84615384615385,-37.625594319352786
0,-30,-60,-10,0,15,15,74306,360,0.7,0.2,3.4999999999999996,0.45,56,45.731603733434895,35.714285714285715,-141.39074603510517
-5,-30,-60,-10,0,15,15,74306,360,0.7,0.2,3.4999999999999996,0.45,56,45.731603733434895,35.714285714285715,-141.39074603510517
0,-30,-60,-10,0,20,15,74306,360,0.7,0.2,3.4999999999999996,0.45,56,45.731603733434895,35.714285714285715,-141.39074603510517
-5,-30,-60,-10,0,20,15,74306,360,0.7,0.2,3.4999999999999996,0.45,56,45.731603733434895,35.714285714285715,-141.39074603510517
0,-30,-60,-10,0,20,10,73983,240,0.65,0.3,2.166666666666667,0.4,39,44.326170542782165,51.28205128205128,-46.45057857605798
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.25,2.6,0.4,44,41.593617144741074,50.0,-38.119950211842024
0,-30,-60,-10,0,20,15,74306,240,0.65,0.25,2.6,0.4,44,41.593617144741074,50.0,-38.119950211842024
0,-30,-60,-10,0,15,15,74306,240,0.65,0.25,2.6,0.4,44,41.593617144741074,50.0,-38.119950211842024
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.25,2.6,0.4,44,41.593617144741074,50.0,-38.119950211842024
0,-30,-60,-10,0,15,15,74306,240,0.45,0.2,2.25,0.45,65,40.960558569484874,35.38461538461539,-176.6577819942495
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.2,2.25,0.45,65,40.960558569484874,35.38461538461539,-176.6577819942495
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.2,2.25,0.45,65,40.960558569484874,35.38461538461539,-176.6577819942495
0,-30,-60,-10,0,20,15,74306,240,0.45,0.2,2.25,0.45,65,40.960558569484874,35.38461538461539,-176.6577819942495
0,-30,-60,-10,0,20,10,73983,240,0.65,0.2,3.25,0.4,39,40.57139074527822,46.15384615384615,-32.69845370310122
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.35,1.8571428571428574,0.45,38,38.52202554199039,52.63157894736842,-39.26136875106113
0,-30,-60,-10,0,15,15,74306,240,0.65,0.35,1.8571428571428574,0.45,38,38.52202554199039,52.63157894736842,-39.26136875106113
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.35,1.8571428571428574,0.45,38,38.52202554199039,52.63157894736842,-39.26136875106113
0,-30,-60,-10,0,20,15,74306,240,0.65,0.35,1.8571428571428574,0.45,38,38.52202554199039,52.63157894736842,-39.26136875106113
0,-30,-60,-10,0,20,10,73983,240,0.55,0.4,1.375,0.4,53,36.9122632843123,52.83018867924528,-204.2949219492766
0,-30,-60,-10,0,20,10,73983,240,0.65,0.25,2.6,0.4,39,36.79422192153834,48.717948717948715,-37.513815480047924
0,-30,-60,-10,0,20,10,73983,240,0.55,0.25,2.2,0.4,61,34.16147439751239,44.26229508196721,-186.01067392032292
0,-30,-60,-10,0,15,15,74306,240,0.65,0.2,3.25,0.45,38,33.15446921949979,44.73684210526316,-42.082274899725235
0,-30,-60,-10,0,20,15,74306,240,0.65,0.2,3.25,0.45,38,33.15446921949979,44.73684210526316,-42.082274899725235
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.2,3.25,0.45,38,33.15446921949979,44.73684210526316,-42.082274899725235
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.2,3.25,0.45,38,33.15446921949979,44.73684210526316,-42.082274899725235
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.4,1.625,0.45,38,30.622900160734844,52.63157894736842,-45.845850001212966
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.4,1.625,0.45,38,30.622900160734844,52.63157894736842,-45.845850001212966
0,-30,-60,-10,0,20,15,74306,240,0.65,0.4,1.625,0.45,38,30.622900160734844,52.63157894736842,-45.845850001212966
0,-30,-60,-10,0,15,15,74306,240,0.65,0.4,1.625,0.45,38,30.622900160734844,52.63157894736842,-45.845850001212966
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.3,2.166666666666667,0.45,38,29.465446709063144,50.0,-56.40486758564657
0,-30,-60,-10,0,20,15,74306,240,0.65,0.3,2.166666666666667,0.45,38,29.465446709063144,50.0,-56.40486758564657
0,-30,-60,-10,0,15,15,74306,240,0.65,0.3,2.166666666666667,0.45,38,29.465446709063144,50.0,-56.40486758564657
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.3,2.166666666666667,0.45,38,29.465446709063144,50.0,-56.40486758564657
0,-30,-60,-10,0,20,10,73983,240,0.65,0.35,1.8571428571428574,0.45,33,27.0252653011471,54.54545454545454,-32.809046334068626
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.25,1.8,0.4,62,26.411606751731597,38.70967741935484,-226.87727002329757
0,-30,-60,-10,0,15,15,74306,240,0.45,0.25,1.8,0.4,62,26.411606751731597,38.70967741935484,-226.87727002329757
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.25,1.8,0.4,62,26.411606751731597,38.70967741935484,-226.87727002329757
0,-30,-60,-10,0,20,15,74306,240,0.45,0.25,1.8,0.4,62,26.411606751731597,38.70967741935484,-226.87727002329757
-5,-30,-60,-10,0,20,15,74306,240,0.65,0.25,2.6,0.45,38,21.889485356555724,47.368421052631575,-47.46905632137168
0,-30,-60,-10,0,20,15,74306,240,0.65,0.25,2.6,0.45,38,21.889485356555724,47.368421052631575,-47.46905632137168
-5,-30,-60,-10,0,15,15,74306,240,0.65,0.25,2.6,0.45,38,21.889485356555724,47.368421052631575,-47.46905632137168
0,-30,-60,-10,0,15,15,74306,240,0.65,0.25,2.6,0.45,38,21.889485356555724,47.368421052631575,-47.46905632137168
0,-30,-60,-10,0,20,10,73983,240,0.45,0.25,1.8,0.45,60,20.013030629716013,38.333333333333336,-222.17794553206386
0,-30,-60,-10,0,20,10,73983,480,0.45,0.2,2.25,0.4,186,19.89134807819528,31.182795698924732,-274.07317811451503
0,-30,-60,-10,0,20,10,73983,240,0.45,0.2,2.25,0.4,66,18.122083622354694,34.84848484848485,-176.65185025882784
0,-30,-60,-10,0,20,10,73983,240,0.65,0.4,1.625,0.45,33,14.472370862462867,54.54545454545454,-35.701767238935645
0,-30,-60,-10,0,20,10,73983,480,0.45,0.35,1.2857142857142858,0.4,143,13.478409471512805,44.05594405594406,-256.2974127603993
0,-30,-60,-10,0,20,10,73983,240,0.65,0.2,3.25,0.45,33,12.04567531643761,45.45454545454545,-36.99566627405147
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.3,1.5,0.4,58,11.093936197214134,41.37931034482759,-224.36537589607906
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.3,1.5,0.4,58,11.093936197214134,41.37931034482759,-224.36537589607906
0,-30,-60,-10,0,20,15,74306,240,0.45,0.3,1.5,0.4,58,11.093936197214134,41.37931034482759,-224.36537589607906
0,-30,-60,-10,0,15,15,74306,240,0.45,0.3,1.5,0.4,58,11.093936197214134,41.37931034482759,-224.36537589607906
0,-30,-60,-10,0,20,10,73983,480,0.45,0.3,1.5,0.45,147,9.961560877097781,40.816326530612244,-190.6777124520113
0,-30,-60,-10,0,20,10,73983,240,0.5,0.35,1.4285714285714286,0.4,46,7.960285918553382,41.30434782608695,-133.847062206788
0,-30,-60,-10,0,15,15,74306,240,0.45,0.25,1.8,0.45,61,7.911606751732506,37.704918032786885,-235.13727002329688
0,-30,-60,-10,0,20,15,74306,240,0.45,0.25,1.8,0.45,61,7.911606751732506,37.704918032786885,-235.13727002329688
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.25,1.8,0.45,61,7.911606751732506,37.704918032786885,-235.13727002329688
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.25,1.8,0.45,61,7.911606751732506,37.704918032786885,-235.13727002329688
0,-30,-60,-10,0,20,10,73983,240,0.45,0.3,1.5,0.45,56,7.256995059415658,41.07142857142857,-217.10232391099817
0,-30,-60,-10,0,20,15,74306,240,0.45,0.35,1.2857142857142858,0.4,54,5.501841192685333,44.44444444444444,-236.97695175751687
0,-30,-60,-10,0,15,15,74306,240,0.45,0.35,1.2857142857142858,0.4,54,5.501841192685333,44.44444444444444,-236.97695175751687
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.35,1.2857142857142858,0.4,54,5.501841192685333,44.44444444444444,-236.97695175751687
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.35,1.2857142857142858,0.4,54,5.501841192685333,44.44444444444444,-236.97695175751687
0,-30,-60,-10,0,20,10,73983,240,0.45,0.35,1.2857142857142858,0.4,54,5.276961057706558,44.44444444444444,-241.9121381961777
0,-30,-60,-10,0,15,15,74306,240,0.45,0.3,1.5,0.45,56,4.273936197215335,41.07142857142857,-220.94537589607808
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.3,1.5,0.45,56,4.273936197215335,41.07142857142857,-220.94537589607808
0,-30,-60,-10,0,20,15,74306,240,0.45,0.3,1.5,0.45,56,4.273936197215335,41.07142857142857,-220.94537589607808
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.3,1.5,0.45,56,4.273936197215335,41.07142857142857,-220.94537589607808
0,-30,-60,-10,0,20,10,73983,240,0.6,0.25,2.4,0.4,21,3.630551009003284,47.61904761904761,-116.9461391087707
0,-30,-60,-10,0,20,10,73983,240,0.65,0.25,2.6,0.45,33,3.1322201463358397,48.484848484848484,-46.24458284256434
0,-30,-60,-10,0,20,10,73983,240,0.65,0.3,2.166666666666667,0.45,33,2.314341555799274,51.515151515151516,-33.04871675649338
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.4,1.25,0.45,47,1.5461694946238822,46.808510638297875,-118.09859827210175
0,-30,-60,-10,0,15,15,74306,240,0.5,0.4,1.25,0.45,47,1.5461694946238822,46.808510638297875,-118.09859827210175
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.4,1.25,0.45,47,1.5461694946238822,46.808510638297875,-118.09859827210175
0,-30,-60,-10,0,20,15,74306,240,0.5,0.4,1.25,0.45,47,1.5461694946238822,46.808510638297875,-118.09859827210175
0,-30,-60,-10,0,20,10,73983,240,0.55,0.3,1.8333333333333335,0.4,58,-3.6558396974951393,46.55172413793103,-202.36774848930054
0,-30,-60,-10,0,20,10,73983,240,0.45,0.35,1.2857142857142858,0.45,53,-8.383038942294206,43.39622641509434,-239.76213819617806
0,-30,-60,-10,0,20,10,73983,240,0.45,0.25,1.8,0.4,61,-8.741834626398486,37.704918032786885,-223.4493334404733
0,-30,-60,-10,0,20,10,73983,240,0.5,0.4,1.25,0.4,45,-9.527397760714848,42.22222222222222,-132.04196127099112
0,-30,-60,-10,0,20,10,73983,240,0.6,0.25,2.4,0.45,17,-9.88192378407939,47.05882352941176,-112.1961391087707
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.35,1.5714285714285716,0.45,53,-11.659663240772716,49.056603773584904,-194.33382753944898
0,-30,-60,-10,0,20,15,74306,240,0.55,0.35,1.5714285714285716,0.45,53,-11.659663240772716,49.056603773584904,-194.33382753944898
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.35,1.5714285714285716,0.45,53,-11.659663240772716,49.056603773584904,-194.33382753944898
0,-30,-60,-10,0,15,15,74306,240,0.55,0.35,1.5714285714285716,0.45,53,-11.659663240772716,49.056603773584904,-194.33382753944898
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.35,1.2857142857142858,0.45,53,-12.128158807313866,43.39622641509434,-243.53695175751636
0,-30,-60,-10,0,15,15,74306,240,0.45,0.35,1.2857142857142858,0.45,53,-12.128158807313866,43.39622641509434,-243.53695175751636
0,-30,-60,-10,0,20,15,74306,240,0.45,0.35,1.2857142857142858,0.45,53,-12.128158807313866,43.39622641509434,-243.53695175751636
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.35,1.2857142857142858,0.45,53,-12.128158807313866,43.39622641509434,-243.53695175751636
0,-30,-60,-10,0,20,10,73983,240,0.5,0.35,1.4285714285714286,0.45,43,-16.168177073329844,44.18604651162791,-106.96706220678743
0,-30,-60,-10,0,15,15,74306,240,0.55,0.4,1.375,0.45,51,-16.2460834479848,50.98039215686274,-221.2280033357706
0,-30,-60,-10,0,20,15,74306,240,0.55,0.4,1.375,0.45,51,-16.2460834479848,50.98039215686274,-221.2280033357706
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.4,1.375,0.45,51,-16.2460834479848,50.98039215686274,-221.2280033357706
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.4,1.375,0.45,51,-16.2460834479848,50.98039215686274,-221.2280033357706
0,-30,-60,-10,0,15,15,74306,240,0.5,0.25,2.0,0.45,53,-16.395121054568335,39.62264150943396,-114.43084038673624
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.25,2.0,0.45,53,-16.395121054568335,39.62264150943396,-114.43084038673624
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.25,2.0,0.45,53,-16.395121054568335,39.62264150943396,-114.43084038673624
0,-30,-60,-10,0,20,15,74306,240,0.5,0.25,2.0,0.45,53,-16.395121054568335,39.62264150943396,-114.43084038673624
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.4,1.125,0.4,53,-16.5315252425562,45.28301886792453,-237.35189794303187
0,-30,-60,-10,0,15,15,74306,240,0.45,0.4,1.125,0.4,53,-16.5315252425562,45.28301886792453,-237.35189794303187
0,-30,-60,-10,0,20,15,74306,240,0.45,0.4,1.125,0.4,53,-16.5315252425562,45.28301886792453,-237.35189794303187
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.4,1.125,0.4,53,-16.5315252425562,45.28301886792453,-237.35189794303187
0,-30,-60,-10,0,20,10,73983,240,0.55,0.2,2.75,0.4,67,-17.196488130485704,38.80597014925373,-189.7256217438494
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.25,2.2,0.45,61,-17.736745388940562,42.62295081967213,-232.98512052663273
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.25,2.2,0.45,61,-17.736745388940562,42.62295081967213,-232.98512052663273
0,-30,-60,-10,0,20,15,74306,240,0.55,0.25,2.2,0.45,61,-17.736745388940562,42.62295081967213,-232.98512052663273
0,-30,-60,-10,0,15,15,74306,240,0.55,0.25,2.2,0.45,61,-17.736745388940562,42.62295081967213,-232.98512052663273
0,-30,-60,-10,0,20,10,73983,240,0.6,0.3,2.0,0.4,21,-17.804959869576123,47.61904761904761,-139.6593669305239
0,-30,-60,-10,0,20,10,73983,480,0.45,0.4,1.125,0.45,130,-18.176900844414376,46.15384615384615,-230.02290631309552
0,-30,-60,-10,0,20,10,73983,240,0.45,0.4,1.125,0.4,53,-20.092206056211126,45.28301886792453,-245.62243109564042
0,-30,-60,-10,0,20,15,74306,240,0.5,0.35,1.4285714285714286,0.45,48,-21.18231900920182,43.75,-116.56055532252958
0,-30,-60,-10,0,15,15,74306,240,0.5,0.35,1.4285714285714286,0.45,48,-21.18231900920182,43.75,-116.56055532252958
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.35,1.4285714285714286,0.45,48,-21.18231900920182,43.75,-116.56055532252958
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.35,1.4285714285714286,0.45,48,-21.18231900920182,43.75,-116.56055532252958
0,-30,-60,-10,0,20,10,73983,240,0.6,0.2,2.9999999999999996,0.4,21,-22.100784068644316,42.857142857142854,-107.91468411376718
0,-30,-60,-10,0,20,10,73983,240,0.55,0.35,1.5714285714285716,0.45,51,-25.468651360800322,50.98039215686274,-187.10629529597827
0,-30,-60,-10,0,20,10,73983,240,0.45,0.3,1.5,0.4,57,-27.873177757830035,40.35087719298245,-219.2523239109978
0,-30,-60,-10,0,15,15,74306,240,0.5,0.2,2.5,0.45,60,-29.428257812568518,35.0,-139.3922404948571
0,-30,-60,-10,0,20,15,74306,240,0.5,0.2,2.5,0.45,60,-29.428257812568518,35.0,-139.3922404948571
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.2,2.5,0.45,60,-29.428257812568518,35.0,-139.3922404948571
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.2,2.5,0.45,60,-29.428257812568518,35.0,-139.3922404948571
0,-30,-60,-10,0,20,10,73983,480,0.45,0.25,1.8,0.45,159,-31.26339407730029,35.84905660377358,-232.1705676588981
0,-30,-60,-10,0,20,10,73983,240,0.6,0.3,2.0,0.45,17,-31.29495986957636,47.05882352941176,-134.9093669305239
0,-30,-60,-10,0,20,10,73983,240,0.6,0.2,2.9999999999999996,0.45,17,-34.059653576383425,41.17647058823529,-103.16468411376718
-5,-30,-60,-10,0,15,15,74306,240,0.45,0.4,1.125,0.45,52,-35.86152524255522,44.230769230769226,-245.61189794303118
-5,-30,-60,-10,0,20,15,74306,240,0.45,0.4,1.125,0.45,52,-35.86152524255522,44.230769230769226,-245.61189794303118
0,-30,-60,-10,0,15,15,74306,240,0.45,0.4,1.125,0.45,52,-35.86152524255522,44.230769230769226,-245.61189794303118
0,-30,-60,-10,0,20,15,74306,240,0.45,0.4,1.125,0.45,52,-35.86152524255522,44.230769230769226,-245.61189794303118
0,-30,-60,-10,0,20,10,73983,240,0.45,0.4,1.125,0.45,52,-35.902206056211526,44.230769230769226,-245.62243109564042
0,-30,-60,-10,0,20,10,73983,240,0.5,0.4,1.25,0.45,42,-36.99586075259822,45.23809523809524,-115.55251643435395
0,-30,-60,-10,0,20,15,74306,240,0.55,0.25,2.2,0.4,64,-41.72976059208486,42.1875,-277.8279012590133
0,-30,-60,-10,0,15,15,74306,240,0.55,0.25,2.2,0.4,64,-41.72976059208486,42.1875,-277.8279012590133
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.25,2.2,0.4,64,-41.72976059208486,42.1875,-277.8279012590133
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.25,2.2,0.4,64,-41.72976059208486,42.1875,-277.8279012590133
0,-30,-60,-10,0,20,10,73983,240,0.5,0.2,2.5,0.4,58,-42.45233604491068,31.03448275862069,-149.79536382456763
0,-30,-60,-10,0,20,10,73983,240,0.55,0.25,2.2,0.45,57,-43.24005523709866,43.859649122807014,-235.00554406363017
0,-30,-60,-10,0,20,10,73983,240,0.5,0.25,2.0,0.45,47,-44.83608412796957,38.297872340425535,-88.15872512175747
0,-30,-60,-10,0,20,10,73983,480,0.45,0.3,1.5,0.4,155,-44.855675135373986,40.0,-282.10682969444224
0,-30,-60,-10,0,20,10,73983,240,0.6,0.35,1.7142857142857144,0.4,21,-45.46160047941021,47.61904761904761,-162.37259475227984
0,-30,-60,-10,0,20,15,74306,240,0.55,0.3,1.8333333333333335,0.45,57,-45.71101353672202,45.614035087719294,-237.1545064192769
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.3,1.8333333333333335,0.45,57,-45.71101353672202,45.614035087719294,-237.1545064192769
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.3,1.8333333333333335,0.45,57,-45.71101353672202,45.614035087719294,-237.1545064192769
0,-30,-60,-10,0,15,15,74306,240,0.55,0.3,1.8333333333333335,0.45,57,-45.71101353672202,45.614035087719294,-237.1545064192769
0,-30,-60,-10,0,20,10,73983,240,0.55,0.4,1.375,0.45,50,-46.78183810623341,52.0,-228.2856573713193
0,-30,-60,-10,0,20,15,74306,240,0.55,0.35,1.5714285714285716,0.4,56,-48.25355626610508,48.214285714285715,-251.99772056478105
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.35,1.5714285714285716,0.4,56,-48.25355626610508,48.214285714285715,-251.99772056478105
0,-30,-60,-10,0,15,15,74306,240,0.55,0.35,1.5714285714285716,0.4,56,-48.25355626610508,48.214285714285715,-251.99772056478105
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.35,1.5714285714285716,0.4,56,-48.25355626610508,48.214285714285715,-251.99772056478105
0,-30,-60,-10,0,20,10,73983,240,0.5,0.25,2.0,0.4,53,-57.981784861315646,33.9622641509434,-152.31288884698733
0,-30,-60,-10,0,20,10,73983,240,0.6,0.35,1.7142857142857144,0.45,17,-58.951600479410445,47.05882352941176,-157.62259475227984
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.4,1.375,0.4,54,-61.400532619793466,50.0,-287.452452507579
0,-30,-60,-10,0,20,15,74306,240,0.55,0.4,1.375,0.4,54,-61.400532619793466,50.0,-287.452452507579
0,-30,-60,-10,0,15,15,74306,240,0.55,0.4,1.375,0.4,54,-61.400532619793466,50.0,-287.452452507579
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.4,1.375,0.4,54,-61.400532619793466,50.0,-287.452452507579
0,-30,-60,-10,0,15,15,74306,240,0.5,0.3,1.6666666666666667,0.45,52,-62.16498310459383,40.38461538461539,-159.6890826825561
0,-30,-60,-10,0,20,15,74306,240,0.5,0.3,1.6666666666666667,0.45,52,-62.16498310459383,40.38461538461539,-159.6890826825561
-5,-30,-60,-10,0,15,15,74306,240,0.5,0.3,1.6666666666666667,0.45,52,-62.16498310459383,40.38461538461539,-159.6890826825561
-5,-30,-60,-10,0,20,15,74306,240,0.5,0.3,1.6666666666666667,0.45,52,-62.16498310459383,40.38461538461539,-159.6890826825561
0,-30,-60,-10,0,20,15,74306,240,0.6,0.2,2.9999999999999996,0.4,14,-63.782880869924156,35.714285714285715,-104.46515674047805
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.2,2.9999999999999996,0.4,14,-63.782880869924156,35.714285714285715,-104.46515674047805
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.2,2.9999999999999996,0.4,14,-63.782880869924156,35.714285714285715,-104.46515674047805
0,-30,-60,-10,0,15,15,74306,240,0.6,0.2,2.9999999999999996,0.4,14,-63.782880869924156,35.714285714285715,-104.46515674047805
0,-30,-60,-10,0,20,15,74306,240,0.55,0.2,2.75,0.45,67,-67.658326931391,37.3134328358209,-235.2822605983356
0,-30,-60,-10,0,15,15,74306,240,0.55,0.2,2.75,0.45,67,-67.658326931391,37.3134328358209,-235.2822605983356
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.2,2.75,0.45,67,-67.658326931391,37.3134328358209,-235.2822605983356
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.2,2.75,0.45,67,-67.658326931391,37.3134328358209,-235.2822605983356
0,-30,-60,-10,0,20,10,73983,240,0.5,0.3,1.6666666666666667,0.4,50,-71.32976650999899,36.0,-174.88075769449551
0,-30,-60,-10,0,20,15,74306,240,0.6,0.2,2.9999999999999996,0.45,14,-72.03288086992416,35.714285714285715,-104.46515674047805
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.2,2.9999999999999996,0.45,14,-72.03288086992416,35.714285714285715,-104.46515674047805
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.2,2.9999999999999996,0.45,14,-72.03288086992416,35.714285714285715,-104.46515674047805
0,-30,-60,-10,0,15,15,74306,240,0.6,0.2,2.9999999999999996,0.45,14,-72.03288086992416,35.714285714285715,-104.46515674047805
0,-30,-60,-10,0,20,10,73983,240,0.6,0.4,1.4999999999999998,0.4,21,-73.11824108924066,47.61904761904761,-185.08582257403214
0,-30,-60,-10,0,20,10,73983,240,0.55,0.3,1.8333333333333335,0.45,54,-75.6424108502274,46.2962962962963,-243.60188769145907
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.3,1.8333333333333335,0.4,60,-80.05863178049458,45.0,-290.55784329813287
0,-30,-60,-10,0,20,15,74306,240,0.55,0.3,1.8333333333333335,0.4,60,-80.05863178049458,45.0,-290.55784329813287
0,-30,-60,-10,0,15,15,74306,240,0.55,0.3,1.8333333333333335,0.4,60,-80.05863178049458,45.0,-290.55784329813287
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.3,1.8333333333333335,0.4,60,-80.05863178049458,45.0,-290.55784329813287
0,-30,-60,-10,0,20,10,73983,240,0.5,0.3,1.6666666666666667,0.45,46,-85.25589227173214,39.130434782608695,-128.25926724865758
0,-30,-60,-10,0,20,10,73983,240,0.6,0.4,1.4999999999999998,0.45,17,-86.60824108924089,47.05882352941176,-180.33582257403214
0,-30,-60,-10,0,20,15,74306,240,0.6,0.25,2.4,0.4,14,-90.08070453886194,35.714285714285715,-128.64394592559665
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.25,2.4,0.4,14,-90.08070453886194,35.714285714285715,-128.64394592559665
0,-30,-60,-10,0,15,15,74306,240,0.6,0.25,2.4,0.4,14,-90.08070453886194,35.714285714285715,-128.64394592559665
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.25,2.4,0.4,14,-90.08070453886194,35.714285714285715,-128.64394592559665
0,-30,-60,-10,0,20,15,74306,240,0.6,0.25,2.4,0.45,14,-92.65241598717421,35.714285714285715,-122.96565737390893
-5,-30,-60,-10,0,20,15,74306,240,0.6,0.25,2.4,0.45,14,-92.65241598717421,35.714285714285715,-122.96565737390893
-5,-30,-60,-10,0,15,15,74306,240,0.6,0.25,2.4,0.45,14,-92.65241598717421,35.714285714285715,-122.96565737390893
0,-30,-60,-10,0,15,15,74306,240,0.6,0.25,2.4,0.45,14,-92.65241598717421,35.714285714285715,-122.96565737390893
0,-30,-60,-10,0,20,10,73983,240,0.5,0.2,2.5,0.45,54,-95.33662608011582,31.48148148148148,-131.5548319153204
0,-30,-60,-10,0,20,15,74306,240,0.55,0.2,2.75,0.4,70,-95.9553699352573,35.714285714285715,-286.22311602559057
-5,-30,-60,-10,0,15,15,74306,240,0.55,0.2,2.75,0.4,70,-95.9553699352573,35.714285714285715,-286.22311602559057
-5,-30,-60,-10,0,20,15,74306,240,0.55,0.2,2.75,0.4,70,-95.9553699352573,35.714285714285715,-286.22311602559057
0,-30,-60,-10,0,15,15,74306,240,0.55,0.2,2.75,0.4,70,-95.9553699352573,35.714285714285715,-286.22311602559057
0,-30,-60,-10,0,20,10,73983,480,0.45,0.4,1.125,0.4,139,-99.2452460479567,44.60431654676259,-311.0483064259497
0,-30,-60,-10,0,20,10,73983,240,0.55,0.2,2.75,0.45,63,-100.01297624697509,38.095238095238095,-245.59210986033895
0,-30,-60,-10,0,15,15,74306,240,0.6,0.3,2.0,0.45,14,-107.22321159547164,35.714285714285715,-135.41741849838718
