os,warm,ob,cool,slk,ros,rob,n,eh,tpx,slx,rr,pt,nt,pnl,wr,dd
0,-30,-60,-10,0,15,15,74306,480,0.7,0.4,1.7499999999999998,0.45,106,291.62514632771763,46.22641509433962,-145.58052309155664
0,-30,-60,-10,0,20,10,73983,360,0.5,0.4,1.25,0.4,86,290.3650380410804,47.674418604651166,-150.6811518750883
0,-30,-60,-10,0,20,10,73983,360,0.5,0.4,1.25,0.45,86,290.3650380410804,47.674418604651166,-150.6811518750883
0,-30,-60,-10,0,20,15,74306,360,0.5,0.4,1.25,0.45,86,290.27925937649707,47.674418604651166,-150.73226328984856
0,-30,-60,-10,0,20,15,74306,360,0.5,0.4,1.25,0.4,86,290.27925937649707,47.674418604651166,-150.73226328984856
0,-30,-60,-10,0,15,15,74306,360,0.5,0.4,1.25,0.45,86,290.27925937649707,47.674418604651166,-150.73226328984856
0,-30,-60,-10,0,15,15,74306,360,0.5,0.4,1.25,0.4,86,290.27925937649707,47.674418604651166,-150.73226328984856
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.4,1.25,0.45,86,290.27925937649707,47.674418604651166,-150.73226328984856
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.4,1.25,0.4,86,290.27925937649707,47.674418604651166,-150.73226328984856
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.4,1.25,0.4,86,290.27925937649707,47.674418604651166,-150.73226328984856
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.4,1.25,0.45,86,290.27925937649707,47.674418604651166,-150.73226328984856
-5,-30,-60,-10,0,20,15,74306,480,0.7,0.4,1.7499999999999998,0.4,111,289.0309463078702,46.846846846846844,-151.7907730458378
0,-30,-60,-10,0,15,15,74306,480,0.7,0.4,1.7499999999999998,0.4,111,289.0309463078702,46.846846846846844,-151.7907730458378
0,-30,-60,-10,0,20,15,74306,480,0.7,0.4,1.7499999999999998,0.4,111,289.0309463078702,46.846846846846844,-151.7907730458378
-5,-30,-60,-10,0,15,15,74306,480,0.7,0.4,1.7499999999999998,0.4,111,289.0309463078702,46.846846846846844,-151.7907730458378
0,-30,-60,-10,0,15,15,74306,480,0.65,0.4,1.625,0.4,138,288.0282424232764,47.10144927536232,-184.76500104613115
-5,-30,-60,-10,0,15,15,74306,480,0.65,0.4,1.625,0.4,138,288.0282424232764,47.10144927536232,-184.76500104613115
0,-30,-60,-10,0,20,15,74306,480,0.65,0.4,1.625,0.4,138,288.0282424232764,47.10144927536232,-184.76500104613115
-5,-30,-60,-10,0,20,15,74306,480,0.65,0.4,1.625,0.4,138,288.0282424232764,47.10144927536232,-184.76500104613115
0,-30,-60,-10,0,20,10,73983,360,0.6,0.4,1.4999999999999998,0.45,87,285.55653188423184,45.97701149425287,-153.71276643953115
0,-30,-60,-10,0,20,10,73983,360,0.55,0.25,2.2,0.4,106,284.42775412023457,40.56603773584906,-165.2026340089542
0,-30,-60,-10,0,20,10,73983,480,0.65,0.2,3.25,0.4,197,281.3794710065604,31.979695431472084,-222.89846976606987
0,-30,-60,-10,0,15,15,74306,480,0.5,0.4,1.25,0.45,140,281.20229959854987,50.0,-238.74500104613162
-5,-30,-60,-10,0,20,15,74306,480,0.5,0.4,1.25,0.45,140,281.20229959854987,50.0,-238.74500104613162
-5,-30,-60,-10,0,15,15,74306,480,0.5,0.4,1.25,0.45,140,281.20229959854987,50.0,-238.74500104613162
0,-30,-60,-10,0,20,15,74306,480,0.5,0.4,1.25,0.45,140,281.20229959854987,50.0,-238.74500104613162
0,-30,-60,-10,0,20,10,73983,480,0.5,0.2,2.5,0.4,192,279.1004453411874,35.41666666666667,-255.44117445096435
0,-30,-60,-10,0,15,15,74306,480,0.45,0.3,1.5,0.4,160,279.0536616871286,43.75,-282.69968292638714
0,-30,-60,-10,0,20,15,74306,480,0.45,0.3,1.5,0.4,160,279.0536616871286,43.75,-282.69968292638714
-5,-30,-60,-10,0,20,15,74306,480,0.45,0.3,1.5,0.4,160,279.0536616871286,43.75,-282.69968292638714
-5,-30,-60,-10,0,15,15,74306,480,0.45,0.3,1.5,0.4,160,279.0536616871286,43.75,-282.69968292638714
0,-30,-60,-10,0,20,15,74306,480,0.55,0.2,2.75,0.4,191,277.5446383498097,32.460732984293195,-234.77176101945406
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.2,2.75,0.4,191,277.5446383498097,32.460732984293195,-234.77176101945406
0,-30,-60,-10,0,15,15,74306,480,0.55,0.2,2.75,0.4,191,277.5446383498097,32.460732984293195,-234.77176101945406
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.2,2.75,0.4,191,277.5446383498097,32.460732984293195,-234.77176101945406
0,-30,-60,-10,0,20,15,74306,480,0.6,0.3,2.0,0.4,162,264.63279022459847,40.123456790123456,-284.5596829263877
-5,-30,-60,-10,0,15,15,74306,480,0.6,0.3,2.0,0.4,162,264.63279022459847,40.123456790123456,-284.5596829263877
-5,-30,-60,-10,0,20,15,74306,480,0.6,0.3,2.0,0.4,162,264.63279022459847,40.123456790123456,-284.5596829263877
0,-30,-60,-10,0,15,15,74306,480,0.6,0.3,2.0,0.4,162,264.63279022459847,40.123456790123456,-284.5596829263877
-5,-30,-60,-10,0,20,15,74306,480,0.65,0.35,1.8571428571428574,0.4,145,264.5420366923072,44.827586206896555,-179.49542792449574
0,-30,-60,-10,0,15,15,74306,480,0.65,0.35,1.8571428571428574,0.4,145,264.5420366923072,44.827586206896555,-179.49542792449574
0,-30,-60,-10,0,20,15,74306,480,0.65,0.35,1.8571428571428574,0.4,145,264.5420366923072,44.827586206896555,-179.49542792449574
-5,-30,-60,-10,0,15,15,74306,480,0.65,0.35,1.8571428571428574,0.4,145,264.5420366923072,44.827586206896555,-179.49542792449574
0,-30,-60,-10,0,20,10,73983,360,0.55,0.3,1.8333333333333335,0.4,101,264.05654931868185,42.57425742574257,-135.75198654097312
0,-30,-60,-10,0,15,15,74306,480,0.55,0.2,2.75,0.45,189,262.00545617865464,32.804232804232804,-211.95176101945435
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.2,2.75,0.45,189,262.00545617865464,32.804232804232804,-211.95176101945435
0,-30,-60,-10,0,20,15,74306,480,0.55,0.2,2.75,0.45,189,262.00545617865464,32.804232804232804,-211.95176101945435
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.2,2.75,0.45,189,262.00545617865464,32.804232804232804,-211.95176101945435
-5,-30,-60,-10,0,15,15,74306,480,0.6,0.25,2.4,0.4,176,261.9684909541543,35.79545454545455,-302.1805569820799
0,-30,-60,-10,0,15,15,74306,480,0.6,0.25,2.4,0.4,176,261.9684909541543,35.79545454545455,-302.1805569820799
0,-30,-60,-10,0,20,15,74306,480,0.6,0.25,2.4,0.4,176,261.9684909541543,35.79545454545455,-302.1805569820799
-5,-30,-60,-10,0,20,15,74306,480,0.6,0.25,2.4,0.4,176,261.9684909541543,35.79545454545455,-302.1805569820799
0,-30,-60,-10,0,15,15,74306,480,0.6,0.25,2.4,0.45,174,260.7903182687023,36.206896551724135,-279.3605569820802
-5,-30,-60,-10,0,15,15,74306,480,0.6,0.25,2.4,0.45,174,260.7903182687023,36.206896551724135,-279.3605569820802
0,-30,-60,-10,0,20,15,74306,480,0.6,0.25,2.4,0.45,174,260.7903182687023,36.206896551724135,-279.3605569820802
-5,-30,-60,-10,0,20,15,74306,480,0.6,0.25,2.4,0.45,174,260.7903182687023,36.206896551724135,-279.3605569820802
-5,-30,-60,-10,0,20,15,74306,360,0.55,0.4,1.375,0.45,87,260.67578622929796,47.12643678160919,-153.85055187432135
0,-30,-60,-10,0,20,15,74306,360,0.55,0.4,1.375,0.45,87,260.67578622929796,47.12643678160919,-153.85055187432135
-5,-30,-60,-10,0,15,15,74306,360,0.55,0.4,1.375,0.45,87,260.67578622929796,47.12643678160919,-153.85055187432135
0,-30,-60,-10,0,15,15,74306,360,0.55,0.4,1.375,0.45,87,260.67578622929796,47.12643678160919,-153.85055187432135
-5,-30,-60,-10,0,15,15,74306,480,0.5,0.35,1.4285714285714286,0.45,147,259.68983629791865,47.61904761904761,-233.47542792449622
0,-30,-60,-10,0,15,15,74306,480,0.5,0.35,1.4285714285714286,0.45,147,259.68983629791865,47.61904761904761,-233.47542792449622
-5,-30,-60,-10,0,20,15,74306,480,0.5,0.35,1.4285714285714286,0.45,147,259.68983629791865,47.61904761904761,-233.47542792449622
0,-30,-60,-10,0,20,15,74306,480,0.5,0.35,1.4285714285714286,0.45,147,259.68983629791865,47.61904761904761,-233.47542792449622
0,-30,-60,-10,0,15,15,74306,360,0.55,0.25,2.2,0.4,107,259.1756495093259,40.18691588785047,-199.8573937571109
-5,-30,-60,-10,0,20,15,74306,360,0.55,0.25,2.2,0.4,107,259.1756495093259,40.18691588785047,-199.8573937571109
0,-30,-60,-10,0,20,15,74306,360,0.55,0.25,2.2,0.4,107,259.1756495093259,40.18691588785047,-199.8573937571109
-5,-30,-60,-10,0,15,15,74306,360,0.55,0.25,2.2,0.4,107,259.1756495093259,40.18691588785047,-199.8573937571109
0,-30,-60,-10,0,20,10,73983,360,0.6,0.25,2.4,0.4,108,258.638696481607,38.88888888888889,-165.2026340089542
0,-30,-60,-10,0,20,10,73983,360,0.6,0.35,1.7142857142857144,0.45,92,257.6055919945393,43.47826086956522,-133.9899206345899
0,-30,-60,-10,0,20,10,73983,360,0.6,0.35,1.7142857142857144,0.4,94,257.22967528392564,43.61702127659575,-134.07992063459005
0,-30,-60,-10,0,20,10,73983,360,0.65,0.2,3.25,0.4,91,256.1452073983737,36.26373626373626,-121.12642039235561
0,-30,-60,-10,0,20,10,73983,480,0.5,0.2,2.5,0.45,189,255.20687597567166,34.39153439153439,-208.91852862518772
0,-30,-60,-10,0,20,10,73983,480,0.65,0.2,3.25,0.45,188,254.92810462820853,31.382978723404253,-222.94846976606914
0,-30,-60,-10,0,20,10,73983,480,0.6,0.4,1.4999999999999998,0.45,143,252.92157842050392,45.45454545454545,-225.11951339298412
-5,-30,-60,-10,0,20,15,74306,480,0.6,0.3,2.0,0.45,160,252.76151656567617,40.625,-263.82968292638816
0,-30,-60,-10,0,15,15,74306,480,0.6,0.3,2.0,0.45,160,252.76151656567617,40.625,-263.82968292638816
-5,-30,-60,-10,0,15,15,74306,480,0.6,0.3,2.0,0.45,160,252.76151656567617,40.625,-263.82968292638816
0,-30,-60,-10,0,20,15,74306,480,0.6,0.3,2.0,0.45,160,252.76151656567617,40.625,-263.82968292638816
0,-30,-60,-10,0,20,10,73983,480,0.5,0.4,1.25,0.4,148,251.4946892495218,48.64864864864865,-261.56951339298394
0,-30,-60,-10,0,20,10,73983,360,0.6,0.3,2.0,0.4,101,248.06840355037912,40.5940594059406,-135.75198654097312
0,-30,-60,-10,0,20,15,74306,480,0.65,0.25,2.6,0.45,159,247.57708314713136,35.84905660377358,-259.9983274632732
-5,-30,-60,-10,0,20,15,74306,480,0.65,0.25,2.6,0.45,159,247.57708314713136,35.84905660377358,-259.9983274632732
-5,-30,-60,-10,0,15,15,74306,480,0.65,0.25,2.6,0.45,159,247.57708314713136,35.84905660377358,-259.9983274632732
0,-30,-60,-10,0,15,15,74306,480,0.65,0.25,2.6,0.45,159,247.57708314713136,35.84905660377358,-259.9983274632732
-5,-30,-60,-10,0,20,15,74306,360,0.55,0.35,1.5714285714285716,0.45,92,246.98568803644048,44.565217391304344,-134.12173289003113
0,-30,-60,-10,0,20,15,74306,360,0.55,0.35,1.5714285714285716,0.45,92,246.98568803644048,44.565217391304344,-134.12173289003113
0,-30,-60,-10,0,15,15,74306,360,0.55,0.35,1.5714285714285716,0.45,92,246.98568803644048,44.565217391304344,-134.12173289003113
-5,-30,-60,-10,0,15,15,74306,360,0.55,0.35,1.5714285714285716,0.45,92,246.98568803644048,44.565217391304344,-134.12173289003113
-5,-30,-60,-10,0,20,15,74306,480,0.65,0.3,2.166666666666667,0.45,147,243.1548960706491,40.136054421768705,-215.7258586397611
0,-30,-60,-10,0,15,15,74306,480,0.65,0.3,2.166666666666667,0.45,147,243.1548960706491,40.136054421768705,-215.7258586397611
0,-30,-60,-10,0,20,15,74306,480,0.65,0.3,2.166666666666667,0.45,147,243.1548960706491,40.136054421768705,-215.7258586397611
-5,-30,-60,-10,0,15,15,74306,480,0.65,0.3,2.166666666666667,0.45,147,243.1548960706491,40.136054421768705,-215.7258586397611
0,-30,-60,-10,0,20,15,74306,480,0.45,0.2,2.25,0.4,195,238.95606253739243,33.84615384615385,-328.20929283819714
-5,-30,-60,-10,0,20,15,74306,480,0.45,0.2,2.25,0.4,195,238.95606253739243,33.84615384615385,-328.20929283819714
0,-30,-60,-10,0,15,15,74306,480,0.45,0.2,2.25,0.4,195,238.95606253739243,33.84615384615385,-328.20929283819714
-5,-30,-60,-10,0,15,15,74306,480,0.45,0.2,2.25,0.4,195,238.95606253739243,33.84615384615385,-328.20929283819714
0,-30,-60,-10,0,20,10,73983,480,0.65,0.25,2.6,0.4,181,237.88803341008543,37.01657458563536,-294.12477992536697
0,-30,-60,-10,0,20,10,73983,480,0.55,0.2,2.75,0.45,186,236.94163857391322,33.33333333333333,-213.1485874843056
0,-30,-60,-10,0,20,10,73983,480,0.65,0.25,2.6,0.45,170,236.84514411604914,36.470588235294116,-294.12477992536697
-5,-30,-60,-10,0,15,15,74306,360,0.6,0.2,2.9999999999999996,0.4,122,236.1726522581339,31.967213114754102,-183.4056714753424
-5,-30,-60,-10,0,20,15,74306,360,0.6,0.2,2.9999999999999996,0.4,122,236.1726522581339,31.967213114754102,-183.4056714753424
0,-30,-60,-10,0,20,15,74306,360,0.6,0.2,2.9999999999999996,0.4,122,236.1726522581339,31.967213114754102,-183.4056714753424
0,-30,-60,-10,0,15,15,74306,360,0.6,0.2,2.9999999999999996,0.4,122,236.1726522581339,31.967213114754102,-183.4056714753424
0,-30,-60,-10,0,20,10,73983,480,0.65,0.4,1.625,0.4,147,235.016629002665,46.93877551020408,-270.31492276277186
0,-30,-60,-10,0,20,10,73983,360,0.55,0.3,1.8333333333333335,0.45,100,230.95376598999565,43.0,-136.32198654097374
0,-30,-60,-10,0,20,10,73983,480,0.5,0.3,1.6666666666666667,0.4,162,229.35490757376692,43.20987654320987,-269.4766811906793
0,-30,-60,-10,0,15,15,74306,360,0.6,0.2,2.9999999999999996,0.45,122,227.63265225813393,31.967213114754102,-183.10567147534312
0,-30,-60,-10,0,20,15,74306,360,0.6,0.2,2.9999999999999996,0.45,122,227.63265225813393,31.967213114754102,-183.10567147534312
-5,-30,-60,-10,0,15,15,74306,360,0.6,0.2,2.9999999999999996,0.45,122,227.63265225813393,31.967213114754102,-183.10567147534312
-5,-30,-60,-10,0,20,15,74306,360,0.6,0.2,2.9999999999999996,0.45,122,227.63265225813393,31.967213114754102,-183.10567147534312
-5,-30,-60,-10,0,15,15,74306,480,0.6,0.4,1.4999999999999998,0.4,148,224.54291747366096,43.91891891891892,-290.5101000949653
0,-30,-60,-10,0,15,15,74306,480,0.6,0.4,1.4999999999999998,0.4,148,224.54291747366096,43.91891891891892,-290.5101000949653
0,-30,-60,-10,0,20,15,74306,480,0.6,0.4,1.4999999999999998,0.4,148,224.54291747366096,43.91891891891892,-290.5101000949653
-5,-30,-60,-10,0,20,15,74306,480,0.6,0.4,1.4999999999999998,0.4,148,224.54291747366096,43.91891891891892,-290.5101000949653
0,-30,-60,-10,0,20,10,73983,480,0.6,0.2,2.9999999999999996,0.4,195,224.32324936543,33.33333333333333,-286.08991184495426
-5,-30,-60,-10,0,20,15,74306,480,0.6,0.4,1.4999999999999998,0.45,146,223.32062850123475,44.52054794520548,-269.78010009496575
-5,-30,-60,-10,0,15,15,74306,480,0.6,0.4,1.4999999999999998,0.45,146,223.32062850123475,44.52054794520548,-269.78010009496575
0,-30,-60,-10,0,15,15,74306,480,0.6,0.4,1.4999999999999998,0.45,146,223.32062850123475,44.52054794520548,-269.78010009496575
0,-30,-60,-10,0,20,15,74306,480,0.6,0.4,1.4999999999999998,0.45,146,223.32062850123475,44.52054794520548,-269.78010009496575
0,-30,-60,-10,0,15,15,74306,480,0.6,0.35,1.7142857142857144,0.4,157,222.76309584592582,42.038216560509554,-278.319889592226
0,-30,-60,-10,0,20,15,74306,480,0.6,0.35,1.7142857142857144,0.4,157,222.76309584592582,42.038216560509554,-278.319889592226
-5,-30,-60,-10,0,15,15,74306,480,0.6,0.35,1.7142857142857144,0.4,157,222.76309584592582,42.038216560509554,-278.319889592226
-5,-30,-60,-10,0,20,15,74306,480,0.6,0.35,1.7142857142857144,0.4,157,222.76309584592582,42.038216560509554,-278.319889592226
0,-30,-60,-10,0,20,15,74306,480,0.6,0.35,1.7142857142857144,0.45,155,220.90915659328766,42.58064516129032,-257.5898895922264
-5,-30,-60,-10,0,15,15,74306,480,0.6,0.35,1.7142857142857144,0.45,155,220.90915659328766,42.58064516129032,-257.5898895922264
0,-30,-60,-10,0,15,15,74306,480,0.6,0.35,1.7142857142857144,0.45,155,220.90915659328766,42.58064516129032,-257.5898895922264
-5,-30,-60,-10,0,20,15,74306,480,0.6,0.35,1.7142857142857144,0.45,155,220.90915659328766,42.58064516129032,-257.5898895922264
0,-30,-60,-10,0,20,10,73983,480,0.6,0.4,1.4999999999999998,0.4,147,218.84622505325524,46.25850340136054,-283.5295133929849
0,-30,-60,-10,0,20,10,73983,480,0.5,0.3,1.6666666666666667,0.45,158,218.06494052885228,43.037974683544306,-235.55668119067923
0,-30,-60,-10,0,20,10,73983,360,0.65,0.2,3.25,0.45,87,217.96059515455818,35.63218390804598,-121.12642039235561
0,-30,-60,-10,0,20,10,73983,360,0.65,0.25,2.6,0.4,83,217.71269164558953,39.75903614457831,-151.40802549044565
0,-30,-60,-10,0,20,10,73983,480,0.65,0.3,2.166666666666667,0.4,164,217.1776253676694,40.243902439024396,-266.7907382180201
0,-30,-60,-10,0,20,10,73983,360,0.5,0.35,1.4285714285714286,0.45,93,215.4280595895484,44.086021505376344,-130.95830607014705
0,-30,-60,-10,0,20,10,73983,360,0.5,0.35,1.4285714285714286,0.4,93,215.4280595895484,44.086021505376344,-130.95830607014705
0,-30,-60,-10,0,20,15,74306,360,0.5,0.35,1.4285714285714286,0.4,93,215.34415490634183,44.086021505376344,-131.00344430555833
0,-30,-60,-10,0,20,15,74306,360,0.5,0.35,1.4285714285714286,0.45,93,215.34415490634183,44.086021505376344,-131.00344430555833
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.35,1.4285714285714286,0.4,93,215.34415490634183,44.086021505376344,-131.00344430555833
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.35,1.4285714285714286,0.45,93,215.34415490634183,44.086021505376344,-131.00344430555833
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.35,1.4285714285714286,0.45,93,215.34415490634183,44.086021505376344,-131.00344430555833
0,-30,-60,-10,0,15,15,74306,360,0.5,0.35,1.4285714285714286,0.45,93,215.34415490634183,44.086021505376344,-131.00344430555833
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.35,1.4285714285714286,0.4,93,215.34415490634183,44.086021505376344,-131.00344430555833
0,-30,-60,-10,0,15,15,74306,360,0.5,0.35,1.4285714285714286,0.4,93,215.34415490634183,44.086021505376344,-131.00344430555833
0,-30,-60,-10,0,20,10,73983,360,0.7,0.4,1.7499999999999998,0.4,62,215.30893109574436,53.2258064516129,-79.38839695747856
0,-30,-60,-10,0,20,10,73983,360,0.65,0.3,2.166666666666667,0.4,77,214.59254902078328,44.15584415584416,-150.51721078361243
0,-30,-60,-10,0,20,10,73983,480,0.5,0.25,2.0,0.45,170,214.57597131719558,38.82352941176471,-275.25235349926425
0,-30,-60,-10,0,20,10,73983,480,0.65,0.3,2.166666666666667,0.45,156,213.89940941051054,39.743589743589745,-266.7907382180201
0,-30,-60,-10,0,20,10,73983,360,0.65,0.3,2.166666666666667,0.45,73,212.3520328057507,45.20547945205479,-147.83721078361214
0,-30,-60,-10,0,20,10,73983,360,0.6,0.3,2.0,0.45,101,211.94723715507962,40.5940594059406,-135.75198654097312
0,-30,-60,-10,0,20,10,73983,360,0.6,0.25,2.4,0.45,108,210.85005288861657,37.96296296296296,-165.2026340089542
0,-30,-60,-10,0,20,15,74306,360,0.65,0.3,2.166666666666667,0.45,73,210.19118000393564,43.83561643835616,-113.98945801709306
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.3,2.166666666666667,0.45,73,210.19118000393564,43.83561643835616,-113.98945801709306
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.3,2.166666666666667,0.45,73,210.19118000393564,43.83561643835616,-113.98945801709306
0,-30,-60,-10,0,15,15,74306,360,0.65,0.3,2.166666666666667,0.45,73,210.19118000393564,43.83561643835616,-113.98945801709306
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.2,3.25,0.4,91,209.0178595231646,34.065934065934066,-98.31388570102263
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.2,3.25,0.4,91,209.0178595231646,34.065934065934066,-98.31388570102263
0,-30,-60,-10,0,15,15,74306,360,0.65,0.2,3.25,0.4,91,209.0178595231646,34.065934065934066,-98.31388570102263
0,-30,-60,-10,0,20,15,74306,360,0.65,0.2,3.25,0.4,91,209.0178595231646,34.065934065934066,-98.31388570102263
0,-30,-60,-10,0,20,10,73983,360,0.55,0.25,2.2,0.45,107,207.82992547264212,39.25233644859813,-165.7726340089548
0,-30,-60,-10,0,20,10,73983,360,0.7,0.25,2.8,0.4,62,207.5366843293259,51.61290322580645,-64.99550264031677
0,-30,-60,-10,0,20,10,73983,360,0.5,0.25,2.0,0.45,107,204.13855077157768,39.25233644859813,-162.08101944451118
0,-30,-60,-10,0,20,10,73983,360,0.5,0.25,2.0,0.4,107,204.13855077157768,39.25233644859813,-162.08101944451118
0,-30,-60,-10,0,20,15,74306,360,0.5,0.25,2.0,0.4,107,204.06299763662946,39.25233644859813,-162.13591826711672
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.25,2.0,0.45,107,204.06299763662946,39.25233644859813,-162.13591826711672
0,-30,-60,-10,0,20,15,74306,360,0.5,0.25,2.0,0.45,107,204.06299763662946,39.25233644859813,-162.13591826711672
-5,-30,-60,-10,0,20,15,74306,360,0.5,0.25,2.0,0.4,107,204.06299763662946,39.25233644859813,-162.13591826711672
0,-30,-60,-10,0,15,15,74306,360,0.5,0.25,2.0,0.4,107,204.06299763662946,39.25233644859813,-162.13591826711672
0,-30,-60,-10,0,15,15,74306,360,0.5,0.25,2.0,0.45,107,204.06299763662946,39.25233644859813,-162.13591826711672
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.25,2.0,0.4,107,204.06299763662946,39.25233644859813,-162.13591826711672
-5,-30,-60,-10,0,15,15,74306,360,0.5,0.25,2.0,0.45,107,204.06299763662946,39.25233644859813,-162.13591826711672
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.3,2.166666666666667,0.4,78,203.87488130272095,43.58974358974359,-116.66945801709335
0,-30,-60,-10,0,15,15,74306,360,0.65,0.3,2.166666666666667,0.4,78,203.87488130272095,43.58974358974359,-116.66945801709335
0,-30,-60,-10,0,20,15,74306,360,0.65,0.3,2.166666666666667,0.4,78,203.87488130272095,43.58974358974359,-116.66945801709335
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.3,2.166666666666667,0.4,78,203.87488130272095,43.58974358974359,-116.66945801709335
0,-30,-60,-10,0,15,15,74306,480,0.55,0.3,1.8333333333333335,0.4,162,203.39621157362808,40.123456790123456,-284.5596829263877
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.3,1.8333333333333335,0.4,162,203.39621157362808,40.123456790123456,-284.5596829263877
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.3,1.8333333333333335,0.4,162,203.39621157362808,40.123456790123456,-284.5596829263877
0,-30,-60,-10,0,20,15,74306,480,0.55,0.3,1.8333333333333335,0.4,162,203.39621157362808,40.123456790123456,-284.5596829263877
0,-30,-60,-10,0,20,10,73983,360,0.7,0.35,2.0,0.4,62,201.41674596066377,53.2258064516129,-78.79229964615433
0,-30,-60,-10,0,20,15,74306,480,0.55,0.25,2.2,0.4,176,200.7319123031839,35.79545454545455,-302.1805569820799
0,-30,-60,-10,0,15,15,74306,480,0.55,0.25,2.2,0.4,176,200.7319123031839,35.79545454545455,-302.1805569820799
-5,-30,-60,-10,0,20,15,74306,480,0.55,0.25,2.2,0.4,176,200.7319123031839,35.79545454545455,-302.1805569820799
-5,-30,-60,-10,0,15,15,74306,480,0.55,0.25,2.2,0.4,176,200.7319123031839,35.79545454545455,-302.1805569820799
0,-30,-60,-10,0,20,15,74306,360,0.55,0.3,1.8333333333333335,0.45,102,199.9411575180261,42.15686274509804,-135.78606276979917
0,-30,-60,-10,0,15,15,74306,360,0.55,0.3,1.8333333333333335,0.45,102,199.9411575180261,42.15686274509804,-135.78606276979917
-5,-30,-60,-10,0,20,15,74306,360,0.55,0.3,1.8333333333333335,0.45,102,199.9411575180261,42.15686274509804,-135.78606276979917
-5,-30,-60,-10,0,15,15,74306,360,0.55,0.3,1.8333333333333335,0.45,102,199.9411575180261,42.15686274509804,-135.78606276979917
-5,-30,-60,-10,0,15,15,74306,360,0.55,0.2,2.75,0.4,121,199.90996279645242,33.057851239669425,-183.4056714753424
0,-30,-60,-10,0,15,15,74306,360,0.55,0.2,2.75,0.4,121,199.90996279645242,33.057851239669425,-183.4056714753424
-5,-30,-60,-10,0,20,15,74306,360,0.55,0.2,2.75,0.4,121,199.90996279645242,33.057851239669425,-183.4056714753424
0,-30,-60,-10,0,20,15,74306,360,0.55,0.2,2.75,0.4,121,199.90996279645242,33.057851239669425,-183.4056714753424
0,-30,-60,-10,0,20,10,73983,480,0.65,0.4,1.625,0.45,142,199.8054347572238,45.07042253521127,-253.63951339298364
0,-30,-60,-10,0,15,15,74306,360,0.65,0.25,2.6,0.45,77,198.70846365368106,38.961038961038966,-119.72379136258132
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.25,2.6,0.45,77,198.70846365368106,38.961038961038966,-119.72379136258132
0,-30,-60,-10,0,20,15,74306,360,0.65,0.25,2.6,0.45,77,198.70846365368106,38.961038961038966,-119.72379136258132
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.25,2.6,0.45,77,198.70846365368106,38.961038961038966,-119.72379136258132
0,-30,-60,-10,0,20,15,74306,480,0.45,0.4,1.125,0.4,146,196.76708140692745,47.94520547945205,-279.66763191370956
-5,-30,-60,-10,0,15,15,74306,480,0.45,0.4,1.125,0.4,146,196.76708140692745,47.94520547945205,-279.66763191370956
0,-30,-60,-10,0,15,15,74306,480,0.45,0.4,1.125,0.4,146,196.76708140692745,47.94520547945205,-279.66763191370956
-5,-30,-60,-10,0,20,15,74306,480,0.45,0.4,1.125,0.4,146,196.76708140692745,47.94520547945205,-279.66763191370956
0,-30,-60,-10,0,15,15,74306,360,0.65,0.25,2.6,0.4,82,196.3596469319068,39.02439024390244,-119.72379136258132
-5,-30,-60,-10,0,15,15,74306,360,0.65,0.25,2.6,0.4,82,196.3596469319068,39.02439024390244,-119.72379136258132
-5,-30,-60,-10,0,20,15,74306,360,0.65,0.25,2.6,0.4,82,196.3596469319068,39.02439024390244,-119.72379136258132
0,-30,-60,-10,0,20,15,74306,360,0.65,0.25,2.6,0.4,82,196.3596469319068,39.02439024390244,-119.72379136258132
0,-30,-60,-10,0,20,10,73983,480,0.6,0.3,2.0,0.45,160,196.06607264636477,40.625,-265.0207382180215
0,-30,-60,-10,0,20,10,73983,360,0.7,0.4,1.7499999999999998,0.45,59,193.88893109574565,52.54237288135594,-79.38839695747856
0,-30,-60,-10,0,20,10,73983,480,0.5,0.35,1.4285714285714286,0.4,156,191.66178660600008,46.15384615384615,-256.31295441397197
