side,signal_ts,entry_time,entry_price,entry_style,stop,target,sl,tp,horizon,timeout,impulse_low,impulse_high,target_updates,exit_time,exit_price,exit_reason,pnl,win
-1,2026-02-05 14:15:00+00:00,2026-02-05 14:17:00+00:00,4815.33,breakout_next_open,4836.34,4752.299999999999,21.01000000000022,63.030000000000655,120,2026-02-05 16:17:00+00:00,4822.51,4836.34,0,2026-02-05 14:26:00+00:00,4836.34,stop_loss,-21.01000000000022,False
-1,2026-02-05 15:00:00+00:00,2026-02-05 15:02:00+00:00,4830.13,breakout_next_open,4859.91,4740.790000000001,29.779999999999745,89.33999999999924,120,2026-02-05 17:45:00+00:00,4847.35,4859.91,2,2026-02-05 16:38:00+00:00,4859.91,stop_loss,-29.779999999999745,False
-1,2026-02-06 08:00:00+00:00,2026-02-06 08:02:00+00:00,4830.53,breakout_next_open,4854.18,4759.579999999998,23.650000000000546,70.95000000000164,120,2026-02-06 10:02:00+00:00,4847.22,4854.18,0,2026-02-06 08:15:00+00:00,4854.18,stop_loss,-23.650000000000546,False
-1,2026-02-06 16:30:00+00:00,2026-02-06 16:32:00+00:00,4935.09,breakout_next_open,4942.09,4914.09,7.0,21.0,120,2026-02-06 18:32:00+00:00,4937.24,4942.09,0,2026-02-06 16:40:00+00:00,4942.09,stop_loss,-7.0,False
1,2026-02-09 10:45:00+00:00,2026-02-09 10:48:00+00:00,4995.16,breakout_next_open,4990.4,5009.4400000000005,4.760000000000218,14.280000000000655,120,2026-02-09 12:48:00+00:00,4990.4,4998.34,0,2026-02-09 10:58:00+00:00,4990.4,stop_loss,-4.760000000000218,False
1,2026-02-09 11:00:00+00:00,2026-02-09 11:02:00+00:00,4994.77,breakout_next_open,4982.72,5030.920000000001,12.050000000000182,36.150000000000546,120,2026-02-09 13:02:00+00:00,4982.72,4992.98,0,2026-02-09 13:02:00+00:00,5013.43,timeout,18.659999999999854,True
1,2026-02-09 14:00:00+00:00,2026-02-09 14:02:00+00:00,5012.73,breakout_next_open,4999.04,5053.799999999998,13.6899999999996,41.0699999999988,120,2026-02-09 16:45:00+00:00,4999.04,5003.53,2,2026-02-09 15:34:00+00:00,5053.799999999998,target_hit,41.0699999999988,True
1,2026-02-09 15:45:00+00:00,2026-02-09 15:47:00+00:00,5054.06,breakout_next_open,5033.51,5115.710000000001,20.550000000000182,61.650000000000546,120,2026-02-09 17:47:00+00:00,5033.51,5040.29,0,2026-02-09 17:47:00+00:00,5059.43,timeout,5.369999999999891,True
1,2026-02-09 19:30:00+00:00,2026-02-09 19:32:00+00:00,5074.66,breakout_next_open,5064.57,5104.93,10.090000000000146,30.270000000000437,120,2026-02-09 21:32:00+00:00,5064.57,5068.42,0,2026-02-09 21:14:00+00:00,5064.57,stop_loss,-10.090000000000146,False
1,2026-02-10 13:15:00+00:00,2026-02-10 13:17:00+00:00,5042.38,breakout_next_open,5029.78,5080.180000000001,12.600000000000364,37.80000000000109,120,2026-02-10 16:15:00+00:00,5029.78,5036.66,2,2026-02-10 14:48:00+00:00,5029.78,stop_loss,-12.600000000000364,False
1,2026-02-11 15:00:00+00:00,2026-02-11 15:02:00+00:00,5060.58,breakout_next_open,5040.51,5120.789999999999,20.06999999999971,60.20999999999913,120,2026-02-11 17:02:00+00:00,5040.51,5050.17,0,2026-02-11 15:37:00+00:00,5040.51,stop_loss,-20.06999999999971,False
1,2026-02-11 16:00:00+00:00,2026-02-11 16:02:00+00:00,5062.83,breakout_next_open,5048.23,5106.630000000001,14.600000000000364,43.80000000000109,120,2026-02-11 18:02:00+00:00,5048.23,5055.7,0,2026-02-11 16:17:00+00:00,5048.23,stop_loss,-14.600000000000364,False
-1,2026-02-12 17:45:00+00:00,2026-02-12 17:47:00+00:00,4953.95,breakout_next_open,4965.78,4918.46,11.829999999999927,35.48999999999978,120,2026-02-12 20:15:00+00:00,4958.68,4965.78,1,2026-02-12 18:18:00+00:00,4918.46,target_hit,35.48999999999978,True
-1,2026-02-12 20:30:00+00:00,2026-02-12 20:32:00+00:00,4914.14,breakout_next_open,4941.25,4832.810000000001,27.109999999999673,81.32999999999902,120,2026-02-12 22:32:00+00:00,4936.25,4941.25,0,2026-02-12 23:01:00+00:00,4903.85,timeout,10.289999999999964,True
1,2026-02-13 12:15:00+00:00,2026-02-13 12:17:00+00:00,4967.09,breakout_next_open,4953.44,5008.040000000002,13.650000000000546,40.95000000000164,120,2026-02-13 14:17:00+00:00,4953.44,4959.15,0,2026-02-13 14:17:00+00:00,5001.19,timeout,34.099999999999454,True
1,2026-02-13 15:00:00+00:00,2026-02-13 15:02:00+00:00,5002.72,breakout_next_open,4989.76,5041.6,12.960000000000036,38.88000000000011,120,2026-02-13 17:02:00+00:00,4989.76,4999.71,0,2026-02-13 15:53:00+00:00,4989.76,stop_loss,-12.960000000000036,False
1,2026-02-13 16:15:00+00:00,2026-02-13 16:17:00+00:00,4999.22,breakout_next_open,4975.76,5069.6,23.460000000000036,70.38000000000011,120,2026-02-13 18:30:00+00:00,4975.76,4982.39,1,2026-02-13 18:30:00+00:00,5023.36,timeout,24.139999999999418,True
1,2026-02-13 19:15:00+00:00,2026-02-13 19:17:00+00:00,5039.5,breakout_next_open,5033.46,5057.62,6.039999999999964,18.11999999999989,120,2026-02-13 21:17:00+00:00,5033.46,5038.19,0,2026-02-13 19:41:00+00:00,5033.46,stop_loss,-6.039999999999964,False
-1,2026-02-17 12:45:00+00:00,2026-02-17 12:47:00+00:00,4936.07,breakout_next_open,4943.32,4914.32,7.25,21.75,120,2026-02-17 14:47:00+00:00,4937.47,4943.32,0,2026-02-17 13:16:00+00:00,4914.32,target_hit,21.75,True
-1,2026-02-17 14:00:00+00:00,2026-02-17 14:02:00+00:00,4852.09,breakout_next_open,4921.99,4642.390000000001,69.89999999999964,209.6999999999989,120,2026-02-17 16:45:00+00:00,4911.69,4921.99,1,2026-02-17 16:45:00+00:00,4880.56,timeout,-28.470000000000255,False
-1,2026-02-17 17:00:00+00:00,2026-02-17 17:02:00+00:00,4865.03,breakout_next_open,4880.84,4817.5999999999985,15.8100000000004,47.4300000000012,120,2026-02-17 19:15:00+00:00,4874.58,4880.84,1,2026-02-17 18:20:00+00:00,4880.84,stop_loss,-15.8100000000004,False
-1,2026-02-17 19:30:00+00:00,2026-02-17 19:32:00+00:00,4879.78,breakout_next_open,4896.12,4830.759999999999,16.340000000000146,49.02000000000044,120,2026-02-17 21:32:00+00:00,4889.72,4896.12,0,2026-02-17 21:32:00+00:00,4881.18,timeout,-1.4000000000005457,False
