eh,tpx,slx,rr,pt,nt,pnl,wr,dd
240,0.65,0.4,1.625,0.55,22,149.90067776464548,40.909090909090914,-82.86011250465481
240,0.7,0.4,1.7499999999999998,0.55,12,148.90563235984337,50.0,-44.67000000000007
360,0.45,0.35,1.2857142857142858,0.5,156,148.51378160155173,44.230769230769226,-505.7564880431073
240,0.45,0.25,1.8,0.55,61,148.20055014376203,44.26229508196721,-246.05345990690648
360,0.6,0.15,4.0,0.4,85,144.97877204082533,35.294117647058826,-327.84358231120586
240,0.65,0.15,4.333333333333334,0.45,26,144.61346936265454,53.84615384615385,-32.79813314434068
240,0.75,0.3,2.5,0.45,7,142.66751226033193,42.857142857142854,-35.44292807793772
360,0.75,0.35,2.142857142857143,0.5,26,141.6378455975273,50.0,-208.56849895412324
360,0.65,0.2,3.25,0.55,43,140.47259416836914,34.883720930232556,-153.9539782578786
240,0.55,0.4,1.375,0.5,47,139.77355627103316,44.680851063829785,-97.2028501538407
360,0.7,0.3,2.3333333333333335,0.45,62,138.93646245187392,50.0,-160.75326830680524
480,0.75,0.2,3.75,0.4,43,138.80503018849504,32.55813953488372,-216.22902137722667
480,0.5,0.2,2.5,0.55,116,137.99958576509425,33.62068965517241,-422.1190381914307
240,0.65,0.15,4.333333333333334,0.55,13,137.6103733571963,61.53846153846154,-33.98813314434028
240,0.55,0.3,1.8333333333333335,0.45,58,137.07519529911315,43.103448275862064,-154.34543959911616
240,0.6,0.2,2.9999999999999996,0.55,27,135.73151531508165,44.44444444444444,-110.13487438159245
240,0.7,0.15,4.666666666666667,0.45,15,134.89252217574813,53.333333333333336,-54.543997108154144
360,0.75,0.3,2.5,0.55,20,131.3748031017435,55.00000000000001,-125.68180450772115
360,0.45,0.4,1.125,0.5,160,130.3966208491638,44.375,-299.1011025799321
240,0.7,0.2,3.4999999999999996,0.5,11,129.16437916274026,36.36363636363637,-37.38999999999942
480,0.5,0.25,2.0,0.4,235,128.7385987173966,37.87234042553192,-681.829928892535
240,0.5,0.3,1.6666666666666667,0.55,46,128.50069316348254,45.65217391304348,-239.21434315605575
240,0.6,0.15,4.0,0.4,46,127.12708803614032,39.130434782608695,-101.95289524688906
480,0.55,0.35,1.5714285714285716,0.4,206,125.92254173656147,40.29126213592233,-961.8245134669169
360,0.7,0.35,2.0,0.5,47,121.628638188889,53.191489361702125,-266.13393882876926
240,0.55,0.4,1.375,0.4,75,120.32841048141472,42.66666666666667,-236.7290132730318
480,0.65,0.4,1.625,0.4,138,117.67230816906522,43.47826086956522,-582.5765976926946
240,0.7,0.3,2.3333333333333335,0.4,30,117.52344031751636,53.333333333333336,-130.82411651636448
240,0.45,0.25,1.8,0.45,107,116.82727529251679,42.99065420560748,-426.20069345461025
360,0.65,0.15,4.333333333333334,0.55,43,114.796993963369,27.906976744186046,-231.8953373932559
480,0.55,0.15,3.666666666666667,0.4,155,112.8880702010315,28.387096774193548,-584.4953035161957
480,0.55,0.15,3.666666666666667,0.45,124,112.7273092141495,28.225806451612907,-490.5338181966922
480,0.6,0.4,1.4999999999999998,0.4,159,109.08305073148131,46.540880503144656,-741.1788650326839
240,0.55,0.35,1.5714285714285716,0.5,47,106.55405020791659,42.5531914893617,-110.05356102887436
240,0.45,0.15,3.0,0.4,82,106.42790368847182,37.80487804878049,-119.84496037895951
360,0.7,0.2,3.4999999999999996,0.5,40,106.33851295141267,37.5,-170.28949191597167
480,0.5,0.15,3.3333333333333335,0.4,192,105.56140827312038,26.041666666666668,-586.3017836539962
240,0.7,0.15,4.666666666666667,0.55,10,104.00483289466683,60.0,-27.709686471241184
240,0.75,0.25,3.0,0.45,9,101.09738750073575,44.44444444444444,-31.04077339828109
360,0.7,0.3,2.3333333333333335,0.4,73,100.07587177274945,47.94520547945205,-188.03283147765205
480,0.75,0.3,2.5,0.5,32,98.38440988789944,43.75,-111.20030627156211
480,0.75,0.2,3.75,0.5,23,96.29737728148666,39.130434782608695,-116.95413897339495
480,0.75,0.2,3.75,0.45,36,94.55666690061571,30.555555555555557,-177.41558071038253
240,0.55,0.15,3.666666666666667,0.45,44,90.36155503636019,38.63636363636363,-113.41828289702244
240,0.55,0.35,1.5714285714285716,0.55,40,90.05429820813788,45.0,-137.52000000000044
360,0.5,0.35,1.4285714285714286,0.5,135,89.66012522262554,42.96296296296296,-275.4569355126696
240,0.75,0.3,2.5,0.55,4,89.25751226033117,50.0,-35.44292807793772
480,0.75,0.4,1.875,0.55,29,88.97935244645532,48.275862068965516,-131.69213398610646
240,0.7,0.15,4.666666666666667,0.4,19,87.83512641082143,47.368421052631575,-54.543997108154144
240,0.5,0.15,3.3333333333333335,0.45,61,87.01320970575671,37.704918032786885,-168.87120111976583
360,0.65,0.15,4.333333333333334,0.4,72,86.53951549172461,26.38888888888889,-307.869586136193
240,0.6,0.15,4.0,0.45,38,86.31889314931732,36.84210526315789,-128.52519517041128
360,0.75,0.3,2.5,0.5,26,84.03059475156488,50.0,-149.6379982633821
240,0.45,0.35,1.2857142857142858,0.55,71,82.57315259659572,49.29577464788733,-206.32414858872198
240,0.7,0.35,2.0,0.4,25,81.060758665697,56.00000000000001,-127.41001670585047
240,0.55,0.15,3.666666666666667,0.5,31,80.91894806164737,35.483870967741936,-105.21747268376066
480,0.5,0.3,1.6666666666666667,0.4,228,80.07971869634002,39.03508771929825,-554.0932721680069
240,0.6,0.15,4.0,0.55,25,77.114455996164,36.0,-64.22810815071898
240,0.45,0.4,1.125,0.5,86,73.42138509350252,51.162790697674424,-234.5488560432991
480,0.55,0.15,3.666666666666667,0.55,72,70.22644807609231,30.555555555555557,-251.62152269365197
480,0.45,0.2,2.25,0.4,253,70.13128938561476,33.99209486166008,-355.2593308448495
240,0.75,0.25,3.0,0.55,7,68.97738750073495,42.857142857142854,-31.04077339828109
480,0.55,0.35,1.5714285714285716,0.45,181,67.77405852651464,40.331491712707184,-820.4362742805256
240,0.75,0.25,3.0,0.5,8,67.45738750073542,37.5,-31.04077339828109
240,0.7,0.25,2.8,0.4,29,66.00743645985631,41.37931034482759,-143.98024387639362
240,0.55,0.3,1.8333333333333335,0.4,71,65.41979697191482,43.66197183098591,-264.9729226068921
240,0.7,0.25,2.8,0.45,24,64.55832033827164,41.66666666666667,-143.98024387639362
480,0.65,0.15,4.333333333333334,0.55,33,64.1352731054385,27.27272727272727,-198.37929091109754
360,0.6,0.4,1.4999999999999998,0.5,81,62.08063804924177,51.85185185185185,-480.49892860568525
240,0.5,0.15,3.3333333333333335,0.4,80,61.318755666928155,37.5,-196.79112768076084
360,0.7,0.15,4.666666666666667,0.45,41,61.05381586506837,36.58536585365854,-278.83751009906155
480,0.55,0.15,3.666666666666667,0.5,98,59.87876817047527,27.55102040816326,-382.5885904250272
240,0.45,0.25,1.8,0.4,126,56.476141470171115,43.65079365079365,-469.30340995292045
360,0.65,0.4,1.625,0.55,55,55.19229954590628,45.45454545454545,-324.84124725709444
480,0.75,0.3,2.5,0.45,45,55.13884736189357,37.77777777777778,-177.36429627943198
480,0.75,0.15,5.0,0.4,29,50.46819957664911,27.586206896551722,-86.55257776094459
240,0.75,0.25,3.0,0.4,12,50.412823496340025,41.66666666666667,-51.936843443648286
240,0.55,0.15,3.666666666666667,0.55,28,44.74188543744867,32.142857142857146,-104.84747268376077
360,0.6,0.15,4.0,0.5,54,42.870117382727585,37.03703703703704,-265.3104059619618
360,0.7,0.3,2.3333333333333335,0.55,40,42.00337395659517,50.0,-219.2151342857419
360,0.7,0.15,4.666666666666667,0.5,40,41.91240602852258,35.0,-239.56536161012627
360,0.55,0.35,1.5714285714285716,0.55,84,35.48400890570383,45.23809523809524,-325.5328184116893
360,0.75,0.3,2.5,0.4,39,33.87019982521224,46.15384615384615,-269.86696562729276
480,0.75,0.3,2.5,0.55,25,32.01804308354076,44.0,-109.91702856751999
360,0.7,0.35,2.0,0.55,37,31.263294977542955,51.35135135135135,-163.495622325378
360,0.6,0.15,4.0,0.55,44,29.217144313983226,36.36363636363637,-234.71855251006173
240,0.45,0.35,1.2857142857142858,0.4,132,22.331962209887024,53.03030303030303,-514.2683899478166
240,0.7,0.35,2.0,0.45,19,13.216210720602248,52.63157894736842,-105.78761138747177
240,0.6,0.15,4.0,0.5,33,9.909508126360379,33.33333333333333,-110.73825157130887
480,0.75,0.15,5.0,0.5,14,9.402170128862508,28.57142857142857,-96.78828335721346
240,0.7,0.3,2.3333333333333335,0.45,21,9.330362153333226,47.61904761904761,-98.52938118926158
360,0.65,0.4,1.625,0.45,86,6.2350540094998905,47.674418604651166,-378.5041672436355
240,0.7,0.3,2.3333333333333335,0.55,11,5.500784325926361,54.54545454545454,-69.13858574787173
240,0.7,0.35,2.0,0.55,9,3.272405318377423,66.66666666666666,-37.80000000000018
240,0.75,0.35,2.142857142857143,0.45,8,1.636967974522122,37.5,-86.4483896061538
360,0.6,0.15,4.0,0.45,65,0.5768126247526197,35.38461538461539,-345.59524028845726
360,0.65,0.4,1.625,0.4,103,-1.0932934796933296,47.57281553398058,-470.5342445654178
480,0.45,0.35,1.2857142857142858,0.45,239,-2.58413017722296,43.09623430962343,-489.8629676670789
360,0.7,0.2,3.4999999999999996,0.55,35,-3.5400002737533214,34.285714285714285,-170.28949191597167
360,0.75,0.35,2.142857142857143,0.55,14,-3.859478106138795,50.0,-54.92538231952085
240,0.5,0.25,2.0,0.45,84,-4.039070159610674,40.476190476190474,-510.4389894978649
360,0.7,0.25,2.8,0.55,39,-5.1487936041830835,46.15384615384615,-242.10120194598767
480,0.7,0.15,4.666666666666667,0.55,39,-8.926540368584938,28.205128205128204,-215.898376417912
240,0.7,0.3,2.3333333333333335,0.5,16,-10.06636014262449,50.0,-93.06938118926155
480,0.75,0.15,5.0,0.45,19,-10.616691611358874,26.31578947368421,-137.71613542564728
240,0.55,0.3,1.8333333333333335,0.5,44,-11.145374502385948,45.45454545454545,-252.50875978010663
480,0.45,0.35,1.2857142857142858,0.55,175,-12.06056178224162,42.857142857142854,-490.2554313153346
240,0.75,0.2,3.75,0.4,7,-18.597033300470684,57.14285714285714,-37.75484816444259
480,0.55,0.35,1.5714285714285716,0.55,116,-20.502397392137482,43.96551724137931,-495.0043707298946
360,0.5,0.35,1.4285714285714286,0.55,100,-20.879390483827137,43.0,-312.7963919739659
240,0.7,0.2,3.4999999999999996,0.55,7,-21.71719696092623,42.857142857142854,-37.38999999999942
240,0.5,0.15,3.3333333333333335,0.5,48,-22.661675770862075,31.25,-226.69888131591824
480,0.45,0.2,2.25,0.45,213,-22.674784512185852,34.74178403755869,-329.33307845975014
240,0.7,0.25,2.8,0.55,8,-23.683996201158152,37.5,-37.30000000000018
240,0.75,0.35,2.142857142857143,0.4,10,-25.253032025477296,40.0,-88.03838960615394
240,0.45,0.35,1.2857142857142858,0.5,85,-25.393508384671804,48.23529411764706,-237.7815576045964
240,0.55,0.4,1.375,0.55,34,-25.490714199994727,50.0,-166.30556799009673
240,0.75,0.2,3.75,0.5,2,-26.127651203516507,50.0,-28.707651203516434
240,0.75,0.2,3.75,0.55,2,-26.127651203516507,50.0,-28.707651203516434
480,0.75,0.25,3.0,0.4,50,-26.414041741366418,38.0,-269.3054263573267
480,0.45,0.25,1.8,0.4,260,-26.58536639311751,37.30769230769231,-784.2198889375431
360,0.7,0.15,4.666666666666667,0.55,31,-29.635319932945094,32.25806451612903,-174.88050077763864
240,0.75,0.2,3.75,0.45,5,-30.299836339544527,40.0,-32.879836339544454
240,0.55,0.3,1.8333333333333335,0.55,39,-30.607922969240917,38.46153846153847,-226.3402460835805
360,0.75,0.15,5.0,0.5,11,-33.49344187761426,36.36363636363637,-80.71447114415832
360,0.75,0.25,3.0,0.55,21,-33.56062959180463,38.095238095238095,-211.13254078756063
480,0.5,0.3,1.6666666666666667,0.45,195,-34.50553444762272,38.46153846153847,-499.3119632425937
360,0.75,0.15,5.0,0.55,10,-35.32344187761419,30.0,-80.71447114415832
360,0.7,0.4,1.7499999999999998,0.4,76,-38.218928337534635,47.368421052631575,-295.3256933646853
480,0.75,0.25,3.0,0.55,23,-38.43539122408174,43.47826086956522,-207.23222568592792
480,0.75,0.35,2.142857142857143,0.5,31,-43.591386499443615,45.16129032258064,-221.1774449389377
240,0.45,0.15,3.0,0.55,34,-44.92334383434718,38.23529411764706,-131.98732684121296
360,0.75,0.3,2.5,0.45,31,-47.43836442580505,45.16129032258064,-228.9061323953797
360,0.75,0.2,3.75,0.5,18,-48.37144840215706,38.88888888888889,-180.62001123282153
240,0.75,0.15,5.0,0.5,3,-51.079696062348376,0.0,-29.54895765971105
240,0.75,0.15,5.0,0.55,3,-51.079696062348376,0.0,-29.54895765971105
480,0.5,0.35,1.4285714285714286,0.4,234,-51.5471614361968,44.44444444444444,-616.787250741887
360,0.75,0.15,5.0,0.45,16,-54.78576345353031,37.5,-99.25015386805262
480,0.6,0.4,1.4999999999999998,0.45,126,-55.080463055991004,46.03174603174603,-635.7151794453262
480,0.45,0.2,2.25,0.5,174,-55.77042393339252,33.33333333333333,-389.4219471821939
480,0.7,0.15,4.666666666666667,0.5,48,-57.01338126333485,29.166666666666668,-261.1787532736935
240,0.75,0.15,5.0,0.45,4,-59.80009378304294,0.0,-51.079696062348376
240,0.75,0.15,5.0,0.4,4,-59.80009378304294,0.0,-51.079696062348376
480,0.45,0.35,1.2857142857142858,0.5,208,-60.17522771856693,43.269230769230774,-563.1415343594681
480,0.75,0.35,2.142857142857143,0.55,19,-61.35537768331733,47.368421052631575,-222.30868386541715
360,0.75,0.2,3.75,0.55,12,-62.925218918469,33.33333333333333,-126.7603445368768
360,0.75,0.25,3.0,0.5,27,-66.0450131560965,37.03703703703704,-246.10664835653188
360,0.45,0.35,1.2857142857142858,0.55,128,-67.24660358025267,42.1875,-531.8372462000102
240,0.45,0.15,3.0,0.5,47,-69.54200907688983,36.17021276595745,-158.38054328045473
240,0.55,0.4,1.375,0.45,65,-70.23329246881713,40.0,-211.18687887785245
240,0.45,0.15,3.0,0.45,63,-73.00367865284443,34.92063492063492,-211.55468805394776
480,0.6,0.4,1.4999999999999998,0.5,105,-73.83431963306111,44.761904761904766,-483.6571786470163
240,0.5,0.25,2.0,0.5,72,-73.96168807286995,37.5,-417.7362413380597
480,0.75,0.15,5.0,0.55,7,-78.90813192381756,14.285714285714285,-85.12816848761986
240,0.7,0.35,2.0,0.5,13,-81.50143725549742,53.84615384615385,-95.48761138747159
240,0.75,0.4,1.875,0.5,8,-83.25253984428218,37.5,-103.14253984428251
480,0.5,0.4,1.25,0.5,158,-83.57342910084571,43.037974683544306,-794.43274829863
360,0.45,0.2,2.25,0.55,116,-84.69232376863374,37.06896551724138,-285.7944701177357
480,0.45,0.2,2.25,0.55,142,-88.76259572770869,32.3943661971831,-428.8300382904622
480,0.45,0.35,1.2857142857142858,0.4,278,-90.17336460343904,43.16546762589928,-706.1967961286855
240,0.75,0.4,1.875,0.55,5,-91.53253984428284,40.0,-94.11253984428276
360,0.75,0.2,3.75,0.45,22,-93.24752562451613,36.36363636363637,-196.08710023287404
480,0.75,0.25,3.0,0.5,30,-95.91556250016811,40.0,-242.20181202428466
240,0.45,0.4,1.125,0.55,71,-97.74534117244048,49.29577464788733,-301.0735544026152
240,0.75,0.4,1.875,0.45,9,-98.83253984428211,44.44444444444444,-130.3225398442828
480,0.7,0.4,1.7499999999999998,0.55,60,-98.87353868141372,40.0,-431.5700961225725
360,0.75,0.4,1.875,0.45,35,-102.59425701647115,45.714285714285715,-205.79502443994397
480,0.45,0.25,1.8,0.45,216,-102.97360374425261,37.5,-802.0166557735961
360,0.7,0.4,1.7499999999999998,0.5,54,-103.82152935467639,51.85185185185185,-276.4044637844563
480,0.75,0.25,3.0,0.45,40,-104.44067916494032,32.5,-314.01690582119227
480,0.5,0.4,1.25,0.45,192,-105.88368608382552,41.66666666666667,-691.3582441417266
480,0.45,0.3,1.5,0.5,183,-106.92575219983019,39.89071038251366,-547.8044951912516
360,0.75,0.15,5.0,0.4,28,-115.34400213923345,28.57142857142857,-140.80548387449653
240,0.75,0.35,2.142857142857143,0.55,6,-118.96347236374731,33.33333333333333,-121.54347236374724
240,0.75,0.35,2.142857142857143,0.5,7,-120.48347236374684,28.57142857142857,-121.54347236374724
480,0.75,0.4,1.875,0.5,43,-125.26498031467099,39.53488372093023,-244.04668589790526
360,0.45,0.4,1.125,0.55,130,-131.3206024033184,42.30769230769231,-492.6667640620376
480,0.65,0.15,4.333333333333334,0.5,50,-131.77606473929745,20.0,-342.17870313652475
240,0.7,0.25,2.8,0.5,15,-131.79953093352015,33.33333333333333,-142.95024387639296
480,0.5,0.4,1.25,0.4,221,-132.6008814302263,43.89140271493213,-698.452377222507
480,0.75,0.35,2.142857142857143,0.4,59,-137.7005127681473,38.983050847457626,-330.0968763398946
480,0.5,0.15,3.3333333333333335,0.45,150,-140.93360547218435,24.666666666666668,-562.446328128317
480,0.45,0.15,3.0,0.5,154,-148.99292895355165,22.727272727272727,-387.7811359914326
360,0.7,0.4,1.7499999999999998,0.45,68,-151.00075739194335,47.05882352941176,-350.9616930556326
360,0.75,0.4,1.875,0.55,20,-154.67198835025056,40.0,-174.0819883502504
480,0.75,0.35,2.142857142857143,0.45,47,-156.8835515263686,38.297872340425535,-294.40382045806246
240,0.5,0.15,3.3333333333333335,0.55,36,-160.75214488299298,27.77777777777778,-260.0889796434358
240,0.75,0.4,1.875,0.4,13,-162.28691011633873,38.46153846153847,-186.80691011633917
480,0.45,0.3,1.5,0.4,272,-162.4931642945803,40.80882352941176,-995.2905545508247
480,0.45,0.25,1.8,0.55,138,-170.13280517037037,36.95652173913043,-449.6243175126983
360,0.75,0.2,3.75,0.4,29,-203.19349493777008,31.03448275862069,-258.88385370606284
360,0.75,0.4,1.875,0.5,28,-221.1890521129112,39.285714285714285,-245.09827238956723
360,0.45,0.3,1.5,0.55,110,-229.06951860081654,44.54545454545455,-547.4219918229692
360,0.75,0.4,1.875,0.4,47,-234.62766492442188,42.5531914893617,-244.55467154274857
480,0.5,0.15,3.3333333333333335,0.5,120,-239.27903974475703,23.333333333333332,-586.5678794790924
360,0.7,0.4,1.7499999999999998,0.55,46,-248.84491931161074,47.82608695652174,-273.28103171085877
480,0.45,0.3,1.5,0.45,233,-258.2737241192235,41.63090128755365,-874.3941727311567
480,0.45,0.15,3.0,0.55,119,-295.4990604338004,21.84873949579832,-383.7225404496903
480,0.5,0.15,3.3333333333333335,0.55,87,-328.3525103944239,18.39080459770115,-495.8306190262333
240,0.5,0.25,2.0,0.55,54,-334.68230558420373,27.77777777777778,-516.3505091026695
480,0.45,0.25,1.8,0.5,172,-358.8602434185673,35.46511627906977,-718.0860814519483
480,0.75,0.4,1.875,0.45,55,-395.87952332087207,38.18181818181819,-491.1525547278902
480,0.5,0.4,1.25,0.55,130,-427.815443729804,39.23076923076923,-751.5231137836081
480,0.45,0.4,1.125,0.55,172,-479.497512481777,40.116279069767444,-718.8416179298997
480,0.75,0.4,1.875,0.4,71,-502.36922752468263,39.436619718309856,-629.5244241944802
480,0.45,0.4,1.125,0.5,203,-531.8462505074103,39.90147783251231,-1064.5777324548826
480,0.45,0.4,1.125,0.45,240,-609.6974417117158,40.833333333333336,-1085.0558433749188
480,0.45,0.4,1.125,0.4,270,-668.946673480199,42.22222222222222,-1232.4283150383762
