pattern,fh,sh,ob,cool,os,rec,slk,eh,tpx,slx,rr,pt,nt,pnl,wr,dd
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.35,1.8571428571428574,0.4,125,599.8680066364041,48.8,-290.0006891490616
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.15,4.666666666666667,0.4,76,539.182979293726,39.473684210526315,-143.6771961466211
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.25,1.8,0.4,59,536.3637773809537,54.23728813559322,-125.64575832102764
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.15,4.666666666666667,0.45,57,493.8081144500279,40.35087719298245,-108.10267439931431
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.2,3.4999999999999996,0.5,54,493.40754586145977,46.2962962962963,-141.90323735080983
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.3,2.0,0.4,38,470.62898629238,52.63157894736842,-140.4630278688296
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.25,2.4,0.45,28,463.49762854772416,64.28571428571429,-83.73289467467384
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.2,3.4999999999999996,0.4,72,455.7957194407418,43.05555555555556,-196.57307182156
F15S60,15,60,-10,-40,-70,-50,10,360,0.6,0.15,4.0,0.45,141,452.34559972475563,32.62411347517731,-178.74055356091048
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.2,3.4999999999999996,0.45,62,443.3718607146111,43.54838709677419,-141.90323735080983
F15S60,15,60,-10,-40,-70,-50,10,360,0.6,0.15,4.0,0.4,167,422.29088364029485,32.33532934131736,-195.2656266187123
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.35,1.7142857142857144,0.4,38,421.4257366640495,52.63157894736842,-157.77186584696756
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.25,2.4,0.5,22,412.0453021072317,68.18181818181817,-83.73289467467384
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.15,4.333333333333334,0.5,63,402.1389648136201,33.33333333333333,-107.62180065879056
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.15,4.333333333333334,0.4,105,394.0657939822963,33.33333333333333,-110.68347487880965
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.15,3.666666666666667,0.55,88,379.15001576818577,35.22727272727273,-171.3988850622036
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.25,2.4,0.4,32,377.5408781403803,56.25,-125.60447064477557
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.4,1.4999999999999998,0.45,22,369.9497897122119,68.18181818181817,-90.39000000000033
F15S60,15,60,-10,-40,-70,-50,10,360,0.6,0.15,4.0,0.5,113,368.7148093863143,32.743362831858406,-164.9405535609103
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.4,1.375,0.55,117,368.66063549287355,47.863247863247864,-238.6686185330159
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.4,1.4999999999999998,0.4,22,367.5197897122125,63.63636363636363,-90.39000000000033
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.3,2.0,0.45,29,362.82047748483865,58.620689655172406,-122.52281009385433
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.3,2.0,0.45,22,359.3389996081696,63.63636363636363,-70.2286089443869
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.35,1.7142857142857144,0.45,22,359.02043218777544,68.18181818181817,-81.93337710178457
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.15,4.666666666666667,0.55,38,358.7929533131314,44.73684210526316,-96.07473594332987
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.3,2.0,0.4,22,356.90899960817023,59.09090909090909,-70.2286089443869
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.35,1.7142857142857144,0.4,22,356.59043218777606,63.63636363636363,-81.93337710178457
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.4,1.625,0.55,70,350.2680834553944,50.0,-287.08359535938143
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.3,2.0,0.55,16,346.3411915654351,68.75,-70.2286089443869
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.2,2.9999999999999996,0.5,13,346.34116057589745,61.53846153846154,-38.220000000000255
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.2,2.9999999999999996,0.45,13,346.34116057589745,61.53846153846154,-38.220000000000255
F15S60,15,60,-10,-40,-70,-50,10,360,0.3,0.15,2.0,0.45,385,345.34247165872193,35.58441558441559,-347.42665629875864
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.3,2.0,0.5,26,342.58047748483887,61.53846153846154,-104.64281009385422
F15S60,15,60,-10,-40,-70,-50,10,360,0.35,0.15,2.3333333333333335,0.4,378,339.13531688755893,32.27513227513227,-532.2870510401426
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.3,2.166666666666667,0.4,136,337.6096040847874,44.11764705882353,-237.97043459859287
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.3,1.3333333333333335,0.4,34,330.99375172785494,61.76470588235294,-70.2286089443869
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.2,2.75,0.55,10,328.53295939623877,60.0,-33.96527515770413
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.2,2.9999999999999996,0.4,15,322.8323806288081,53.333333333333336,-33.96527515770413
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.2,2.75,0.45,164,321.75057581699957,39.63414634146341,-261.9511841217063
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.25,2.4,0.55,17,321.4953021072324,70.58823529411765,-84.27289467467381
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.2,2.75,0.5,137,321.3481091160211,40.87591240875913,-225.9756975159139
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.35,1.7142857142857144,0.45,29,320.4487384137665,58.620689655172406,-137.35827844282994
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.15,4.666666666666667,0.5,45,319.43469472363904,42.22222222222222,-98.70466116905027
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.35,1.7142857142857144,0.55,16,319.4273453796404,68.75,-81.93337710178457
F15S60,15,60,-10,-40,-70,-50,10,360,0.6,0.25,2.4,0.4,163,317.7961164026233,42.944785276073624,-506.476623550725
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.4,1.4999999999999998,0.55,16,311.3397897122113,68.75,-90.39000000000033
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.2,2.9999999999999996,0.55,12,308.4311605758976,58.333333333333336,-38.220000000000255
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.25,2.0,0.45,40,306.8226081966409,52.5,-197.2980389316108
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.2,2.75,0.4,15,304.7647232866011,53.333333333333336,-33.96527515770413
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.3,2.0,0.5,18,303.32383740097976,61.111111111111114,-70.2286089443869
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.35,1.7142857142857144,0.5,26,302.5594835604197,61.53846153846154,-119.47827844282983
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.2,2.75,0.45,14,300.6847232866012,57.14285714285714,-38.220000000000255
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.3,2.0,0.55,20,296.16034540096507,60.0,-96.81947360961021
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.25,2.0,0.4,22,295.1339995255339,50.0,-58.52384078698924
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.2,2.75,0.5,13,294.65472328660144,53.84615384615385,-38.220000000000255
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.3,1.6666666666666667,0.4,26,294.0535623557462,50.0,-77.27470832891049
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.4,1.25,0.45,25,288.1884878380788,56.00000000000001,-90.39000000000033
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.25,2.4,0.5,18,287.7252177326982,55.55555555555556,-58.52384078698924
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.3,1.8333333333333335,0.4,29,287.5159863354247,55.172413793103445,-70.2286089443869
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.4,1.625,0.5,83,287.2507126815867,50.602409638554214,-251.94359535938065
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.25,2.0,0.45,20,287.2039995255336,50.0,-58.52384078698924
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.25,1.8,0.45,51,287.07256580197827,49.01960784313725,-155.08104689536594
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.35,1.4285714285714286,0.45,25,284.13828931381795,56.00000000000001,-81.93337710178457
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.2,3.4999999999999996,0.55,40,283.1423786241876,42.5,-143.72837287676975
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.4,1.25,0.4,27,282.4384878380788,51.85185185185185,-90.39000000000033
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.4,1.4999999999999998,0.5,18,280.8997897122117,61.111111111111114,-90.39000000000033
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.2,2.75,0.4,202,278.862863004626,38.11881188118812,-274.1800875357703
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.35,1.4285714285714286,0.4,27,278.38828931381795,51.85185185185185,-81.93337710178457
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.4,1.125,0.5,48,277.633626569012,58.333333333333336,-321.2233728862784
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.3,2.166666666666667,0.55,13,274.51723455841875,53.84615384615385,-66.63585922599395
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.15,3.666666666666667,0.45,139,273.1896365017692,32.37410071942446,-232.94252695408977
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.4,1.625,0.45,101,272.94461563551977,48.51485148514851,-297.4643516161427
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.25,2.4,0.45,21,271.51451957202244,57.14285714285714,-65.7764535094093
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.35,1.8571428571428574,0.55,13,271.0129246874194,53.84615384615385,-70.1401690969933
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.35,1.5714285714285716,0.4,29,270.26653443988016,58.620689655172406,-81.93337710178457
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.2,2.25,0.4,20,270.0086134758376,50.0,-46.819072629591574
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.35,1.7142857142857144,0.5,18,269.97043218777526,61.111111111111114,-81.93337710178457
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.2,2.75,0.55,109,269.10880760648115,38.53211009174312,-209.85358307485194
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.4,1.7499999999999998,0.5,56,268.5868369717027,48.214285714285715,-198.49906715924863
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.4,1.625,0.55,13,267.50861481642096,53.84615384615385,-73.64447896799174
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.4,1.375,0.4,29,266.38500748916795,58.620689655172406,-90.39000000000033
F60S90,60,90,-20,-40,-70,-50,5,360,0.3,0.2,1.4999999999999998,0.55,52,265.6404397000524,53.84615384615385,-106.8248076439595
F15S60,15,60,-10,-40,-70,-50,10,360,0.6,0.15,4.0,0.55,87,265.13964200735745,31.03448275862069,-154.68283581020478
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.35,1.7142857142857144,0.55,20,263.64474959591007,60.0,-112.95605254454495
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.15,3.0,0.5,14,262.0231513937997,50.0,-21.02585922599428
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.2,3.25,0.55,9,260.19375795983615,55.55555555555556,-17.532221418549852
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.3,2.3333333333333335,0.4,86,259.8952621848234,46.51162790697674,-357.15871783036164
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.25,1.6,0.45,21,256.95438833904336,57.14285714285714,-58.52384078698924
F15S60,15,60,-10,-40,-70,-50,10,360,0.3,0.15,2.0,0.5,305,255.93091843720413,35.73770491803279,-295.1817108979849
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.2,2.5,0.55,10,255.6554411006964,60.0,-32.018236109637655
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.15,4.333333333333334,0.45,86,252.3373365246075,31.3953488372093,-175.0116623226295
F15S60,15,60,-10,-40,-70,-50,10,360,0.3,0.2,1.4999999999999998,0.5,346,251.63960334086414,41.61849710982659,-476.90792313371776
F15S60,15,60,-10,-40,-70,-50,10,360,0.6,0.2,2.9999999999999996,0.4,160,247.57825966838345,37.5,-228.4918508561991
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.25,2.0,0.5,34,247.54973876631493,52.94117647058824,-165.1064939898306
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.3,1.8333333333333335,0.45,23,246.18931846324904,52.17391304347826,-70.2286089443869
F60S90,60,90,-20,-40,-70,-50,5,360,0.3,0.15,2.0,0.45,56,246.17958286627345,50.0,-181.76151631661378
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.35,1.8571428571428574,0.55,70,245.10509235019617,48.57142857142857,-286.2510707048641
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.25,2.4,0.4,23,241.78412445438607,56.52173913043478,-65.7764535094093
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.25,1.8,0.4,23,241.7277569262842,60.86956521739131,-58.52384078698924
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.3,2.166666666666667,0.5,15,240.3307984951498,53.333333333333336,-66.63585922599395
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.35,1.8571428571428574,0.5,15,239.91403720495782,53.333333333333336,-70.1401690969933
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.3,1.6666666666666667,0.45,46,238.28586572841823,52.17391304347826,-253.77224791288245
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.4,1.25,0.55,19,235.72881044331643,52.63157894736842,-90.39000000000033
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.4,1.375,0.45,23,233.70945032626696,56.52173913043478,-90.39000000000033
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.35,1.5714285714285716,0.45,23,233.26542192234228,56.52173913043478,-81.93337710178457
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.4,1.625,0.5,15,232.0841719793225,53.333333333333336,-73.64447896799174
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.3,1.3333333333333335,0.45,29,231.93146569466626,58.620689655172406,-70.2286089443869
F60S90,60,90,-20,-40,-70,-50,5,360,0.55,0.15,3.666666666666667,0.4,19,231.92440277157584,42.10526315789473,-57.39708655416143
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.25,1.6,0.4,27,229.6113229795128,55.55555555555556,-105.04705908405595
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.35,1.4285714285714286,0.55,19,229.12500827351687,52.63157894736842,-81.93337710178457
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.25,1.8,0.45,19,228.87124793490875,57.89473684210527,-58.52384078698924
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.25,1.8,0.5,19,228.45124793490868,57.89473684210527,-58.52384078698924
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.25,2.0,0.4,47,226.88407706378075,48.93617021276596,-210.3917515358471
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.2,3.25,0.45,9,225.1717719136641,55.55555555555556,-17.532221418549852
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.2,3.25,0.4,9,225.1717719136641,55.55555555555556,-17.532221418549852
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.2,3.25,0.5,9,225.1717719136641,55.55555555555556,-17.532221418549852
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.25,1.8,0.5,45,223.94134089456202,48.888888888888886,-169.910235790795
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.15,4.333333333333334,0.55,45,221.3382957261224,31.11111111111111,-120.58551346171498
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.4,1.7499999999999998,0.45,70,221.19183261357693,45.714285714285715,-219.04436180747325
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.25,1.4,0.4,30,221.11343964824027,53.333333333333336,-138.6759279134294
F60S90,60,90,-20,-40,-70,-50,5,360,0.3,0.15,2.0,0.4,61,218.95202396928107,47.540983606557376,-176.8280671775874
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.25,1.4,0.5,23,218.61934946623478,56.52173913043478,-93.7955327957934
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.4,1.25,0.5,20,215.299981279004,50.0,-90.39000000000033
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.3,1.3333333333333335,0.5,26,215.20146569466579,53.84615384615385,-70.2286089443869
F60S90,60,90,-20,-40,-70,-50,5,360,0.3,0.15,2.0,0.5,48,213.55994105061836,50.0,-151.77694720700583
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.35,1.8571428571428574,0.45,105,213.30430858721365,48.57142857142857,-453.62540816400224
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.15,3.0,0.45,20,213.10881882338617,45.0,-54.83797884854721
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.15,3.0,0.4,21,212.59881882338595,42.857142857142854,-54.83797884854721
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.2,2.25,0.5,13,211.53280954739603,53.84615384615385,-46.819072629591574
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.35,1.4285714285714286,0.5,20,211.24978275474314,50.0,-81.93337710178457
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.15,2.666666666666667,0.4,19,211.16696911562394,42.10526315789473,-42.14034080671445
F15S60,15,60,-10,-40,-70,-50,10,360,0.5,0.15,3.3333333333333335,0.4,215,210.36967394324347,31.627906976744185,-369.88063294683707
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.4,1.125,0.45,56,210.24264328287427,55.35714285714286,-311.2233728862784
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.2,2.9999999999999996,0.4,32,209.64400296738904,40.625,-174.3714736897873
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.4,1.4999999999999998,0.4,40,209.52744425739183,52.5,-305.80337288627834
F30S120,30,120,-20,-40,-70,-50,5,240,0.3,0.2,1.4999999999999998,0.55,16,207.49859921123607,62.5,-22.5272394839958
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.2,2.5,0.5,12,207.22102651853947,50.0,-38.220000000000255
F15S60,15,60,-10,-40,-70,-50,10,360,0.3,0.15,2.0,0.55,245,206.7885988610583,36.3265306122449,-374.20505651454914
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.3,1.6666666666666667,0.55,34,206.61197298153047,47.05882352941176,-282.8622479128817
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.4,1.25,0.45,48,205.4467605365412,54.166666666666664,-275.94039038373194
F15S60,15,60,-10,-40,-70,-50,10,360,0.3,0.15,2.0,0.4,451,203.57794469912506,33.70288248337029,-397.42781720347693
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.3,2.166666666666667,0.45,16,203.37215589990137,50.0,-80.95197472307245
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.3,2.166666666666667,0.4,16,203.37215589990137,50.0,-80.95197472307245
F60S90,60,90,-20,-40,-70,-50,5,360,0.65,0.25,2.6,0.55,11,203.02309517697495,54.54545454545454,-38.81131870457284
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.4,1.25,0.5,40,202.89411187123096,57.49999999999999,-290.34039038373066
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.25,1.6,0.5,16,202.01829683814867,50.0,-58.52384078698924
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.3,1.6666666666666667,0.4,51,202.00892594509742,49.01960784313725,-257.70224791288274
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.3,1.6666666666666667,0.5,38,201.05197298153098,50.0,-282.8622479128817
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.25,2.0,0.55,15,200.48887512691545,46.666666666666664,-58.52384078698924
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.25,1.8,0.55,15,199.38124793490806,53.333333333333336,-58.52384078698924
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.2,2.5,0.45,12,198.62195388894816,50.0,-46.819072629591574
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.35,1.8571428571428574,0.4,16,198.20562084383437,50.0,-91.43730384358514
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.35,1.8571428571428574,0.45,16,196.7956208438345,50.0,-91.43730384358514
F30S120,30,120,-20,-40,-70,-50,5,240,0.3,0.2,1.4999999999999998,0.5,19,194.8231965876057,57.89473684210527,-35.98264210762591
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.3,1.5,0.45,24,194.73760975580262,50.0,-70.2286089443869
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.4,1.7499999999999998,0.55,41,194.4386856488877,48.78048780487805,-169.55202930525502
F15S60,15,60,-10,-40,-70,-50,10,360,0.3,0.2,1.4999999999999998,0.55,290,194.36489300066796,41.724137931034484,-329.83674585255585
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.15,2.3333333333333335,0.45,17,194.35212473741922,47.05882352941176,-46.35131278463541
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.15,2.3333333333333335,0.5,17,194.35212473741922,47.05882352941176,-46.35131278463541
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.25,2.2,0.5,17,194.33798521348945,41.17647058823529,-58.52384078698924
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.3,1.5,0.4,26,193.58427762797783,46.15384615384615,-70.2286089443869
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.15,2.3333333333333335,0.4,19,193.35280343979412,47.368421052631575,-64.83063408226008
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.3,1.6666666666666667,0.45,21,192.95628726737868,52.38095238095239,-70.2286089443869
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.4,1.25,0.55,34,192.92969749912572,55.88235294117647,-288.4803903837301
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.25,2.2,0.4,22,192.67693465143384,45.45454545454545,-69.25666396642009
F30S120,30,120,-20,-40,-70,-50,5,240,0.45,0.2,2.25,0.55,12,191.5828095473962,50.0,-46.819072629591574
F15S60,15,60,-10,-40,-70,-50,10,360,0.65,0.4,1.625,0.4,120,189.54451340674677,46.666666666666664,-273.7708191301376
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.15,4.333333333333334,0.4,9,189.39893438682702,55.55555555555556,-24.739321297624883
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.15,4.0,0.45,12,189.20668885575196,50.0,-24.739321297624883
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.15,4.0,0.5,12,189.20668885575196,50.0,-24.739321297624883
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.25,2.8,0.45,65,187.88934486330163,46.15384615384615,-221.78912479801966
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.3,1.3333333333333335,0.55,24,187.49537419377066,54.166666666666664,-70.2286089443869
F15S60,15,60,-10,-40,-70,-50,10,360,0.7,0.35,2.0,0.4,84,186.13622805435762,46.42857142857143,-400.2865525474499
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.25,2.2,0.55,14,185.93431457585666,42.857142857142854,-43.28779513704649
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.15,3.666666666666667,0.45,17,184.741024750424,47.05882352941176,-59.85362576981788
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.35,1.5714285714285716,0.4,196,184.4598913446298,43.36734693877551,-644.1535938293891
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.4,1.625,0.4,16,184.21598185232415,50.0,-101.92263296409692
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.25,1.4,0.45,26,184.10895434859958,50.0,-138.6759279134294
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.4,1.625,0.45,16,182.8059818523243,50.0,-101.92263296409692
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.25,1.8,0.55,40,182.52642222423128,50.0,-173.15104689536565
F60S90,60,90,-20,-40,-70,-50,5,360,0.6,0.2,2.9999999999999996,0.45,27,181.8576791784908,44.44444444444444,-168.45147368978724
F60S90,60,90,-20,-40,-70,-50,5,360,0.65,0.25,2.6,0.5,14,181.42521463798812,50.0,-75.77446979676188
F30S120,30,120,-20,-40,-70,-50,5,240,0.5,0.2,2.5,0.4,15,181.18896421326008,46.666666666666664,-46.819072629591574
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.15,4.333333333333334,0.5,7,180.38973513554902,57.14285714285714,-24.739321297624883
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.15,2.3333333333333335,0.55,14,180.1753680344973,50.0,-31.908989424274296
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.2,2.0,0.5,15,179.60134443050174,46.666666666666664,-51.274667256785506
F60S90,60,90,-20,-40,-70,-50,5,360,0.5,0.4,1.25,0.4,55,179.36238006734357,54.54545454545454,-263.4652629589609
F15S60,15,60,-10,-40,-70,-50,10,360,0.4,0.2,2.0,0.4,352,178.6762537173663,37.5,-537.3820804079396
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.35,1.142857142857143,0.4,36,176.63497463626572,61.111111111111114,-111.64435383901855
F30S120,30,120,-20,-40,-70,-50,5,240,0.6,0.15,4.0,0.4,13,176.23002279183947,46.15384615384615,-24.739321297624883
F15S60,15,60,-10,-40,-70,-50,10,360,0.55,0.15,3.666666666666667,0.5,113,175.56973043401467,31.858407079646017,-238.7317400123702
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.2,2.0,0.4,22,175.1942493230572,50.0,-41.214667256785106
F30S120,30,120,-20,-40,-70,-50,5,240,0.4,0.25,1.6,0.55,15,175.10749159088937,46.666666666666664,-58.52384078698924
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.25,2.6,0.55,8,174.31975425264136,50.0,-22.720698160675056
F60S90,60,90,-20,-40,-70,-50,5,360,0.45,0.3,1.5,0.55,35,170.68781551563598,54.285714285714285,-235.17785746938716
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.25,2.6,0.5,11,170.28537991579742,45.45454545454545,-42.456593947130386
F30S120,30,120,-20,-40,-70,-50,5,240,0.35,0.2,1.7499999999999998,0.5,17,169.80294891228277,52.94117647058824,-75.26290336642342
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.3,1.8333333333333335,0.55,16,169.7704545420138,50.0,-72.80178381204314
F30S120,30,120,-20,-40,-70,-50,5,240,0.55,0.4,1.375,0.55,16,169.6101339367815,56.25,-90.39000000000033
F60S90,60,90,-20,-40,-70,-50,5,360,0.35,0.3,1.1666666666666667,0.55,54,168.54664313764624,55.55555555555556,-252.92036087713677
F30S120,30,120,-20,-40,-70,-50,5,240,0.65,0.15,4.333333333333334,0.45,8,168.18870082271314,50.0,-30.91035561046101
