h,dx,rx,tp_x,sl_x,rr,bars,pos,hr,tp$,sl$,score
480,0.5,0.15,0.3,0.2,1.4999999999999998,10086,3079,30.527463811223477,29.135292937052633,19.423528624701756,3079
480,0.5,0.1,0.2,0.15,1.3333333333333335,11153,3067,27.499327535192325,19.550949781701945,14.663212336276457,3067
120,0.3,0.2,0.3,0.15,2.0,21600,3056,14.148148148148149,28.100863305990746,14.050431652995373,3056
120,0.3,0.15,0.35,0.15,2.3333333333333335,27603,3037,11.002427272397927,32.633285659517995,13.985693854079141,3037
240,0.5,0.15,0.2,0.15,1.3333333333333335,10086,2975,29.496331548681344,19.423528624701756,14.567646468526316,2975
480,0.5,0.1,0.4,0.2,2.0,11153,2957,26.5130458172689,39.10189956340389,19.550949781701945,2957
360,0.5,0.1,0.25,0.15,1.6666666666666667,11153,2949,26.441316237783557,24.43868722712743,14.663212336276457,2949
240,0.3,0.2,0.4,0.1,4.0,21600,2943,13.625000000000002,37.467817741321,9.36695443533025,2943
360,0.5,0.15,0.2,0.15,1.3333333333333335,10086,2925,29.00059488399762,19.423528624701756,14.567646468526316,2925
360,0.5,0.15,0.3,0.2,1.4999999999999998,10086,2906,28.812214951417808,29.135292937052633,19.423528624701756,2906
360,0.5,0.1,0.35,0.2,1.7499999999999998,11153,2907,26.064735945485516,34.214162117978404,19.550949781701945,2906
480,0.5,0.15,0.35,0.2,1.7499999999999998,10086,2886,28.61392028554432,33.99117509322807,19.423528624701756,2886
120,0.3,0.1,0.4,0.15,2.666666666666667,33002,2880,8.726743833707049,37.377982515498545,14.01674344331195,2880
120,0.5,0.15,0.2,0.2,1.0,10086,2879,28.544517152488595,19.423528624701756,19.423528624701756,2878
240,0.5,0.15,0.25,0.2,1.25,10086,2874,28.494943486020226,24.279410780877196,19.423528624701756,2874
120,0.5,0.1,0.2,0.15,1.3333333333333335,11153,2863,25.67022325831615,19.550949781701945,14.663212336276457,2863
480,0.5,0.1,0.25,0.15,1.6666666666666667,11153,2859,25.634358468573478,24.43868722712743,14.663212336276457,2859
360,0.5,0.2,0.2,0.2,1.0,8502,2823,33.20395201129146,19.504282002027413,19.504282002027413,2823
240,0.5,0.1,0.25,0.15,1.6666666666666667,11153,2819,25.275710571146774,24.43868722712743,14.663212336276457,2819
240,0.5,0.1,0.2,0.12,1.6666666666666667,11153,2817,25.25777817627544,19.550949781701945,11.730569869021165,2817
480,0.5,0.2,0.2,0.2,1.0,8502,2800,32.933427428840275,19.504282002027413,19.504282002027413,2800
120,0.3,0.2,0.3,0.12,2.5,21600,2776,12.851851851851853,28.100863305990746,11.2403453223963,2776
120,0.3,0.15,0.35,0.12,2.9166666666666665,27603,2775,10.05325508096946,32.633285659517995,11.188555083263315,2775
480,0.5,0.15,0.2,0.15,1.3333333333333335,10086,2747,27.235772357723576,19.423528624701756,14.567646468526316,2747
480,0.5,0.1,0.3,0.15,2.0,11153,2746,24.621178158343046,29.326424672552914,14.663212336276457,2746
360,0.5,0.1,0.3,0.15,2.0,11153,2704,24.24459786604501,29.326424672552914,14.663212336276457,2704
240,0.5,0.2,0.2,0.2,1.0,8502,2699,31.745471653728536,19.504282002027413,19.504282002027413,2699
120,0.3,0.15,0.4,0.2,2.0,27603,2694,9.759808716443864,37.29518361087772,18.64759180543886,2694
240,0.5,0.1,0.3,0.2,1.4999999999999998,11153,2694,24.154935891688332,29.326424672552914,19.550949781701945,2693
480,0.5,0.15,0.4,0.2,2.0,10086,2645,26.22446956176879,38.84705724940351,19.423528624701756,2645
120,0.3,0.1,0.4,0.12,3.3333333333333335,33002,2629,7.966183867644386,37.377982515498545,11.213394754649562,2629
360,0.5,0.15,0.25,0.15,1.6666666666666667,10086,2625,26.0261748958953,24.279410780877196,14.567646468526316,2625
120,0.3,0.2,0.35,0.2,1.7499999999999998,21600,2608,12.074074074074074,32.78434052365587,18.7339088706605,2608
480,0.5,0.1,0.35,0.15,2.3333333333333335,11153,2607,23.37487671478526,34.214162117978404,14.663212336276457,2607
360,0.5,0.1,0.4,0.2,2.0,11153,2600,23.31211333273559,39.10189956340389,19.550949781701945,2600
360,0.5,0.1,0.2,0.12,1.6666666666666667,11153,2597,23.285214740428582,19.550949781701945,11.730569869021165,2596
360,0.5,0.15,0.35,0.2,1.7499999999999998,10086,2577,25.55026769779893,33.99117509322807,19.423528624701756,2577
120,0.3,0.2,0.3,0.1,2.9999999999999996,21600,2577,11.930555555555555,28.100863305990746,9.36695443533025,2577
120,0.3,0.15,0.35,0.1,3.4999999999999996,27603,2572,9.317827772343586,32.633285659517995,9.32379590271943,2572
480,0.5,0.2,0.25,0.2,1.25,8502,2552,30.01646671371442,24.38035250253426,19.504282002027413,2552
480,0.5,0.15,0.25,0.15,1.6666666666666667,10086,2542,25.203252032520325,24.279410780877196,14.567646468526316,2542
360,0.5,0.2,0.25,0.2,1.25,8502,2508,29.49894142554693,24.38035250253426,19.504282002027413,2508
120,0.5,0.15,0.2,0.15,1.3333333333333335,10086,2505,24.836406900654374,19.423528624701756,14.567646468526316,2505
240,0.5,0.15,0.25,0.15,1.6666666666666667,10086,2497,24.757089034304975,24.279410780877196,14.567646468526316,2496
120,0.5,0.1,0.2,0.12,1.6666666666666667,11153,2487,22.298933022505153,19.550949781701945,11.730569869021165,2486
240,0.5,0.15,0.2,0.12,1.6666666666666667,10086,2474,24.529050168550466,19.423528624701756,11.654117174821055,2474
120,0.3,0.1,0.4,0.1,4.0,33002,2451,7.426822616811101,37.377982515498545,9.344495628874636,2450
240,0.5,0.1,0.2,0.1,2.0,11153,2443,21.904420335335782,19.550949781701945,9.775474890850973,2442
120,0.3,0.15,0.4,0.15,2.666666666666667,27603,2435,8.821504908886716,37.29518361087772,13.985693854079141,2435
480,0.5,0.15,0.3,0.15,2.0,10086,2431,24.102716636922466,29.135292937052633,14.567646468526316,2431
480,0.5,0.2,0.3,0.2,1.4999999999999998,8502,2426,28.534462479416607,29.256423003041114,19.504282002027413,2426
360,0.5,0.1,0.35,0.15,2.3333333333333335,11153,2425,21.743028781493766,34.214162117978404,14.663212336276457,2424
360,0.5,0.1,0.25,0.12,2.0833333333333335,11153,2416,21.662333004572762,24.43868722712743,11.730569869021165,2416
480,0.5,0.1,0.4,0.15,2.666666666666667,11153,2408,21.59060342508742,39.10189956340389,14.663212336276457,2408
240,0.5,0.1,0.25,0.12,2.0833333333333335,11153,2401,21.527840043037745,24.43868722712743,11.730569869021165,2400
360,0.5,0.15,0.3,0.15,2.0,10086,2394,23.73587150505651,29.135292937052633,14.567646468526316,2393
480,0.5,0.1,0.2,0.12,1.6666666666666667,11153,2366,21.214023132789382,19.550949781701945,11.730569869021165,2365
240,0.5,0.1,0.3,0.15,2.0,11153,2356,21.12436115843271,29.326424672552914,14.663212336276457,2356
120,0.3,0.2,0.35,0.15,2.3333333333333335,21600,2352,10.888888888888888,32.78434052365587,14.050431652995373,2351
240,0.5,0.15,0.3,0.2,1.4999999999999998,10086,2333,23.131072774142375,29.135292937052633,19.423528624701756,2333
240,0.5,0.2,0.2,0.15,1.3333333333333335,8502,2328,27.3817925194072,19.504282002027413,14.628211501520557,2328
360,0.5,0.15,0.2,0.12,1.6666666666666667,10086,2311,22.912948641681538,19.423528624701756,11.654117174821055,2311
480,0.5,0.15,0.35,0.15,2.3333333333333335,10086,2306,22.863374975213166,33.99117509322807,14.567646468526316,2306
360,0.5,0.2,0.2,0.15,1.3333333333333335,8502,2303,27.087744060221127,19.504282002027413,14.628211501520557,2303
360,0.5,0.15,0.4,0.2,2.0,10086,2298,22.784057108863774,38.84705724940351,19.423528624701756,2298
480,0.5,0.2,0.35,0.2,1.7499999999999998,8502,2296,27.005410491649023,34.13249350354797,19.504282002027413,2296
360,0.5,0.2,0.3,0.2,1.4999999999999998,8502,2275,26.758409785932724,29.256423003041114,19.504282002027413,2275
120,0.5,0.1,0.25,0.2,1.25,11153,2273,20.380166771272304,24.43868722712743,19.550949781701945,2273
120,0.5,0.2,0.2,0.2,1.0,8502,2265,26.64079040225829,19.504282002027413,19.504282002027413,2264
480,0.5,0.1,0.25,0.12,2.0833333333333335,11153,2251,20.182910427687617,24.43868722712743,11.730569869021165,2251
240,0.5,0.2,0.25,0.2,1.25,8502,2245,26.405551634909436,24.38035250253426,19.504282002027413,2245
120,0.5,0.1,0.2,0.1,2.0,11153,2241,20.093248453330943,19.550949781701945,9.775474890850973,2241
360,0.5,0.1,0.3,0.12,2.5,11153,2229,19.985654084102933,29.326424672552914,11.730569869021165,2229
120,0.3,0.15,0.4,0.12,3.3333333333333335,27603,2221,8.04622685939934,37.29518361087772,11.188555083263315,2220
360,0.5,0.1,0.2,0.1,2.0,11153,2194,19.671837173854566,19.550949781701945,9.775474890850973,2193
360,0.5,0.1,0.4,0.15,2.666666666666667,11153,2172,19.474580830269883,39.10189956340389,14.663212336276457,2172
480,0.5,0.1,0.3,0.12,2.5,11153,2163,19.393885053348875,29.326424672552914,11.730569869021165,2163
120,0.5,0.15,0.2,0.12,1.6666666666666667,10086,2156,21.376164981162006,19.423528624701756,11.654117174821055,2156
120,0.3,0.2,0.35,0.12,2.9166666666666665,21600,2143,9.921296296296296,32.78434052365587,11.2403453223963,2143
360,0.5,0.15,0.35,0.15,2.3333333333333335,10086,2142,21.237358715050565,33.99117509322807,14.567646468526316,2142
480,0.5,0.2,0.2,0.15,1.3333333333333335,8502,2139,25.15878616796048,19.504282002027413,14.628211501520557,2139
480,0.5,0.15,0.4,0.15,2.666666666666667,10086,2139,21.207614515169542,38.84705724940351,14.567646468526316,2139
360,0.5,0.15,0.25,0.12,2.0833333333333335,10086,2138,21.19769978187587,24.279410780877196,11.654117174821055,2138
240,0.5,0.1,0.35,0.2,1.7499999999999998,11153,2138,19.16973011745719,34.214162117978404,19.550949781701945,2138
240,0.5,0.15,0.2,0.1,2.0,10086,2135,21.167955581994843,19.423528624701756,9.711764312350878,2134
240,0.5,0.15,0.25,0.12,2.0833333333333335,10086,2112,20.939916716240333,24.279410780877196,11.654117174821055,2112
480,0.5,0.2,0.4,0.2,2.0,8502,2110,24.817689955304633,39.008564004054826,19.504282002027413,2110
480,0.5,0.15,0.2,0.12,1.6666666666666667,10086,2108,20.900257783065634,19.423528624701756,11.654117174821055,2107
120,0.3,0.2,0.4,0.2,2.0,21600,2097,9.708333333333332,37.467817741321,18.7339088706605,2096
240,0.5,0.1,0.25,0.1,2.5,11153,2090,18.739352640545146,24.43868722712743,9.775474890850973,2090
240,0.5,0.1,0.3,0.12,2.5,11153,2073,18.586927284138795,29.326424672552914,11.730569869021165,2072
120,0.3,0.15,0.4,0.1,4.0,27603,2065,7.481070898090787,37.29518361087772,9.32379590271943,2065
360,0.5,0.2,0.35,0.2,1.7499999999999998,8502,2064,24.27664079040226,34.13249350354797,19.504282002027413,2064
360,0.5,0.1,0.25,0.1,2.5,11153,2061,18.47933291491079,24.43868722712743,9.775474890850973,2061
240,0.5,0.15,0.3,0.15,2.0,10086,2053,20.354947451913542,29.135292937052633,14.567646468526316,2053
480,0.5,0.1,0.35,0.12,2.9166666666666665,11153,2046,18.344839953375775,34.214162117978404,11.730569869021165,2046
360,0.5,0.2,0.25,0.15,1.6666666666666667,8502,2045,24.053163961420843,24.38035250253426,14.628211501520557,2045
120,0.5,0.1,0.25,0.15,1.6666666666666667,11153,2010,18.022056845691743,24.43868722712743,14.663212336276457,2010
120,0.3,0.2,0.35,0.1,3.4999999999999996,21600,1995,9.23611111111111,32.78434052365587,9.36695443533025,1995
480,0.5,0.15,0.25,0.12,2.0833333333333335,10086,1994,19.769978187586755,24.279410780877196,11.654117174821055,1994
360,0.5,0.1,0.35,0.12,2.9166666666666665,11153,1984,17.78893571236439,34.214162117978404,11.730569869021165,1984
120,0.5,0.15,0.25,0.2,1.25,10086,1970,19.53202458853857,24.279410780877196,19.423528624701756,1970
480,0.5,0.2,0.25,0.15,1.6666666666666667,8502,1964,23.100446953657965,24.38035250253426,14.628211501520557,1964
240,0.5,0.2,0.25,0.15,1.6666666666666667,8502,1960,23.053399200188192,24.38035250253426,14.628211501520557,1960
360,0.5,0.15,0.3,0.12,2.5,10086,1957,19.4031330557208,29.135292937052633,11.654117174821055,1957
480,0.5,0.1,0.4,0.12,3.3333333333333335,11153,1956,17.537882184165696,39.10189956340389,11.730569869021165,1956
480,0.5,0.1,0.2,0.1,2.0,11153,1950,17.48408499955169,19.550949781701945,9.775474890850973,1950
120,0.5,0.2,0.2,0.15,1.3333333333333335,8502,1949,22.92401787814632,19.504282002027413,14.628211501520557,1949
360,0.5,0.15,0.2,0.1,2.0,10086,1943,19.26432678960936,19.423528624701756,9.711764312350878,1943
120,0.5,0.15,0.2,0.1,2.0,10086,1937,19.20483838984731,19.423528624701756,9.711764312350878,1936
360,0.5,0.1,0.3,0.1,2.9999999999999996,11153,1929,17.295794853402672,29.326424672552914,9.775474890850973,1929
240,0.5,0.2,0.2,0.12,1.6666666666666667,8502,1911,22.477064220183486,19.504282002027413,11.702569201216445,1911
360,0.5,0.15,0.4,0.15,2.666666666666667,10086,1908,18.917311124330755,38.84705724940351,14.567646468526316,1908
480,0.5,0.15,0.3,0.12,2.5,10086,1907,18.907396391037082,29.135292937052633,11.654117174821055,1907
480,0.5,0.1,0.25,0.1,2.5,11153,1886,16.910248363668966,24.43868722712743,9.775474890850973,1885
480,0.5,0.2,0.3,0.15,2.0,8502,1883,22.147729945895083,29.256423003041114,14.628211501520557,1883
120,0.3,0.2,0.4,0.15,2.666666666666667,21600,1872,8.666666666666668,37.467817741321,14.050431652995373,1872
240,0.5,0.1,0.35,0.15,2.3333333333333335,11153,1870,16.766789204698288,34.214162117978404,14.663212336276457,1870
360,0.5,0.2,0.3,0.15,2.0,8502,1865,21.93601505528111,29.256423003041114,14.628211501520557,1865
240,0.5,0.1,0.3,0.1,2.9999999999999996,11153,1846,16.551600466242267,29.326424672552914,9.775474890850973,1846
240,0.5,0.15,0.25,0.1,2.5,10086,1836,18.2034503271862,24.279410780877196,9.711764312350878,1836
360,0.5,0.2,0.4,0.2,2.0,8502,1829,21.512585274053166,39.008564004054826,19.504282002027413,1829
240,0.5,0.1,0.4,0.2,2.0,11153,1828,16.39020891240025,39.10189956340389,19.550949781701945,1828
480,0.5,0.1,0.3,0.1,2.9999999999999996,11153,1821,16.32744553035058,29.326424672552914,9.775474890850973,1821
360,0.5,0.15,0.25,0.1,2.5,10086,1818,18.02498512790006,24.279410780877196,9.711764312350878,1818
480,0.5,0.2,0.35,0.15,2.3333333333333335,8502,1817,21.37144201364385,34.13249350354797,14.628211501520557,1817
240,0.5,0.15,0.35,0.2,1.7499999999999998,10086,1812,17.965496728138014,33.99117509322807,19.423528624701756,1812
360,0.5,0.1,0.4,0.12,3.3333333333333335,11153,1810,16.22881735855824,39.10189956340389,11.730569869021165,1810
480,0.5,0.15,0.35,0.12,2.9166666666666665,10086,1803,17.87626412849494,33.99117509322807,11.654117174821055,1802
240,0.5,0.15,0.3,0.12,2.5,10086,1801,17.856434661907596,29.135292937052633,11.654117174821055,1801
360,0.5,0.2,0.2,0.12,1.6666666666666667,8502,1801,21.18325099976476,19.504282002027413,11.702569201216445,1800
240,0.5,0.2,0.3,0.2,1.4999999999999998,8502,1773,20.85391672547636,29.256423003041114,19.504282002027413,1773
120,0.5,0.15,0.25,0.15,1.6666666666666667,10086,1744,17.291294864168155,24.279410780877196,14.567646468526316,1744
120,0.5,0.1,0.25,0.12,2.0833333333333335,11153,1742,15.619115932932843,24.43868722712743,11.730569869021165,1742
360,0.5,0.15,0.35,0.12,2.9166666666666665,10086,1738,17.23180646440611,33.99117509322807,11.654117174821055,1738
480,0.5,0.15,0.2,0.1,2.0,10086,1732,17.17231806464406,19.423528624701756,9.711764312350878,1732
480,0.5,0.1,0.35,0.1,3.4999999999999996,11153,1730,15.511521563704832,34.214162117978404,9.775474890850973,1730
360,0.5,0.2,0.35,0.15,2.3333333333333335,8502,1723,20.26581980710421,34.13249350354797,14.628211501520557,1723
480,0.5,0.15,0.4,0.12,3.3333333333333335,10086,1713,16.983938132064246,38.84705724940351,11.654117174821055,1712
360,0.5,0.1,0.35,0.1,3.4999999999999996,11153,1703,15.269434232941808,34.214162117978404,9.775474890850973,1703
120,0.3,0.2,0.4,0.12,3.3333333333333335,21600,1701,7.875,37.467817741321,11.2403453223963,1701
480,0.5,0.2,0.4,0.15,2.666666666666667,8502,1699,19.983533286285578,39.008564004054826,14.628211501520557,1698
360,0.5,0.15,0.3,0.1,2.9999999999999996,10086,1688,16.736069799722387,29.135292937052633,9.711764312350878,1688
480,0.5,0.1,0.4,0.1,4.0,11153,1673,15.000448309871784,39.10189956340389,9.775474890850973,1673
480,0.5,0.15,0.25,0.1,2.5,10086,1669,16.547689867142573,24.279410780877196,9.711764312350878,1669
120,0.5,0.2,0.2,0.12,1.6666666666666667,8502,1663,19.560103505057633,19.504282002027413,11.702569201216445,1663
240,0.5,0.2,0.2,0.1,2.0,8502,1656,19.477769936485533,19.504282002027413,9.752141001013706,1656
360,0.5,0.2,0.25,0.12,2.0833333333333335,8502,1642,19.31310279934133,24.38035250253426,11.702569201216445,1642
240,0.5,0.2,0.25,0.12,2.0833333333333335,8502,1629,19.160197600564572,24.38035250253426,11.702569201216445,1629
240,0.5,0.1,0.35,0.12,2.9166666666666665,11153,1627,14.588003227831075,34.214162117978404,11.730569869021165,1626
480,0.5,0.2,0.2,0.12,1.6666666666666667,8502,1622,19.077864031992473,19.504282002027413,11.702569201216445,1622
240,0.5,0.15,0.3,0.1,2.9999999999999996,10086,1605,15.913146936347411,29.135292937052633,9.711764312350878,1605
480,0.5,0.15,0.3,0.1,2.9999999999999996,10086,1605,15.913146936347411,29.135292937052633,9.711764312350878,1605
240,0.5,0.15,0.35,0.15,2.3333333333333335,10086,1602,15.88340273646639,33.99117509322807,14.567646468526316,1602
240,0.5,0.1,0.4,0.15,2.666666666666667,11153,1587,14.229355330404376,39.10189956340389,14.663212336276457,1587
120,0.3,0.2,0.4,0.1,4.0,21600,1586,7.342592592592593,37.467817741321,9.36695443533025,1586
120,0.5,0.1,0.25,0.1,2.5,11153,1581,14.17555814579037,24.43868722712743,9.775474890850973,1581
360,0.5,0.15,0.4,0.12,3.3333333333333335,10086,1578,15.645449137418204,38.84705724940351,11.654117174821055,1578
240,0.5,0.2,0.3,0.15,2.0,8502,1572,18.489767113620324,29.256423003041114,14.628211501520557,1572
360,0.5,0.1,0.4,0.1,4.0,11153,1557,13.96036940733435,39.10189956340389,9.775474890850973,1557
120,0.5,0.1,0.3,0.2,1.4999999999999998,11153,1535,13.763113063749662,29.326424672552914,19.550949781701945,1534
240,0.5,0.15,0.4,0.2,2.0,10086,1528,15.149712472734484,38.84705724940351,19.423528624701756,1528
360,0.5,0.2,0.4,0.15,2.666666666666667,8502,1527,17.96047988708539,39.008564004054826,14.628211501520557,1527
360,0.5,0.2,0.2,0.1,2.0,8502,1525,17.936956010350507,19.504282002027413,9.752141001013706,1525
480,0.5,0.15,0.35,0.1,3.4999999999999996,10086,1520,15.070394606385088,33.99117509322807,9.711764312350878,1520
480,0.5,0.2,0.25,0.12,2.0833333333333335,8502,1514,17.807574688308634,24.38035250253426,11.702569201216445,1514
120,0.5,0.2,0.25,0.2,1.25,8502,1511,17.772288873206303,24.38035250253426,19.504282002027413,1511
360,0.5,0.2,0.3,0.12,2.5,8502,1509,17.74876499647142,29.256423003041114,11.702569201216445,1509
120,0.5,0.15,0.25,0.12,2.0833333333333335,10086,1494,14.812611540749554,24.279410780877196,11.654117174821055,1494
360,0.5,0.15,0.35,0.1,3.4999999999999996,10086,1487,14.743208407693833,33.99117509322807,9.711764312350878,1487
120,0.5,0.2,0.2,0.1,2.0,8502,1482,17.431192660550458,19.504282002027413,9.752141001013706,1482
480,0.5,0.15,0.4,0.1,4.0,10086,1463,14.505254808645649,38.84705724940351,9.711764312350878,1463
480,0.5,0.2,0.3,0.12,2.5,8502,1452,17.07833450952717,29.256423003041114,11.702569201216445,1452
240,0.5,0.1,0.35,0.1,3.4999999999999996,11153,1449,12.992020084282254,34.214162117978404,9.775474890850973,1448
480,0.5,0.2,0.35,0.12,2.9166666666666665,8502,1406,16.537285344624795,34.13249350354797,11.702569201216445,1406
240,0.5,0.2,0.25,0.1,2.5,8502,1405,16.52552340625735,24.38035250253426,9.752141001013706,1404
360,0.5,0.2,0.25,0.1,2.5,8502,1404,16.51376146788991,24.38035250253426,9.752141001013706,1404
240,0.5,0.2,0.35,0.2,1.7499999999999998,8502,1390,16.349094330745707,34.13249350354797,19.504282002027413,1390
120,0.5,0.1,0.3,0.15,2.0,11153,1390,12.463014435577872,29.326424672552914,14.663212336276457,1390
240,0.5,0.15,0.35,0.12,2.9166666666666665,10086,1390,13.781479278207417,33.99117509322807,11.654117174821055,1390
240,0.5,0.1,0.4,0.12,3.3333333333333335,11153,1386,12.427149645835202,39.10189956340389,11.730569869021165,1386
360,0.5,0.2,0.35,0.12,2.9166666666666665,8502,1383,16.266760762173607,34.13249350354797,11.702569201216445,1383
240,0.5,0.2,0.3,0.12,2.5,8502,1366,16.066807809927074,29.256423003041114,11.702569201216445,1365
360,0.5,0.15,0.4,0.1,4.0,10086,1353,13.414634146341465,38.84705724940351,9.711764312350878,1353
480,0.5,0.2,0.2,0.1,2.0,8502,1352,15.902140672782874,19.504282002027413,9.752141001013706,1352
120,0.5,0.15,0.25,0.1,2.5,10086,1348,13.365060479873092,24.279410780877196,9.711764312350878,1348
480,0.5,0.2,0.4,0.12,3.3333333333333335,8502,1343,15.796283227475888,39.008564004054826,11.702569201216445,1343
240,0.5,0.15,0.4,0.15,2.666666666666667,10086,1334,13.22625421376165,38.84705724940351,14.567646468526316,1334
120,0.5,0.2,0.25,0.15,1.6666666666666667,8502,1309,15.396377322982827,24.38035250253426,14.628211501520557,1309
120,0.5,0.15,0.3,0.2,1.4999999999999998,10086,1300,12.88915328177672,29.135292937052633,19.423528624701756,1300
360,0.5,0.2,0.3,0.1,2.9999999999999996,8502,1297,15.25523406257351,29.256423003041114,9.752141001013706,1296
480,0.5,0.2,0.25,0.1,2.5,8502,1289,15.161138555633968,24.38035250253426,9.752141001013706,1289
240,0.5,0.1,0.4,0.1,4.0,11153,1254,11.243611584327088,39.10189956340389,9.775474890850973,1254
240,0.5,0.2,0.35,0.15,2.3333333333333335,8502,1250,14.702422959303693,34.13249350354797,14.628211501520557,1250
360,0.5,0.2,0.4,0.12,3.3333333333333335,8502,1241,14.596565513996707,39.008564004054826,11.702569201216445,1241
480,0.5,0.2,0.3,0.1,2.9999999999999996,8502,1238,14.561279698894378,29.256423003041114,9.752141001013706,1238
240,0.5,0.15,0.35,0.1,3.4999999999999996,10086,1236,12.254610350981558,33.99117509322807,9.711764312350878,1236
240,0.5,0.2,0.3,0.1,2.9999999999999996,8502,1213,14.267231239708304,29.256423003041114,9.752141001013706,1213
120,0.5,0.1,0.3,0.12,2.5,11153,1211,10.858065094593384,29.326424672552914,11.730569869021165,1211
480,0.5,0.2,0.35,0.1,3.4999999999999996,8502,1205,14.17313573276876,34.13249350354797,9.752141001013706,1205
360,0.5,0.2,0.35,0.1,3.4999999999999996,8502,1184,13.926135027052458,34.13249350354797,9.752141001013706,1184
240,0.5,0.15,0.4,0.12,3.3333333333333335,10086,1164,11.540749553837001,38.84705724940351,11.654117174821055,1164
120,0.5,0.15,0.3,0.15,2.0,10086,1162,11.520920087249653,29.135292937052633,14.567646468526316,1162
480,0.5,0.2,0.4,0.1,4.0,8502,1156,13.596800752764054,39.008564004054826,9.752141001013706,1155
240,0.5,0.2,0.4,0.2,2.0,8502,1137,13.37332392378264,39.008564004054826,19.504282002027413,1137
120,0.5,0.1,0.3,0.1,2.9999999999999996,11153,1108,9.934546758719627,29.326424672552914,9.775474890850973,1108
120,0.5,0.2,0.25,0.12,2.0833333333333335,8502,1097,12.902846389084921,24.38035250253426,11.702569201216445,1097
120,0.5,0.1,0.35,0.2,1.7499999999999998,11153,1093,9.800053797184614,34.214162117978404,19.550949781701945,1093
240,0.5,0.2,0.35,0.12,2.9166666666666665,8502,1081,12.714655375205833,34.13249350354797,11.702569201216445,1081
360,0.5,0.2,0.4,0.1,4.0,8502,1067,12.549988238061632,39.008564004054826,9.752141001013706,1066
240,0.5,0.15,0.4,0.1,4.0,10086,1054,10.450128891532817,38.84705724940351,9.711764312350878,1053
240,0.5,0.2,0.4,0.15,2.666666666666667,8502,1008,11.856033874382499,39.008564004054826,14.628211501520557,1008
120,0.5,0.15,0.3,0.12,2.5,10086,1000,9.9147332936744,29.135292937052633,11.654117174821055,1000
120,0.5,0.1,0.35,0.15,2.3333333333333335,11153,986,8.840670671568187,34.214162117978404,14.663212336276457,985
120,0.5,0.2,0.25,0.1,2.5,8502,972,11.432604093154552,24.38035250253426,9.752141001013706,972
240,0.5,0.2,0.35,0.1,3.4999999999999996,8502,967,11.373794401317337,34.13249350354797,9.752141001013706,967
120,0.5,0.2,0.3,0.2,1.4999999999999998,8502,965,11.35027052458245,29.256423003041114,19.504282002027413,965
120,0.5,0.15,0.35,0.2,1.7499999999999998,10086,932,9.240531429704541,33.99117509322807,19.423528624701756,932
120,0.5,0.15,0.3,0.1,2.9999999999999996,10086,908,9.002577830656355,29.135292937052633,9.711764312350878,908
120,0.5,0.1,0.4,0.2,2.0,11153,908,8.14130727158612,39.10189956340389,19.550949781701945,908
240,0.5,0.2,0.4,0.12,3.3333333333333335,8502,879,10.338743824982357,39.008564004054826,11.702569201216445,879
120,0.5,0.1,0.35,0.12,2.9166666666666665,11153,847,7.5943692280104,34.214162117978404,11.730569869021165,847
120,0.5,0.2,0.3,0.15,2.0,8502,845,9.938837920489297,29.256423003041114,14.628211501520557,845
120,0.5,0.15,0.35,0.15,2.3333333333333335,10086,830,8.229228633749752,33.99117509322807,14.567646468526316,830
120,0.5,0.1,0.4,0.15,2.666666666666667,11153,818,7.334349502376042,39.10189956340389,14.663212336276457,817
240,0.5,0.2,0.4,0.1,4.0,8502,802,9.43307457068925,39.008564004054826,9.752141001013706,802
120,0.5,0.15,0.4,0.2,2.0,10086,785,7.783065635534404,38.84705724940351,19.423528624701756,785
120,0.5,0.1,0.35,0.1,3.4999999999999996,11153,762,6.83224244597866,34.214162117978404,9.775474890850973,762
120,0.5,0.2,0.3,0.12,2.5,8502,720,8.468595624558928,29.256423003041114,11.702569201216445,720
120,0.5,0.2,0.35,0.2,1.7499999999999998,8502,710,8.350976240884497,34.13249350354797,19.504282002027413,710
120,0.5,0.1,0.4,0.12,3.3333333333333335,11153,705,6.321169192145611,39.10189956340389,11.730569869021165,705
120,0.5,0.15,0.35,0.12,2.9166666666666665,10086,704,6.979972238746777,33.99117509322807,11.654117174821055,704
120,0.5,0.15,0.4,0.15,2.666666666666667,10086,699,6.930398572278405,38.84705724940351,14.567646468526316,699
120,0.5,0.2,0.3,0.1,2.9999999999999996,8502,642,7.5511644318983775,29.256423003041114,9.752141001013706,642
120,0.5,0.1,0.4,0.1,4.0,11153,633,5.675602976777549,39.10189956340389,9.775474890850973,633
120,0.5,0.15,0.35,0.1,3.4999999999999996,10086,627,6.216537775133849,33.99117509322807,9.711764312350878,627
120,0.5,0.2,0.35,0.15,2.3333333333333335,8502,618,7.268877911079747,34.13249350354797,14.628211501520557,618
120,0.5,0.2,0.4,0.2,2.0,8502,602,7.080686897200658,39.008564004054826,19.504282002027413,601
120,0.5,0.15,0.4,0.12,3.3333333333333335,10086,598,5.929010509617291,38.84705724940351,11.654117174821055,598
120,0.5,0.15,0.4,0.1,4.0,10086,532,5.274638112234781,38.84705724940351,9.711764312350878,532
120,0.5,0.2,0.4,0.15,2.666666666666667,8502,521,6.12796988943778,39.008564004054826,14.628211501520557,521
