signal_ts,side,p_long,p_short,p_pick,pnl,exit_reason,scaled_half,bars_held,win
2025-11-20 08:05:00+00:00,1,0.7617204785346985,0.23922379314899445,0.7617204785346985,-5.5900000000001455,timeout,False,10,False
2025-11-20 12:11:00+00:00,1,0.7201213836669922,0.3685368597507477,0.7201213836669922,5.0,trail_stop,True,9,True
2025-11-20 13:38:00+00:00,-1,0.5281285643577576,0.9038083553314209,0.9038083553314209,5.0,trail_stop,True,3,True
2025-11-21 12:30:00+00:00,-1,0.41400519013404846,0.6297756433486938,0.6297756433486938,-2.6900000000000546,timeout,False,10,False
2025-11-21 13:57:00+00:00,1,0.6774948835372925,0.26370787620544434,0.6774948835372925,-4.940000000000055,timeout,False,10,False
2025-11-21 18:48:00+00:00,1,0.6201383471488953,0.17233280837535858,0.6201383471488953,-3.650000000000091,timeout,False,10,False
2025-11-24 09:52:00+00:00,-1,0.41306060552597046,0.7530145049095154,0.7530145049095154,-5.420000000000073,timeout,False,10,False
2025-11-25 08:32:00+00:00,1,0.6870980858802795,0.3936379551887512,0.6870980858802795,-4.289999999999964,timeout,False,10,False
2025-11-25 08:35:00+00:00,1,0.7901954054832458,0.28512632846832275,0.7901954054832458,-1.3700000000008004,timeout,False,10,False
2025-11-25 11:05:00+00:00,-1,0.09441671520471573,0.6478358507156372,0.6478358507156372,-4.6799999999993815,timeout,False,10,False
2025-11-25 12:44:00+00:00,-1,0.2937129735946655,0.7444083094596863,0.7444083094596863,-9.979999999999563,timeout,False,10,False
2025-11-25 17:11:00+00:00,-1,0.33113643527030945,0.6051163077354431,0.6051163077354431,-2.4200000000000728,timeout,False,10,False
2025-11-25 18:38:00+00:00,1,0.8253128528594971,0.13634395599365234,0.8253128528594971,5.0,trail_stop,True,4,True
2025-11-26 13:30:00+00:00,-1,0.29680734872817993,0.8595686554908752,0.8595686554908752,5.0,trail_stop,True,6,True
2025-11-26 13:36:00+00:00,1,0.6014888882637024,0.5222737789154053,0.6014888882637024,-3.089999999999236,timeout,False,10,False
2025-11-26 14:09:00+00:00,1,0.8702183961868286,0.4120611846446991,0.8702183961868286,0.15999999999985448,timeout,False,10,True
2025-11-28 10:12:00+00:00,1,0.6727386116981506,0.3898485004901886,0.6727386116981506,-7.470000000000255,timeout,False,10,False
2025-11-28 10:33:00+00:00,1,0.837211012840271,0.3381211757659912,0.837211012840271,1.1499999999996362,timeout,False,10,True
2025-11-28 13:33:00+00:00,1,0.7894862294197083,0.23338036239147186,0.7894862294197083,-4.5600000000004,timeout,False,10,False
2025-12-01 14:35:00+00:00,-1,0.498101145029068,0.6652073860168457,0.6652073860168457,5.0,trail_stop,True,2,True
2025-12-02 09:36:00+00:00,-1,0.5574376583099365,0.6680217385292053,0.6680217385292053,-3.4899999999997817,timeout,False,10,False
2025-12-02 17:00:00+00:00,1,0.5925995707511902,0.5155627727508545,0.5925995707511902,-4.160000000000764,timeout,False,10,False
2025-12-02 19:57:00+00:00,1,0.6051365733146667,0.20910532772541046,0.6051365733146667,-3.0499999999992724,timeout,False,10,False
2025-12-03 13:52:00+00:00,1,0.6005533933639526,0.3720894157886505,0.6005533933639526,5.0,trail_stop,True,3,True
2025-12-03 13:55:00+00:00,-1,0.6999194025993347,0.8369441032409668,0.8369441032409668,5.0,trail_stop,True,10,True
2025-12-03 14:31:00+00:00,-1,0.5094943046569824,0.8688517212867737,0.8688517212867737,4.239999999999782,timeout,False,10,True
2025-12-05 13:00:00+00:00,-1,0.3346174955368042,0.6407204270362854,0.6407204270362854,5.0,trail_stop,True,2,True
2025-12-05 13:30:00+00:00,-1,0.32653093338012695,0.7314475774765015,0.7314475774765015,-0.19000000000050932,timeout,False,10,False
2025-12-09 14:12:00+00:00,-1,0.3238864541053772,0.6847390532493591,0.6847390532493591,1.1500000000005457,timeout,False,10,True
2025-12-09 16:00:00+00:00,-1,0.3161780536174774,0.5864693522453308,0.5864693522453308,-8.910000000000764,timeout,False,10,False
2025-12-10 19:01:00+00:00,-1,0.4437251389026642,0.5855191349983215,0.5855191349983215,5.0,trail_stop,True,2,True
2025-12-10 19:04:00+00:00,-1,0.3647942841053009,0.7175317406654358,0.7175317406654358,-8.779999999999745,timeout,False,10,False
