entry,exit,pnl,reason,type,side,entry_price,exit_price,_leg,_prob
2024-09-04 15:30:00+00:00,2024-09-04 17:15:00+00:00,30.0,tp,ret_short,-1,6956.6,6926.6,ret_short,0.904920220375061
2024-09-05 14:05:00+00:00,2024-09-05 15:35:00+00:00,25.900000000000546,timeout,short_impulse,-1,,,si,0.5859746799368295
2024-09-05 16:15:00+00:00,2024-09-05 16:45:00+00:00,30.0,tp,ret_short,-1,6914.3,6884.3,ret_short,0.8465335965156555
2024-09-06 08:45:00+00:00,2024-09-06 09:45:00+00:00,30.0,tp,long_retrace,1,6879.2,6909.2,long_ret,0.6857880353927612
2024-09-06 14:00:00+00:00,2024-09-06 14:15:00+00:00,-15.0,sl,ret,1,6925.7,6910.7,ret,0.6539373993873596
2024-09-09 13:45:00+00:00,2024-09-09 14:00:00+00:00,30.0,tp,long_retrace,1,6720.7,6750.7,long_ret,0.5653398036956787
2024-09-09 14:00:00+00:00,2024-09-09 14:15:00+00:00,-15.0,sl,long_retrace,1,6758.6,6743.6,long_ret,0.7172970175743103
2024-09-09 14:15:00+00:00,2024-09-09 14:30:00+00:00,30.0,tp,long_retrace,1,6769.6,6799.6,long_ret,0.5937746167182922
2024-09-09 14:45:00+00:00,2024-09-09 15:00:00+00:00,-15.0,sl,long_retrace,1,6798.2,6783.2,long_ret,0.5857855081558228
2024-09-09 15:00:00+00:00,2024-09-09 15:15:00+00:00,-15.0,sl,ret,1,6776.2,6761.2,ret,0.8450335264205933
2024-09-10 09:30:00+00:00,2024-09-10 13:30:00+00:00,29.100000000000364,structure_change,wr90,1,6745.9,6775.0,wr90,
2024-09-10 13:33:00+00:00,2024-09-10 14:07:00+00:00,120.0,tp,short_impulse,-1,,,si,0.5503032642318371
2024-09-11 08:30:00+00:00,2024-09-11 08:45:00+00:00,30.0,tp,ret,1,6637.1,6667.1,ret,0.8269039392471313
2024-09-11 13:00:00+00:00,2024-09-11 13:15:00+00:00,30.0,tp,ret,1,6637.1,6667.1,ret,0.7338736653327942
2024-09-11 15:00:00+00:00,2024-09-11 15:15:00+00:00,-15.0,sl,long_retrace,1,6605.0,6590.0,long_ret,0.5981436967849731
2024-09-12 14:15:00+00:00,2024-09-12 14:30:00+00:00,-15.0,sl,ret,1,6785.1,6770.1,ret,0.7427904605865479
2024-09-13 13:30:00+00:00,2024-09-13 13:45:00+00:00,30.0,tp,long_retrace,1,6896.8,6926.8,long_ret,0.6686504483222961
2024-09-16 13:15:00+00:00,2024-09-16 13:45:00+00:00,30.0,tp,ret,1,6915.9,6945.9,ret,0.8954688310623169
2024-09-18 15:15:00+00:00,2024-09-18 15:30:00+00:00,-15.0,sl,ret,1,6998.5,6983.5,ret,0.8873894810676575
2024-09-18 16:15:00+00:00,2024-09-18 16:45:00+00:00,30.0,tp,ret,1,6938.0,6968.0,ret,0.8453537225723267
2024-09-19 13:30:00+00:00,2024-09-19 13:45:00+00:00,-15.0,sl,long_retrace,1,7070.0,7055.0,long_ret,0.5332049131393433
2024-09-19 14:15:00+00:00,2024-09-19 14:30:00+00:00,-15.0,sl,long_retrace,1,7078.0,7063.0,long_ret,0.7217346429824829
2024-09-19 14:30:00+00:00,2024-09-19 14:45:00+00:00,-15.0,sl,ret,1,7059.0,7044.0,ret,0.6526882648468018
2024-09-19 15:00:00+00:00,2024-09-19 15:15:00+00:00,30.0,tp,long_retrace,1,7078.9,7108.9,long_ret,0.6658799648284912
2024-09-20 13:35:00+00:00,2024-09-20 15:05:00+00:00,-66.39999999999964,timeout,short_impulse,-1,,,si,0.5266826690179539
2024-09-23 07:30:00+00:00,2024-09-23 08:15:00+00:00,-15.0,sl,long_retrace,1,7106.5,7091.5,long_ret,0.798112690448761
2024-09-23 14:42:00+00:00,2024-09-23 15:56:00+00:00,120.0,tp,short_impulse,-1,,,si,0.5227393153442699
2024-09-23 16:45:00+00:00,2024-09-23 18:30:00+00:00,38.100000000000364,ny_close,wr90,1,6991.9,7030.0,wr90,
2024-09-24 15:00:00+00:00,2024-09-24 15:30:00+00:00,-15.0,sl,ret,1,7122.9,7107.9,ret,0.618179202079773
2024-09-24 15:45:00+00:00,2024-09-24 18:30:00+00:00,12.900000000000546,ny_close,wr90,1,7139.2,7152.1,wr90,
2024-09-25 12:30:00+00:00,2024-09-25 12:45:00+00:00,-15.0,sl,ret_short,-1,7011.4,7026.4,ret_short,0.777086615562439
2024-09-25 13:00:00+00:00,2024-09-25 13:15:00+00:00,-15.0,sl,ret_short,-1,7033.4,7048.4,ret_short,0.8429782390594482
2024-09-25 13:30:00+00:00,2024-09-25 13:45:00+00:00,-15.0,sl,ret_short,-1,7062.4,7077.4,ret_short,0.9074164032936096
2024-09-25 14:30:00+00:00,2024-09-25 14:45:00+00:00,30.0,tp,ret_short,-1,7065.8,7035.8,ret_short,0.8089701533317566
2024-09-25 16:45:00+00:00,2024-09-25 17:15:00+00:00,30.0,tp,ret_short,-1,6973.6,6943.6,ret_short,0.8530093431472778
2024-09-26 07:45:00+00:00,2024-09-26 08:00:00+00:00,-15.0,sl,ret_short,-1,6808.8,6823.8,ret_short,0.8729274868965149
2024-09-26 08:45:00+00:00,2024-09-26 09:00:00+00:00,-15.0,sl,ret_short,-1,6817.1,6832.1,ret_short,0.8555252552032471
2024-09-26 09:30:00+00:00,2024-09-26 10:30:00+00:00,30.0,tp,ret_short,-1,6856.8,6826.8,ret_short,0.9085504412651062
2024-09-26 11:15:00+00:00,2024-09-26 11:45:00+00:00,30.0,tp,ret_short,-1,6779.2,6749.2,ret_short,0.771146297454834
2024-09-26 12:30:00+00:00,2024-09-26 13:00:00+00:00,30.0,tp,ret_short,-1,6799.3,6769.3,ret_short,0.8903103470802307
2024-09-26 13:15:00+00:00,2024-09-26 13:30:00+00:00,30.0,tp,ret_short,-1,6745.0,6715.0,ret_short,0.8508238196372986
2024-09-26 13:45:00+00:00,2024-09-26 14:00:00+00:00,-15.0,sl,ret_short,-1,6729.4,6744.4,ret_short,0.8522033095359802
2024-09-26 14:00:00+00:00,2024-09-26 14:15:00+00:00,-15.0,sl,ret_short,-1,6743.4,6758.4,ret_short,0.834381103515625
2024-09-26 14:15:00+00:00,2024-09-26 14:30:00+00:00,-15.0,sl,ret_short,-1,6785.7,6800.7,ret_short,0.923366367816925
2024-09-26 14:45:00+00:00,2024-09-26 15:00:00+00:00,-15.0,sl,ret_short,-1,6798.3,6813.3,ret_short,0.916012704372406
2024-09-26 15:15:00+00:00,2024-09-26 15:30:00+00:00,30.0,tp,ret_short,-1,6830.1,6800.1,ret_short,0.9279410243034363
2024-09-26 15:45:00+00:00,2024-09-26 16:15:00+00:00,30.0,tp,ret_short,-1,6816.9,6786.9,ret_short,0.9242728352546692
2024-09-27 08:00:00+00:00,2024-09-27 08:30:00+00:00,30.0,tp,ret_short,-1,6793.8,6763.8,ret_short,0.9216040968894958
2024-09-27 14:00:00+00:00,2024-09-27 14:15:00+00:00,-15.0,sl,ret_short,-1,6751.6,6766.6,ret_short,0.8741347789764404
2024-09-27 14:15:00+00:00,2024-09-27 14:30:00+00:00,-15.0,sl,ret_short,-1,6771.0,6786.0,ret_short,0.9169390797615051
2024-09-27 16:00:00+00:00,2024-09-27 16:15:00+00:00,30.0,tp,ret_short,-1,6831.6,6801.6,ret_short,0.9441429376602173
2024-09-27 16:26:00+00:00,2024-09-27 17:56:00+00:00,42.599999999999454,timeout,short_impulse,-1,,,si,0.6251826750009757
2024-09-30 10:30:00+00:00,2024-09-30 10:45:00+00:00,314.5,swing_break,wr90,1,6810.8,7125.3,wr90,
2024-09-30 14:30:00+00:00,2024-09-30 14:45:00+00:00,-15.0,sl,ret_short,-1,6843.6,6858.6,ret_short,0.9257660508155823
2024-09-30 14:45:00+00:00,2024-09-30 15:00:00+00:00,-15.0,sl,ret_short,-1,6862.3,6877.3,ret_short,0.8885815739631653
2024-10-01 09:30:00+00:00,2024-10-01 09:45:00+00:00,-15.0,sl,ret_short,-1,6681.9,6696.9,ret_short,0.8786758780479431
2024-10-01 10:00:00+00:00,2024-10-01 10:15:00+00:00,-15.0,sl,ret_short,-1,6733.3,6748.3,ret_short,0.8431127071380615
2024-10-01 10:30:00+00:00,2024-10-01 11:00:00+00:00,-15.0,sl,ret_short,-1,6761.2,6776.2,ret_short,0.881866991519928
2024-10-01 12:15:00+00:00,2024-10-01 12:30:00+00:00,-15.0,sl,ret,1,6733.0,6718.0,ret,0.603764533996582
2024-10-01 13:00:00+00:00,2024-10-01 13:15:00+00:00,-15.0,sl,ret_short,-1,6717.9,6732.9,ret_short,0.6995928287506104
2024-10-01 13:15:00+00:00,2024-10-01 13:30:00+00:00,-15.0,sl,ret_short,-1,6747.4,6762.4,ret_short,0.9272578954696655
2024-10-01 13:59:00+00:00,2024-10-01 15:09:00+00:00,-80.0,sl,short_impulse,-1,,,si,0.5036144985809247
2024-10-01 15:28:00+00:00,2024-10-01 16:58:00+00:00,-4.199999999999818,timeout,short_impulse,-1,,,si,0.6067234472299384
2024-10-01 16:59:00+00:00,2024-10-01 17:56:00+00:00,120.0,tp,short_impulse,-1,,,si,0.6017938489826887
2024-10-02 07:30:00+00:00,2024-10-02 07:45:00+00:00,30.0,tp,ret_short,-1,7159.6,7129.6,ret_short,0.5508446097373962
2024-10-02 07:45:00+00:00,2024-10-02 08:00:00+00:00,-15.0,sl,ret,1,7136.2,7121.2,ret,0.800499677658081
2024-10-02 08:00:00+00:00,2024-10-02 08:15:00+00:00,30.0,tp,ret,1,7111.1,7141.1,ret,0.7600911259651184
2024-10-02 09:30:00+00:00,2024-10-02 10:00:00+00:00,30.0,tp,ret,1,7144.9,7174.9,ret,0.5642719864845276
2024-10-02 10:00:00+00:00,2024-10-02 10:45:00+00:00,-15.0,sl,ret_short,-1,7184.5,7199.5,ret_short,0.7193573713302612
2024-10-02 13:15:00+00:00,2024-10-02 13:30:00+00:00,-15.0,sl,ret_short,-1,7194.2,7209.2,ret_short,0.6696412563323975
2024-10-02 14:31:00+00:00,2024-10-02 15:18:00+00:00,120.0,tp,short_impulse,-1,,,si,0.5410426557543415
2024-10-02 16:00:00+00:00,2024-10-02 17:00:00+00:00,-15.0,sl,long_retrace,1,6997.0,6982.0,long_ret,0.7802233695983887
2024-10-03 09:00:00+00:00,2024-10-03 09:30:00+00:00,-15.0,sl,ret_short,-1,7081.6,7096.6,ret_short,0.8273183107376099
2024-10-03 09:45:00+00:00,2024-10-03 10:00:00+00:00,30.0,tp,ret,1,7113.3,7143.3,ret,0.6128265857696533
2024-10-03 10:00:00+00:00,2024-10-03 11:00:00+00:00,30.0,tp,long_retrace,1,7135.7,7165.7,long_ret,0.6295892596244812
2024-10-03 12:30:00+00:00,2024-10-03 13:00:00+00:00,30.0,tp,long_retrace,1,7143.0,7173.0,long_ret,0.687418520450592
2024-10-03 14:22:00+00:00,2024-10-03 15:52:00+00:00,-4.600000000000364,timeout,short_impulse,-1,,,si,0.5446774956403143
2024-10-03 16:00:00+00:00,2024-10-03 16:30:00+00:00,-15.0,sl,ret_short,-1,7312.7,7327.7,ret_short,0.6716448664665222
2024-10-04 12:45:00+00:00,2024-10-04 13:00:00+00:00,-15.0,sl,long_retrace,1,7402.2,7387.2,long_ret,0.6080714464187622
2024-10-04 13:30:00+00:00,2024-10-04 14:00:00+00:00,30.0,tp,ret,1,7385.9,7415.9,ret,0.748185396194458
2024-10-04 14:00:00+00:00,2024-10-04 14:30:00+00:00,-15.0,sl,long_retrace,1,7415.3,7400.3,long_ret,0.513882577419281
2024-10-04 14:45:00+00:00,2024-10-04 15:00:00+00:00,30.0,tp,ret,1,7403.6,7433.6,ret,0.7559723854064941
2024-10-04 15:15:00+00:00,2024-10-04 15:30:00+00:00,30.0,tp,ret,1,7404.4,7434.4,ret,0.7144442200660706
2024-10-07 07:30:00+00:00,2024-10-07 08:00:00+00:00,-15.0,sl,ret_short,-1,7478.9,7493.9,ret_short,0.6608789563179016
2024-10-07 09:15:00+00:00,2024-10-07 09:45:00+00:00,30.0,tp,ret_short,-1,7573.6,7543.6,ret_short,0.5736432671546936
2024-10-07 13:00:00+00:00,2024-10-07 18:30:00+00:00,174.60000000000036,ny_close,wr90,1,7512.4,7687.0,wr90,
2024-10-08 08:30:00+00:00,2024-10-08 08:45:00+00:00,-15.0,sl,long_retrace,1,7529.7,7514.7,long_ret,0.6122625470161438
2024-10-08 15:30:00+00:00,2024-10-08 15:45:00+00:00,-15.0,sl,ret_short,-1,7328.5,7343.5,ret_short,0.8996222615242004
2024-10-09 07:45:00+00:00,2024-10-09 08:00:00+00:00,-15.0,sl,long_retrace,1,7372.3,7357.3,long_ret,0.8773858547210693
2024-10-09 10:30:00+00:00,2024-10-09 11:00:00+00:00,30.0,tp,ret_short,-1,7310.6,7280.6,ret_short,0.7527821063995361
2024-10-09 12:00:00+00:00,2024-10-09 12:15:00+00:00,30.0,tp,ret_short,-1,7332.1,7302.1,ret_short,0.7560800313949585
2024-10-09 13:45:00+00:00,2024-10-09 14:00:00+00:00,-15.0,sl,ret_short,-1,7174.6,7189.6,ret_short,0.5786967277526855
2024-10-09 14:30:00+00:00,2024-10-09 18:30:00+00:00,103.5,ny_close,wr90,1,7193.8,7297.3,wr90,
2024-10-10 12:00:00+00:00,2024-10-10 12:30:00+00:00,-15.0,sl,long_retrace,1,7376.3,7361.3,long_ret,0.5071962475776672
