side,signal_ts,entry_time,entry_price,entry_style,stop,target,sl,tp,horizon,timeout,impulse_low,impulse_high,slot_low,slot_high,stop_mode,entry_struct_trend,target_updates,exit_time,exit_price,exit_reason,pnl,win,hold_min
-1,2026-04-02 13:00:00+00:00,2026-04-02 13:07:00+00:00,4607.39,breakout_next_open,4620.08,4569.3200000000015,12.6899999999996,38.0699999999988,120,2026-04-02 15:15:00+00:00,4613.32,4620.08,4600.54,4626.74,impulse_bar,-1,1,2026-04-02 13:30:00+00:00,4603.07,structure_change,4.3200000000006185,True,23.0
1,2026-04-02 18:45:00+00:00,2026-04-02 18:47:00+00:00,4666.46,breakout_next_open,4651.94,4710.020000000001,14.520000000000437,43.56000000000131,120,2026-04-02 21:15:00+00:00,4651.94,4657.81,4651.94,4664.8,impulse_bar,1,1,2026-04-05 22:01:00+00:00,4651.94,stop_loss,-14.520000000000437,False,4514.0
1,2026-04-07 08:15:00+00:00,2026-04-07 08:17:00+00:00,4662.6,breakout_next_open,4648.46,4705.020000000001,14.140000000000327,42.42000000000098,120,2026-04-07 10:17:00+00:00,4648.46,4661.15,4643.87,4665.82,impulse_bar,1,0,2026-04-07 09:30:00+00:00,4682.62,structure_change,20.019999999999527,True,73.0
-1,2026-04-09 18:15:00+00:00,2026-04-09 18:17:00+00:00,4785.15,breakout_next_open,4795.23,4754.91,10.079999999999927,30.23999999999978,120,2026-04-09 20:45:00+00:00,4789.84,4795.23,4780.24,4798.44,impulse_bar,-1,2,2026-04-09 20:45:00+00:00,4767.19,timeout,17.960000000000036,True,148.0
-1,2026-04-10 07:00:00+00:00,2026-04-10 07:02:00+00:00,4744.0,breakout_next_open,4754.46,4712.62,10.460000000000036,31.38000000000011,120,2026-04-10 09:02:00+00:00,4750.42,4754.46,4742.81,4754.86,impulse_bar,-1,0,2026-04-10 07:23:00+00:00,4754.46,stop_loss,-10.460000000000036,False,21.0
-1,2026-04-13 09:15:00+00:00,2026-04-13 09:17:00+00:00,4719.1,breakout_next_open,4726.94,4695.580000000003,7.839999999999236,23.519999999997708,120,2026-04-13 12:30:00+00:00,4721.77,4726.94,4715.53,4729.57,impulse_bar,-1,1,2026-04-13 11:05:00+00:00,4726.94,stop_loss,-7.839999999999236,False,108.0
-1,2026-04-13 11:15:00+00:00,2026-04-13 11:17:00+00:00,4721.18,breakout_next_open,4727.01,4703.6900000000005,5.829999999999927,17.48999999999978,120,2026-04-13 13:30:00+00:00,4723.1,4727.01,4719.9,4729.27,impulse_bar,-1,1,2026-04-13 11:44:00+00:00,4703.6900000000005,target_hit,17.48999999999978,True,27.0
-1,2026-04-13 11:45:00+00:00,2026-04-13 11:47:00+00:00,4709.19,breakout_next_open,4720.23,4676.07,11.039999999999964,33.11999999999989,120,2026-04-13 13:47:00+00:00,4715.48,4720.23,4703.62,4722.81,impulse_bar,-1,0,2026-04-13 12:13:00+00:00,4720.23,stop_loss,-11.039999999999964,False,26.0
1,2026-04-14 13:15:00+00:00,2026-04-14 13:17:00+00:00,4784.07,breakout_next_open,4770.96,4823.399999999999,13.109999999999673,39.32999999999902,120,2026-04-14 18:30:00+00:00,4770.96,4776.19,4770.96,4782.39,impulse_bar,1,5,2026-04-14 17:05:00+00:00,4823.399999999999,target_hit,39.32999999999902,True,228.0
1,2026-04-14 17:15:00+00:00,2026-04-14 17:17:00+00:00,4827.62,breakout_next_open,4810.59,4878.709999999999,17.029999999999745,51.089999999999236,120,2026-04-14 21:15:00+00:00,4810.59,4818.28,4809.55,4833.99,impulse_bar,1,2,2026-04-14 22:01:00+00:00,4837.66,timeout,10.039999999999964,True,284.0
-1,2026-04-15 14:45:00+00:00,2026-04-15 14:47:00+00:00,4818.59,breakout_next_open,4825.81,4796.929999999999,7.220000000000255,21.660000000000764,120,2026-04-15 17:15:00+00:00,4820.61,4825.81,4815.42,4825.81,impulse_bar,-1,1,2026-04-15 15:30:00+00:00,4796.929999999999,target_hit,21.660000000000764,True,43.0
-1,2026-04-15 15:30:00+00:00,2026-04-15 15:32:00+00:00,4793.29,breakout_next_open,4809.03,4746.070000000001,15.739999999999782,47.219999999999345,120,2026-04-15 17:32:00+00:00,4804.23,4809.03,4797.57,4811.62,impulse_bar,-1,0,2026-04-15 15:45:00+00:00,4804.97,structure_change,-11.680000000000291,False,13.0
1,2026-04-17 12:30:00+00:00,2026-04-17 12:32:00+00:00,4820.21,breakout_next_open,4807.81,4857.409999999999,12.399999999999636,37.19999999999891,120,2026-04-17 14:32:00+00:00,4807.81,4812.42,4802.96,4819.78,impulse_bar,1,0,2026-04-17 13:07:00+00:00,4857.409999999999,target_hit,37.19999999999891,True,35.0
-1,2026-04-21 16:15:00+00:00,2026-04-21 16:18:00+00:00,4733.75,breakout_next_open,4744.02,4702.939999999999,10.270000000000437,30.81000000000131,120,2026-04-21 18:18:00+00:00,4740.23,4744.02,4726.74,4746.92,impulse_bar,-1,0,2026-04-21 17:12:00+00:00,4702.939999999999,target_hit,30.81000000000131,True,54.0
-1,2026-04-22 10:15:00+00:00,2026-04-22 10:17:00+00:00,4751.95,breakout_next_open,4755.04,4742.679999999999,3.0900000000001455,9.270000000000437,120,2026-04-22 12:17:00+00:00,4750.51,4755.04,4745.51,4758.42,impulse_bar,-1,0,2026-04-22 10:21:00+00:00,4755.04,stop_loss,-3.0900000000001455,False,4.0
-1,2026-04-22 12:45:00+00:00,2026-04-22 12:47:00+00:00,4747.94,breakout_next_open,4753.54,4731.1399999999985,5.600000000000364,16.80000000000109,120,2026-04-22 14:47:00+00:00,4749.06,4753.54,4745.47,4754.56,impulse_bar,-1,0,2026-04-22 13:43:00+00:00,4753.54,stop_loss,-5.600000000000364,False,56.0
-1,2026-04-22 14:15:00+00:00,2026-04-22 14:17:00+00:00,4745.96,breakout_next_open,4754.52,4720.279999999999,8.5600000000004,25.6800000000012,120,2026-04-22 17:45:00+00:00,4750.6,4754.52,4742.38,4757.53,impulse_bar,-1,3,2026-04-22 16:30:00+00:00,4725.34,structure_change,20.61999999999989,True,133.0
-1,2026-04-23 08:30:00+00:00,2026-04-23 08:32:00+00:00,4712.92,breakout_next_open,4719.95,4691.830000000001,7.029999999999745,21.089999999999236,120,2026-04-23 10:45:00+00:00,4715.05,4719.95,4715.05,4722.35,impulse_bar,-1,1,2026-04-23 10:09:00+00:00,4691.830000000001,target_hit,21.089999999999236,True,97.0
-1,2026-04-24 15:30:00+00:00,2026-04-24 15:33:00+00:00,4720.64,breakout_next_open,4726.23,4703.870000000003,5.589999999999236,16.769999999997708,120,2026-04-24 17:33:00+00:00,4721.4,4726.23,4718.36,4726.69,impulse_bar,-1,0,2026-04-24 15:44:00+00:00,4726.23,stop_loss,-5.589999999999236,False,11.0
-1,2026-04-28 08:15:00+00:00,2026-04-28 08:17:00+00:00,4621.75,breakout_next_open,4633.69,4585.930000000001,11.9399999999996,35.8199999999988,120,2026-04-28 10:17:00+00:00,4625.27,4633.69,4614.54,4633.69,impulse_bar,-1,0,2026-04-28 08:32:00+00:00,4633.69,stop_loss,-11.9399999999996,False,15.0
-1,2026-04-28 10:00:00+00:00,2026-04-28 10:04:00+00:00,4608.92,breakout_next_open,4615.28,4589.840000000001,6.359999999999673,19.079999999999018,120,2026-04-28 12:04:00+00:00,4609.1,4615.28,4604.43,4615.28,impulse_bar,-1,0,2026-04-28 10:19:00+00:00,4615.28,stop_loss,-6.359999999999673,False,15.0
-1,2026-04-29 16:30:00+00:00,2026-04-29 16:32:00+00:00,4556.77,breakout_next_open,4564.02,4535.02,7.25,21.75,120,2026-04-29 18:45:00+00:00,4560.12,4564.02,4557.1,4564.49,impulse_bar,-1,1,2026-04-29 18:07:00+00:00,4535.02,target_hit,21.75,True,95.0
-1,2026-04-29 18:15:00+00:00,2026-04-29 18:17:00+00:00,4537.56,breakout_next_open,4548.5,4504.740000000002,10.9399999999996,32.8199999999988,120,2026-04-29 20:17:00+00:00,4537.85,4548.5,4525.34,4553.04,impulse_bar,-1,0,2026-04-29 18:45:00+00:00,4521.93,structure_change,15.63000000000011,True,28.0
1,2026-04-30 07:00:00+00:00,2026-04-30 07:02:00+00:00,4589.1,breakout_next_open,4580.62,4614.540000000002,8.480000000000473,25.44000000000142,120,2026-04-30 09:02:00+00:00,4580.62,4584.44,4574.37,4591.83,impulse_bar,1,0,2026-04-30 08:04:00+00:00,4614.540000000002,target_hit,25.44000000000142,True,62.0
1,2026-04-30 08:15:00+00:00,2026-04-30 08:17:00+00:00,4618.81,breakout_next_open,4601.9,4669.540000000003,16.910000000000764,50.73000000000229,120,2026-04-30 12:00:00+00:00,4601.9,4608.87,4597.21,4629.83,impulse_bar,1,1,2026-04-30 12:00:00+00:00,4631.94,timeout,13.1299999999992,True,223.0
1,2026-04-30 17:00:00+00:00,2026-04-30 17:03:00+00:00,4614.44,breakout_next_open,4610.21,4627.129999999998,4.229999999999563,12.68999999999869,120,2026-04-30 20:15:00+00:00,4610.21,4614.06,4604.94,4618.19,impulse_bar,1,1,2026-04-30 19:07:00+00:00,4627.129999999998,target_hit,12.68999999999869,True,124.0
-1,2026-05-04 15:00:00+00:00,2026-05-04 15:02:00+00:00,4562.76,breakout_next_open,4577.25,4519.290000000001,14.489999999999782,43.469999999999345,120,2026-05-04 17:15:00+00:00,4572.62,4577.25,4559.52,4577.28,impulse_bar,-1,1,2026-05-04 15:21:00+00:00,4519.290000000001,target_hit,43.469999999999345,True,19.0
-1,2026-05-04 16:00:00+00:00,2026-05-04 16:02:00+00:00,4518.69,breakout_next_open,4535.44,4468.44,16.75,50.25,120,2026-05-04 18:02:00+00:00,4530.76,4535.44,4513.55,4535.44,impulse_bar,-1,0,2026-05-04 18:02:00+00:00,4523.8,timeout,-5.110000000000582,False,120.0
1,2026-05-06 09:00:00+00:00,2026-05-06 09:02:00+00:00,4702.21,breakout_next_open,4679.47,4770.429999999999,22.73999999999978,68.21999999999935,120,2026-05-06 12:00:00+00:00,4679.47,4701.21,4677.25,4703.07,impulse_bar,1,1,2026-05-06 12:00:00+00:00,4691.3,timeout,-10.909999999999854,False,178.0
1,2026-05-06 13:30:00+00:00,2026-05-06 13:33:00+00:00,4689.81,breakout_next_open,4682.91,4710.510000000002,6.900000000000546,20.700000000001637,120,2026-05-06 16:00:00+00:00,4682.91,4691.56,4679.39,4691.56,impulse_bar,1,2,2026-05-06 14:12:00+00:00,4710.510000000002,target_hit,20.700000000001637,True,39.0
1,2026-05-07 09:15:00+00:00,2026-05-07 09:17:00+00:00,4735.24,breakout_next_open,4723.15,4771.51,12.090000000000146,36.27000000000044,120,2026-05-07 12:15:00+00:00,4723.15,4727.0,4721.73,4736.56,impulse_bar,1,1,2026-05-07 12:15:00+00:00,4744.62,timeout,9.38000000000011,True,178.0
1,2026-05-07 12:45:00+00:00,2026-05-07 12:47:00+00:00,4751.0,breakout_next_open,4737.2,4792.400000000001,13.800000000000182,41.400000000000546,120,2026-05-07 14:47:00+00:00,4737.2,4744.48,4737.2,4752.14,impulse_bar,1,0,2026-05-07 13:05:00+00:00,4737.2,stop_loss,-13.800000000000182,False,18.0
-1,2026-05-08 07:00:00+00:00,2026-05-08 07:02:00+00:00,4724.56,breakout_next_open,4729.87,4708.630000000002,5.309999999999491,15.929999999998472,120,2026-05-08 09:02:00+00:00,4723.91,4729.87,4721.06,4729.87,impulse_bar,-1,0,2026-05-08 07:22:00+00:00,4708.630000000002,target_hit,15.929999999998472,True,20.0
-1,2026-05-11 08:00:00+00:00,2026-05-11 08:02:00+00:00,4666.39,breakout_next_open,4672.05,4649.410000000001,5.6599999999998545,16.979999999999563,120,2026-05-11 10:02:00+00:00,4667.28,4672.05,4664.43,4673.09,impulse_bar,-1,0,2026-05-11 08:11:00+00:00,4672.05,stop_loss,-5.6599999999998545,False,9.0
-1,2026-05-11 08:45:00+00:00,2026-05-11 08:47:00+00:00,4671.32,breakout_next_open,4673.65,4664.33,2.3299999999999272,6.989999999999782,120,2026-05-11 10:47:00+00:00,4669.83,4673.65,4669.11,4675.62,impulse_bar,-1,0,2026-05-11 09:21:00+00:00,4664.33,target_hit,6.989999999999782,True,34.0
1,2026-05-11 17:00:00+00:00,2026-05-11 17:02:00+00:00,4719.09,breakout_next_open,4712.06,4740.179999999999,7.029999999999745,21.089999999999236,120,2026-05-11 19:02:00+00:00,4712.06,4716.16,4708.94,4717.36,impulse_bar,1,0,2026-05-11 19:02:00+00:00,4724.93,timeout,5.8400000000001455,True,120.0
-1,2026-05-13 16:45:00+00:00,2026-05-13 16:47:00+00:00,4699.35,breakout_next_open,4707.78,4674.060000000002,8.429999999999382,25.289999999998145,120,2026-05-13 18:47:00+00:00,4703.59,4707.78,4700.0,4708.02,impulse_bar,-1,0,2026-05-13 18:47:00+00:00,4679.07,timeout,20.280000000000655,True,120.0
-1,2026-05-15 15:15:00+00:00,2026-05-15 15:17:00+00:00,4551.35,breakout_next_open,4564.04,4513.280000000002,12.6899999999996,38.0699999999988,120,2026-05-15 17:45:00+00:00,4559.47,4564.04,4550.64,4564.04,impulse_bar,-1,1,2026-05-15 17:26:00+00:00,4564.04,stop_loss,-12.6899999999996,False,129.0
-1,2026-05-15 18:30:00+00:00,2026-05-15 18:32:00+00:00,4553.16,breakout_next_open,4558.99,4535.67,5.829999999999927,17.48999999999978,120,2026-05-15 20:32:00+00:00,4553.94,4558.99,4553.03,4563.39,impulse_bar,-1,0,2026-05-15 18:46:00+00:00,4558.99,stop_loss,-5.829999999999927,False,14.0
-1,2026-05-18 08:00:00+00:00,2026-05-18 08:02:00+00:00,4546.01,breakout_next_open,4551.82,4528.580000000002,5.809999999999491,17.429999999998472,120,2026-05-18 10:02:00+00:00,4547.4,4551.82,4540.12,4552.15,impulse_bar,-1,0,2026-05-18 08:33:00+00:00,4551.82,stop_loss,-5.809999999999491,False,31.0
-1,2026-05-18 09:15:00+00:00,2026-05-18 09:17:00+00:00,4546.14,breakout_next_open,4550.68,4532.52,4.539999999999964,13.61999999999989,120,2026-05-18 11:45:00+00:00,4546.68,4550.68,4541.08,4552.43,impulse_bar,-1,1,2026-05-18 10:34:00+00:00,4532.52,target_hit,13.61999999999989,True,77.0
1,2026-05-18 16:45:00+00:00,2026-05-18 16:47:00+00:00,4544.86,breakout_next_open,4536.62,4569.579999999999,8.239999999999782,24.719999999999345,120,2026-05-18 19:15:00+00:00,4536.62,4541.12,4534.21,4545.23,impulse_bar,1,1,2026-05-18 18:58:00+00:00,4536.62,stop_loss,-8.239999999999782,False,131.0
1,2026-05-18 19:45:00+00:00,2026-05-18 19:47:00+00:00,4559.53,breakout_next_open,4551.17,4584.609999999999,8.359999999999673,25.079999999999018,120,2026-05-18 21:47:00+00:00,4551.17,4555.47,4550.03,4561.6,impulse_bar,1,0,2026-05-18 22:01:00+00:00,4569.04,timeout,9.510000000000218,True,134.0
-1,2026-05-19 08:15:00+00:00,2026-05-19 08:17:00+00:00,4546.68,breakout_next_open,4559.53,4508.130000000002,12.849999999999454,38.54999999999836,120,2026-05-19 11:30:00+00:00,4554.17,4559.53,4542.63,4559.53,impulse_bar,-1,1,2026-05-19 11:30:00+00:00,4540.44,timeout,6.240000000000691,True,193.0
-1,2026-05-19 11:30:00+00:00,2026-05-19 11:38:00+00:00,4536.78,breakout_next_open,4540.95,4524.2699999999995,4.170000000000073,12.510000000000218,120,2026-05-19 13:38:00+00:00,4537.11,4540.95,4535.99,4542.47,impulse_bar,-1,0,2026-05-19 11:43:00+00:00,4540.95,stop_loss,-4.170000000000073,False,5.0
-1,2026-05-19 12:00:00+00:00,2026-05-19 12:02:00+00:00,4532.13,breakout_next_open,4541.68,4503.48,9.550000000000182,28.650000000000546,120,2026-05-19 14:02:00+00:00,4537.21,4541.68,4529.93,4542.48,impulse_bar,-1,0,2026-05-19 12:08:00+00:00,4541.68,stop_loss,-9.550000000000182,False,6.0
-1,2026-05-19 13:15:00+00:00,2026-05-19 13:17:00+00:00,4522.51,breakout_next_open,4537.79,4476.670000000001,15.279999999999745,45.839999999999236,120,2026-05-19 15:17:00+00:00,4532.97,4537.79,4514.85,4537.79,impulse_bar,-1,0,2026-05-19 13:31:00+00:00,4476.670000000001,target_hit,45.839999999999236,True,14.0
-1,2026-05-19 17:45:00+00:00,2026-05-19 17:47:00+00:00,4500.4,breakout_next_open,4507.01,4480.569999999998,6.610000000000582,19.830000000001746,120,2026-05-19 19:47:00+00:00,4502.95,4507.01,4502.95,4508.53,impulse_bar,-1,0,2026-05-19 19:47:00+00:00,4486.6,timeout,13.799999999999272,True,120.0
-1,2026-05-20 13:15:00+00:00,2026-05-20 13:25:00+00:00,4494.32,breakout_next_open,4499.44,4478.96,5.119999999999891,15.359999999999673,120,2026-05-20 15:25:00+00:00,4494.58,4499.44,4493.97,4506.45,impulse_bar,-1,0,2026-05-20 14:05:00+00:00,4478.96,target_hit,15.359999999999673,True,40.0
-1,2026-05-22 13:45:00+00:00,2026-05-22 13:47:00+00:00,4517.39,breakout_next_open,4527.24,4487.840000000002,9.849999999999454,29.549999999998363,120,2026-05-22 16:15:00+00:00,4519.89,4527.24,4510.73,4527.49,impulse_bar,-1,1,2026-05-22 16:15:00+00:00,4517.37,timeout,0.020000000000436557,True,148.0
-1,2026-05-26 14:00:00+00:00,2026-05-26 14:02:00+00:00,4515.11,breakout_next_open,4526.63,4480.549999999998,11.520000000000437,34.56000000000131,120,2026-05-26 17:30:00+00:00,4519.54,4526.63,4512.34,4529.65,impulse_bar,-1,1,2026-05-26 17:30:00+00:00,4499.1,timeout,16.00999999999931,True,208.0
-1,2026-05-26 18:00:00+00:00,2026-05-26 18:03:00+00:00,4485.67,breakout_next_open,4494.91,4457.950000000001,9.239999999999782,27.719999999999345,120,2026-05-26 20:03:00+00:00,4490.52,4494.91,4489.57,4501.52,impulse_bar,-1,0,2026-05-26 18:26:00+00:00,4494.91,stop_loss,-9.239999999999782,False,23.0
-1,2026-05-28 10:45:00+00:00,2026-05-28 10:47:00+00:00,4386.44,breakout_next_open,4396.24,4357.039999999999,9.800000000000182,29.400000000000546,120,2026-05-28 12:47:00+00:00,4391.55,4396.24,4387.48,4403.42,impulse_bar,-1,0,2026-05-28 11:00:00+00:00,4382.69,structure_change,3.75,True,13.0
1,2026-05-29 09:00:00+00:00,2026-05-29 09:02:00+00:00,4515.07,breakout_next_open,4509.84,4530.759999999998,5.229999999999563,15.68999999999869,120,2026-05-29 11:02:00+00:00,4509.84,4513.89,4509.84,4516.67,impulse_bar,1,0,2026-05-29 09:29:00+00:00,4530.759999999998,target_hit,15.68999999999869,True,27.0
1,2026-05-29 14:45:00+00:00,2026-05-29 14:47:00+00:00,4539.95,breakout_next_open,4527.04,4578.679999999999,12.909999999999854,38.72999999999956,120,2026-05-29 16:47:00+00:00,4527.04,4532.94,4525.73,4541.97,impulse_bar,1,0,2026-05-29 15:04:00+00:00,4578.679999999999,target_hit,38.72999999999956,True,17.0
1,2026-05-29 15:15:00+00:00,2026-05-29 15:22:00+00:00,4584.13,breakout_next_open,4569.73,4627.330000000002,14.400000000000546,43.20000000000164,120,2026-05-29 17:22:00+00:00,4569.73,4576.44,4564.13,4595.45,impulse_bar,1,0,2026-05-29 15:41:00+00:00,4569.73,stop_loss,-14.400000000000546,False,19.0
-1,2026-06-01 11:30:00+00:00,2026-06-01 11:33:00+00:00,4507.85,breakout_next_open,4512.11,4495.070000000002,4.259999999999309,12.779999999997926,120,2026-06-01 13:33:00+00:00,4508.49,4512.11,4503.97,4513.28,impulse_bar,-1,0,2026-06-01 13:10:00+00:00,4495.070000000002,target_hit,12.779999999997926,True,97.0
-1,2026-06-01 13:15:00+00:00,2026-06-01 13:19:00+00:00,4487.95,breakout_next_open,4504.19,4439.2300000000005,16.23999999999978,48.719999999999345,120,2026-06-01 15:45:00+00:00,4498.32,4504.19,4472.28,4504.19,impulse_bar,-1,1,2026-06-01 15:45:00+00:00,4474.12,timeout,13.829999999999927,True,146.0
1,2026-06-04 09:45:00+00:00,2026-06-04 09:47:00+00:00,4468.24,breakout_next_open,4462.21,4486.329999999999,6.029999999999745,18.089999999999236,120,2026-06-04 11:47:00+00:00,4462.21,4467.23,4461.89,4469.53,impulse_bar,1,0,2026-06-04 11:26:00+00:00,4486.329999999999,target_hit,18.089999999999236,True,99.0
1,2026-06-04 11:30:00+00:00,2026-06-04 11:32:00+00:00,4491.51,breakout_next_open,4481.33,4522.050000000001,10.180000000000291,30.540000000000873,120,2026-06-04 15:00:00+00:00,4481.33,4487.99,4473.51,4492.01,impulse_bar,1,3,2026-06-04 14:35:00+00:00,4481.33,stop_loss,-10.180000000000291,False,183.0
-1,2026-06-05 13:45:00+00:00,2026-06-05 13:48:00+00:00,4384.7,breakout_next_open,4408.48,4313.360000000001,23.779999999999745,71.33999999999924,120,2026-06-05 17:45:00+00:00,4398.68,4408.48,4386.09,4409.76,impulse_bar,-1,2,2026-06-05 17:45:00+00:00,4342.11,timeout,42.590000000000146,True,237.0
-1,2026-06-08 07:30:00+00:00,2026-06-08 07:38:00+00:00,4306.54,breakout_next_open,4309.59,4297.389999999999,3.050000000000182,9.150000000000546,120,2026-06-08 09:38:00+00:00,4304.74,4309.59,4300.27,4317.37,impulse_bar,-1,0,2026-06-08 07:51:00+00:00,4297.389999999999,target_hit,9.150000000000546,True,13.0
-1,2026-06-08 09:00:00+00:00,2026-06-08 09:03:00+00:00,4291.27,breakout_next_open,4293.96,4283.200000000002,2.6899999999996,8.0699999999988,120,2026-06-08 11:03:00+00:00,4289.52,4293.96,4285.49,4294.14,impulse_bar,-1,0,2026-06-08 09:28:00+00:00,4283.200000000002,target_hit,8.0699999999988,True,25.0
1,2026-06-09 11:00:00+00:00,2026-06-09 11:02:00+00:00,4338.74,breakout_next_open,4330.38,4363.819999999999,8.359999999999673,25.079999999999018,120,2026-06-09 13:02:00+00:00,4330.38,4333.74,4330.34,4341.19,impulse_bar,1,0,2026-06-09 13:02:00+00:00,4340.28,timeout,1.5399999999999636,True,120.0
-1,2026-06-10 07:15:00+00:00,2026-06-10 07:17:00+00:00,4200.2,breakout_next_open,4205.67,4183.789999999999,5.470000000000255,16.410000000000764,120,2026-06-10 09:17:00+00:00,4200.34,4205.67,4197.38,4208.2,impulse_bar,-1,0,2026-06-10 07:52:00+00:00,4183.789999999999,target_hit,16.410000000000764,True,35.0
-1,2026-06-10 08:00:00+00:00,2026-06-10 08:02:00+00:00,4177.98,breakout_next_open,4188.25,4147.169999999998,10.270000000000437,30.81000000000131,120,2026-06-10 13:45:00+00:00,4181.69,4188.25,4181.61,4193.35,impulse_bar,-1,6,2026-06-10 11:59:00+00:00,4147.169999999998,target_hit,30.81000000000131,True,237.0
-1,2026-06-10 14:30:00+00:00,2026-06-10 14:32:00+00:00,4155.65,breakout_next_open,4175.51,4096.069999999998,19.860000000000582,59.580000000001746,120,2026-06-10 17:00:00+00:00,4168.27,4175.51,4159.49,4175.71,impulse_bar,-1,2,2026-06-10 17:00:00+00:00,4125.4,timeout,30.25,True,148.0
-1,2026-06-10 17:30:00+00:00,2026-06-10 17:32:00+00:00,4107.35,breakout_next_open,4119.49,4070.930000000002,12.139999999999418,36.419999999998254,120,2026-06-10 19:32:00+00:00,4114.93,4119.49,4109.25,4120.47,impulse_bar,-1,0,2026-06-10 18:02:00+00:00,4119.49,stop_loss,-12.139999999999418,False,30.0
-1,2026-06-10 18:30:00+00:00,2026-06-10 18:32:00+00:00,4110.22,breakout_next_open,4116.12,4092.5200000000013,5.899999999999636,17.69999999999891,120,2026-06-10 20:32:00+00:00,4112.62,4116.12,4109.58,4118.42,impulse_bar,-1,0,2026-06-10 19:11:00+00:00,4092.5200000000013,target_hit,17.69999999999891,True,39.0
-1,2026-06-10 19:15:00+00:00,2026-06-10 19:17:00+00:00,4090.92,breakout_next_open,4100.25,4062.9300000000003,9.329999999999927,27.98999999999978,120,2026-06-10 21:17:00+00:00,4095.63,4100.25,4087.29,4102.51,impulse_bar,-1,0,2026-06-10 22:01:00+00:00,4066.08,timeout,24.840000000000146,True,164.0
1,2026-06-12 07:45:00+00:00,2026-06-12 07:47:00+00:00,4182.41,breakout_next_open,4173.83,4208.15,8.579999999999927,25.73999999999978,120,2026-06-12 10:15:00+00:00,4173.83,4177.95,4170.1,4184.81,impulse_bar,1,1,2026-06-12 08:17:00+00:00,4208.15,target_hit,25.73999999999978,True,30.0
1,2026-06-12 08:15:00+00:00,2026-06-12 08:17:00+00:00,4206.69,breakout_next_open,4192.61,4248.929999999999,14.079999999999927,42.23999999999978,120,2026-06-12 11:45:00+00:00,4192.61,4198.78,4191.79,4205.35,impulse_bar,1,1,2026-06-12 10:00:00+00:00,4219.84,structure_change,13.150000000000546,True,103.0
1,2026-06-15 07:15:00+00:00,2026-06-15 07:17:00+00:00,4314.47,breakout_next_open,4306.42,4338.620000000001,8.050000000000182,24.150000000000546,120,2026-06-15 10:00:00+00:00,4306.42,4310.8,4305.21,4314.61,impulse_bar,1,1,2026-06-15 08:33:00+00:00,4338.620000000001,target_hit,24.150000000000546,True,76.0
1,2026-06-15 08:45:00+00:00,2026-06-15 08:47:00+00:00,4341.72,breakout_next_open,4328.98,4379.940000000002,12.740000000000691,38.220000000002074,120,2026-06-15 10:47:00+00:00,4328.98,4332.9,4327.65,4345.54,impulse_bar,1,0,2026-06-15 10:47:00+00:00,4339.2,timeout,-2.5200000000004366,False,120.0
-1,2026-06-16 13:15:00+00:00,2026-06-16 13:17:00+00:00,4341.1,breakout_next_open,4355.01,4299.370000000001,13.909999999999854,41.72999999999956,120,2026-06-16 16:30:00+00:00,4350.55,4355.01,4342.16,4355.01,impulse_bar,-1,1,2026-06-16 14:45:00+00:00,4323.22,structure_change,17.88000000000011,True,88.0
1,2026-06-17 15:15:00+00:00,2026-06-17 15:17:00+00:00,4353.24,breakout_next_open,4344.64,4379.039999999998,8.599999999999454,25.799999999998363,120,2026-06-17 18:30:00+00:00,4344.64,4348.53,4343.9,4348.74,impulse_bar,1,1,2026-06-17 17:33:00+00:00,4379.039999999998,target_hit,25.799999999998363,True,136.0
-1,2026-06-18 07:45:00+00:00,2026-06-18 07:47:00+00:00,4297.22,breakout_next_open,4307.76,4265.6,10.539999999999964,31.61999999999989,120,2026-06-18 09:47:00+00:00,4303.78,4307.76,4293.16,4307.76,impulse_bar,-1,0,2026-06-18 09:00:00+00:00,4265.6,target_hit,31.61999999999989,True,73.0
-1,2026-06-18 10:45:00+00:00,2026-06-18 10:48:00+00:00,4265.08,breakout_next_open,4268.27,4255.509999999998,3.1900000000005093,9.570000000001528,120,2026-06-18 12:48:00+00:00,4264.85,4268.27,4263.51,4271.0,impulse_bar,-1,0,2026-06-18 10:57:00+00:00,4255.509999999998,target_hit,9.570000000001528,True,9.0
-1,2026-06-18 11:00:00+00:00,2026-06-18 11:02:00+00:00,4252.15,breakout_next_open,4260.73,4226.41,8.579999999999927,25.73999999999978,120,2026-06-18 13:45:00+00:00,4256.03,4260.73,4254.67,4266.9,impulse_bar,-1,1,2026-06-18 12:20:00+00:00,4260.73,stop_loss,-8.579999999999927,False,78.0
-1,2026-06-18 12:30:00+00:00,2026-06-18 12:34:00+00:00,4251.06,breakout_next_open,4259.43,4225.950000000001,8.36999999999989,25.109999999999673,120,2026-06-18 14:45:00+00:00,4254.98,4259.43,4254.07,4269.33,impulse_bar,-1,1,2026-06-18 13:14:00+00:00,4259.43,stop_loss,-8.36999999999989,False,40.0
-1,2026-06-18 14:15:00+00:00,2026-06-18 14:18:00+00:00,4243.76,breakout_next_open,4258.15,4200.590000000002,14.389999999999418,43.169999999998254,120,2026-06-18 17:45:00+00:00,4248.96,4258.15,4239.01,4258.15,impulse_bar,-1,2,2026-06-18 17:45:00+00:00,4228.29,timeout,15.470000000000255,True,207.0
