signal_ts,entry_time,entry_price,side,exit_time,exit_reason,pnl,scaled_half,win,target_updates
2026-03-03 14:30:00+00:00,2026-03-03 14:31:00+00:00,5129.84,-1,2026-03-03 14:31:00+00:00,target_full,7.5,True,True,0
2026-03-03 14:45:00+00:00,2026-03-03 14:46:00+00:00,5059.6,-1,2026-03-03 14:50:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 15:00:00+00:00,2026-03-03 15:01:00+00:00,5048.95,-1,2026-03-03 15:02:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 15:15:00+00:00,2026-03-03 15:16:00+00:00,5033.51,1,2026-03-03 15:16:00+00:00,stop_loss,-20.0,False,False,0
2026-03-03 15:30:00+00:00,2026-03-03 15:31:00+00:00,5053.66,-1,2026-03-03 15:32:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 15:45:00+00:00,2026-03-03 15:46:00+00:00,5056.19,1,2026-03-03 15:46:00+00:00,target_full,7.5,True,True,0
2026-03-03 16:00:00+00:00,2026-03-03 16:01:00+00:00,5093.11,-1,2026-03-03 16:05:00+00:00,stop_loss,-20.0,False,False,0
2026-03-03 16:15:00+00:00,2026-03-03 16:16:00+00:00,5109.05,1,2026-03-03 16:21:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 16:30:00+00:00,2026-03-03 16:31:00+00:00,5114.71,1,2026-03-03 16:36:00+00:00,target_full,7.5,True,True,0
2026-03-03 16:45:00+00:00,2026-03-03 16:46:00+00:00,5107.39,1,2026-03-03 16:49:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 17:00:00+00:00,2026-03-03 17:01:00+00:00,5097.24,-1,2026-03-03 17:02:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 17:15:00+00:00,2026-03-03 17:16:00+00:00,5101.81,-1,2026-03-03 17:24:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 17:30:00+00:00,2026-03-03 17:31:00+00:00,5080.78,-1,2026-03-03 17:32:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 17:45:00+00:00,2026-03-03 17:46:00+00:00,5080.91,-1,2026-03-03 17:51:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 18:00:00+00:00,2026-03-03 18:01:00+00:00,5088.7,-1,2026-03-03 18:11:00+00:00,timeout,-11.739999999999782,False,False,0
2026-03-03 18:15:00+00:00,2026-03-03 18:16:00+00:00,5103.83,1,2026-03-03 18:26:00+00:00,timeout,0.15999999999985448,False,True,0
2026-03-03 18:30:00+00:00,2026-03-03 18:31:00+00:00,5115.89,1,2026-03-03 18:38:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 18:45:00+00:00,2026-03-03 18:46:00+00:00,5130.46,-1,2026-03-03 18:56:00+00:00,timeout,-6.769999999999527,False,False,0
2026-03-03 19:15:00+00:00,2026-03-03 19:16:00+00:00,5120.62,-1,2026-03-03 19:16:00+00:00,target_full,7.5,True,True,0
2026-03-03 19:30:00+00:00,2026-03-03 19:31:00+00:00,5109.23,1,2026-03-03 19:38:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 19:45:00+00:00,2026-03-03 19:46:00+00:00,5119.5,-1,2026-03-03 19:54:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 20:00:00+00:00,2026-03-03 20:01:00+00:00,5117.67,1,2026-03-03 20:01:00+00:00,target_full,7.5,True,True,0
2026-03-03 20:15:00+00:00,2026-03-03 20:16:00+00:00,5119.42,1,2026-03-03 20:22:00+00:00,trail_stop,5.0,True,True,0
2026-03-03 20:30:00+00:00,2026-03-03 20:31:00+00:00,5126.09,1,2026-03-03 20:41:00+00:00,timeout,-22.840000000000146,False,False,0
2026-03-03 20:45:00+00:00,2026-03-03 20:46:00+00:00,5110.43,-1,2026-03-03 20:47:00+00:00,trail_stop,5.0,True,True,0
2026-03-04 08:15:00+00:00,2026-03-04 08:16:00+00:00,5156.74,-1,2026-03-04 08:26:00+00:00,timeout,-4.8200000000006185,False,False,0
2026-03-04 08:30:00+00:00,2026-03-04 08:31:00+00:00,5166.5,1,2026-03-04 08:41:00+00:00,timeout,3.3400000000001455,False,True,0
2026-03-04 09:15:00+00:00,2026-03-04 09:16:00+00:00,5168.97,1,2026-03-04 09:19:00+00:00,trail_stop,5.0,True,True,0
2026-03-04 10:15:00+00:00,2026-03-04 10:16:00+00:00,5193.92,1,2026-03-04 10:17:00+00:00,trail_stop,5.0,True,True,0
2026-03-04 10:30:00+00:00,2026-03-04 10:31:00+00:00,5185.69,-1,2026-03-04 10:38:00+00:00,trail_stop,5.0,True,True,0
2026-03-04 12:15:00+00:00,2026-03-04 12:16:00+00:00,5193.77,1,2026-03-04 12:26:00+00:00,timeout,-16.5,False,False,0
2026-03-04 12:30:00+00:00,2026-03-04 12:31:00+00:00,5173.14,-1,2026-03-04 12:34:00+00:00,trail_stop,5.0,True,True,0
