side,entry_time,entry_price,stop,target,timeout,target_updates,stop_updates,s1_prob,s2_prob,tp,sl,horizon,exit_time,exit_price,exit_reason,pnl,wf_cycle,source,entry_ts,exit_ts,month
1,2025-06-22 22:13:00+00:00,3379.61,3374.2652806149717,3387.888106319235,2025-06-23 00:25:00+00:00,3,0,0.5,0.6854144334793091,7.158106319234571,5.344719385028481,120,2025-06-22 22:30:00+00:00,3374.2652806149717,stop_loss,-5.344719385028384,13,long,2025-06-22 22:13:00+00:00,2025-06-22 22:30:00+00:00,2025-06
1,2025-06-22 22:41:00+00:00,3379.23,3373.8852806149716,3387.5081063192347,2025-06-23 00:59:00+00:00,10,0,0.5,0.7760025858879089,7.158106319234571,5.344719385028481,120,2025-06-22 23:04:00+00:00,3373.8852806149716,stop_loss,-5.344719385028384,13,long,2025-06-22 22:41:00+00:00,2025-06-22 23:04:00+00:00,2025-06
1,2025-06-23 09:32:00+00:00,3363.8,3358.455280614972,3371.3781063192346,2025-06-23 11:36:00+00:00,5,0,0.5,0.6528575420379639,7.158106319234571,5.344719385028481,120,2025-06-23 11:05:00+00:00,3371.3781063192346,target_hit,7.578106319234394,13,long,2025-06-23 09:32:00+00:00,2025-06-23 11:05:00+00:00,2025-06
1,2025-06-24 01:03:00+00:00,3348.15,3342.8052806149717,3356.3781063192346,2025-06-24 03:34:00+00:00,7,0,0.5,0.9847922325134277,7.158106319234571,5.344719385028481,120,2025-06-24 01:43:00+00:00,3342.8052806149717,stop_loss,-5.344719385028384,13,long,2025-06-24 01:03:00+00:00,2025-06-24 01:43:00+00:00,2025-06
1,2025-06-24 01:58:00+00:00,3348.22,3342.8752806149714,3357.188106319235,2025-06-24 04:46:00+00:00,16,0,0.5,0.8347782492637634,7.158106319234571,5.344719385028481,120,2025-06-24 03:35:00+00:00,3357.188106319235,target_hit,8.968106319235176,13,long,2025-06-24 01:58:00+00:00,2025-06-24 03:35:00+00:00,2025-06
1,2025-06-24 08:15:00+00:00,3331.19,3325.8452806149717,3339.248106319235,2025-06-24 10:17:00+00:00,3,0,0.5,0.5877591371536255,7.158106319234571,5.344719385028481,120,2025-06-24 08:26:00+00:00,3325.8452806149717,stop_loss,-5.344719385028384,13,long,2025-06-24 08:15:00+00:00,2025-06-24 08:26:00+00:00,2025-06
1,2025-06-29 22:41:00+00:00,3262.88,3257.5352806149717,3277.538106319235,2025-06-30 03:07:00+00:00,70,0,0.5,0.8817080855369568,7.158106319234571,5.344719385028481,120,2025-06-30 02:01:00+00:00,3277.538106319235,target_hit,14.658106319234776,13,long,2025-06-29 22:41:00+00:00,2025-06-30 02:01:00+00:00,2025-06
1,2025-07-07 01:48:00+00:00,3320.03,3315.3436623460725,3326.3063450722248,2025-07-07 03:48:00+00:00,0,0,0.5,0.9447799921035767,6.276345072224404,4.686337653927555,120,2025-07-07 02:03:00+00:00,3315.3436623460725,stop_loss,-4.686337653927694,14,long,2025-07-07 01:48:00+00:00,2025-07-07 02:03:00+00:00,2025-07
-1,2025-07-07 20:56:00+00:00,3337.42,3348.7820193435755,3312.802291422254,2025-07-08 04:56:00+00:00,0,0,0.5,0.570534884929657,24.617708577746384,11.362019343575257,480,2025-07-08 04:56:00+00:00,3329.5,timeout,7.920000000000073,14,short,2025-07-07 20:56:00+00:00,2025-07-08 04:56:00+00:00,2025-07
-1,2025-07-08 10:39:00+00:00,3324.53,3335.8920193435756,3299.912291422254,2025-07-08 18:40:00+00:00,1,0,0.5,0.40012127161026,24.617708577746384,11.362019343575257,480,2025-07-08 14:37:00+00:00,3299.912291422254,target_hit,24.61770857774627,14,short,2025-07-08 10:39:00+00:00,2025-07-08 14:37:00+00:00,2025-07
1,2025-07-08 16:23:00+00:00,3300.41,3295.723662346072,3307.5063450722246,2025-07-08 18:27:00+00:00,5,0,0.5,0.6595973968505859,6.276345072224404,4.686337653927555,120,2025-07-08 17:24:00+00:00,3307.5063450722246,target_hit,7.096345072224722,14,long,2025-07-08 16:23:00+00:00,2025-07-08 17:24:00+00:00,2025-07
