side,entry_time,entry_price,stop,target,timeout,target_updates,stop_updates,s1_prob,s2_prob,tp,sl,horizon,matched_pattern,exit_time,exit_price,exit_reason,pnl,source
1,2026-02-03 20:15:00+00:00,4921.57,4906.57,4983.21,2026-02-03 21:53:00+00:00,44,0,0.6314232349395752,0.6314232349395752,20.0,15.0,15,uptrend_retrace,2026-02-03 21:53:00+00:00,4945.36,timeout,23.789999999999964,pattern
1,2026-02-03 23:06:00+00:00,4948.75,4933.75,4968.75,2026-02-03 23:21:00+00:00,0,0,0.5578846335411072,0.5578846335411072,20.0,15.0,15,uptrend_retrace,2026-02-03 23:07:00+00:00,4933.75,stop_loss,-15.0,pattern
1,2026-02-04 00:38:00+00:00,4993.25,4978.25,5084.38,2026-02-04 02:26:00+00:00,42,0,0.8226184248924255,0.8226184248924255,20.0,15.0,15,reversal_fvg_long,2026-02-04 02:26:00+00:00,5062.4,timeout,69.14999999999964,pattern
1,2026-02-04 03:03:00+00:00,5040.19,5025.19,5065.4,2026-02-04 03:22:00+00:00,2,0,0.5776207447052002,0.5776207447052002,20.0,15.0,15,uptrend_retrace,2026-02-04 03:22:00+00:00,5046.06,timeout,5.8700000000008,pattern
1,2026-02-04 14:14:00+00:00,5047.42,5032.42,5068.05,2026-02-04 14:31:00+00:00,3,0,0.5549277663230896,0.5549277663230896,20.0,15.0,15,uptrend_retrace,2026-02-04 14:27:00+00:00,5032.42,stop_loss,-15.0,pattern
-1,2026-02-04 14:37:00+00:00,5017.15,5047.15,4919.9,2026-02-04 15:42:00+00:00,32,0,0.6093397736549377,0.39066022634506226,40.0,30.0,15,downtrend_retrace,2026-02-04 15:34:00+00:00,4919.9,target_hit,97.25,pattern
-1,2026-02-04 16:01:00+00:00,4914.79,4944.79,4856.98,2026-02-04 17:00:00+00:00,18,0,0.9089856743812561,0.0910143256187439,40.0,30.0,15,downtrend_retrace,2026-02-04 16:48:00+00:00,4856.98,target_hit,57.8100000000004,pattern
1,2026-02-04 16:51:00+00:00,4885.83,4870.83,4945.31,2026-02-04 19:20:00+00:00,97,0,0.8741591572761536,0.8741591572761536,20.0,15.0,15,uptrend_retrace,2026-02-04 19:12:00+00:00,4945.31,target_hit,59.48000000000047,pattern
1,2026-02-04 19:22:00+00:00,4929.12,4914.12,4958.11,2026-02-04 19:49:00+00:00,12,0,0.7311848402023315,0.7311848402023315,20.0,15.0,15,uptrend_retrace,2026-02-04 19:49:00+00:00,4938.12,timeout,9.0,pattern
1,2026-02-04 19:55:00+00:00,4938.1,4923.1,4964.41,2026-02-04 20:25:00+00:00,16,0,0.670669436454773,0.670669436454773,20.0,15.0,15,uptrend_retrace,2026-02-04 20:11:00+00:00,4923.1,stop_loss,-15.0,pattern
1,2026-02-04 20:12:00+00:00,4925.08,4910.08,4967.94,2026-02-04 21:22:00+00:00,35,0,0.6731197237968445,0.6731197237968445,20.0,15.0,15,uptrend_retrace,2026-02-04 21:22:00+00:00,4950.11,timeout,25.029999999999745,pattern
-1,2026-02-05 02:00:00+00:00,4958.39,4988.39,4918.39,2026-02-05 02:15:00+00:00,0,0,0.822432279586792,0.177567720413208,40.0,30.0,15,downtrend_retrace,2026-02-05 02:14:00+00:00,4918.39,target_hit,40.0,pattern
-1,2026-02-05 02:19:00+00:00,4914.34,4944.34,4867.1,2026-02-05 02:58:00+00:00,12,0,0.7398908734321594,0.2601091265678406,40.0,30.0,15,downtrend_retrace,2026-02-05 02:47:00+00:00,4867.1,target_hit,47.23999999999978,pattern
-1,2026-02-05 02:51:00+00:00,4842.83,4872.83,4774.77,2026-02-05 03:17:00+00:00,2,0,0.7477766871452332,0.25222331285476685,40.0,30.0,15,downtrend_retrace,2026-02-05 03:17:00+00:00,4855.7,timeout,-12.86999999999989,pattern
1,2026-02-05 03:18:00+00:00,4855.35,4840.35,4897.33,2026-02-05 03:50:00+00:00,15,0,0.7366511821746826,0.7366511821746826,20.0,15.0,15,uptrend_retrace,2026-02-05 03:36:00+00:00,4840.35,stop_loss,-15.0,pattern
1,2026-02-05 03:38:00+00:00,4854.04,4839.04,4900.57,2026-02-05 04:32:00+00:00,35,0,0.6243545413017273,0.6243545413017273,20.0,15.0,15,uptrend_retrace,2026-02-05 04:32:00+00:00,4885.02,timeout,30.980000000000473,pattern
1,2026-02-05 04:38:00+00:00,4877.69,4862.69,4906.45,2026-02-05 05:03:00+00:00,8,0,0.7469314336776733,0.7469314336776733,20.0,15.0,15,uptrend_retrace,2026-02-05 05:00:00+00:00,4862.69,stop_loss,-15.0,pattern
1,2026-02-05 05:15:00+00:00,4852.58,4837.58,4884.1,2026-02-05 05:46:00+00:00,15,0,0.5813091397285461,0.5813091397285461,20.0,15.0,15,uptrend_retrace,2026-02-05 05:32:00+00:00,4837.58,stop_loss,-15.0,pattern
1,2026-02-05 05:33:00+00:00,4835.24,4820.24,4883.58,2026-02-05 05:56:00+00:00,9,0,0.590323269367218,0.590323269367218,20.0,15.0,15,uptrend_retrace,2026-02-05 05:43:00+00:00,4883.58,target_hit,48.340000000000146,pattern
