entry_time,entry_price,stop,target,timeout,target_updates,stop_updates,s1_prob,s2_prob,tp,sl,horizon,exit_time,exit_price,exit_reason,pnl,side
2026-02-01 23:48:00+00:00,4735.45,4710.45,4765.45,2026-02-02 00:18:00+00:00,0,0,0.8388379812240601,0.6028913855552673,30.0,25.0,30,2026-02-01 23:50:00+00:00,4765.45,target_hit,30.0,up
2026-02-01 23:51:00+00:00,4760.53,4735.53,4790.53,2026-02-02 00:22:00+00:00,2,0,0.9038923382759094,0.5524187684059143,30.0,25.0,30,2026-02-02 00:06:00+00:00,4790.53,target_hit,30.0,up
2026-02-02 01:01:00+00:00,4738.2,4713.2,4779.0,2026-02-02 01:31:00+00:00,1,0,0.943355143070221,0.875791609287262,30.0,25.0,30,2026-02-02 01:02:00+00:00,4779.0,target_hit,40.80000000000018,up
2026-02-02 01:03:00+00:00,4779.23,4754.23,4809.23,2026-02-02 01:33:00+00:00,1,0,0.909623384475708,0.7299695014953613,30.0,25.0,30,2026-02-02 01:04:00+00:00,4754.23,stop_loss,-25.0,up
2026-02-02 01:05:00+00:00,4756.63,4731.63,4793.2,2026-02-02 01:35:00+00:00,1,0,0.9316606521606445,0.8223741054534912,30.0,25.0,30,2026-02-02 01:06:00+00:00,4731.63,stop_loss,-25.0,up
2026-02-02 01:07:00+00:00,4750.43,4725.43,4780.43,2026-02-02 01:37:00+00:00,0,0,0.9166650176048279,0.8680238723754883,30.0,25.0,30,2026-02-02 01:07:00+00:00,4725.43,stop_loss,-25.0,up
2026-02-02 01:08:00+00:00,4702.35,4677.35,4744.01,2026-02-02 01:38:00+00:00,1,0,0.8841421604156494,0.9630374312400818,30.0,25.0,30,2026-02-02 01:09:00+00:00,4677.35,stop_loss,-25.0,up
2026-02-02 01:10:00+00:00,4656.0,4631.0,4686.0,2026-02-02 01:40:00+00:00,0,0,0.8578459024429321,0.949354887008667,30.0,25.0,30,2026-02-02 01:10:00+00:00,4631.0,stop_loss,-25.0,up
2026-02-02 01:11:00+00:00,4586.52,4561.52,4616.52,2026-02-02 01:41:00+00:00,0,0,0.8806774616241455,0.9690331816673279,30.0,25.0,30,2026-02-02 01:11:00+00:00,4616.52,target_hit,30.0,up
2026-02-02 01:13:00+00:00,4594.11,4569.11,4624.11,2026-02-02 01:43:00+00:00,0,0,0.7856149077415466,0.9556772708892822,30.0,25.0,30,2026-02-02 01:13:00+00:00,4624.11,target_hit,30.0,up
2026-02-02 01:14:00+00:00,4633.95,4608.95,4673.54,2026-02-02 01:44:00+00:00,1,0,0.8052542209625244,0.894781231880188,30.0,25.0,30,2026-02-02 01:15:00+00:00,4673.54,target_hit,39.590000000000146,up
2026-02-02 01:16:00+00:00,4669.58,4644.58,4764.92,2026-02-02 02:17:00+00:00,23,0,0.8747934699058533,0.8585096597671509,30.0,25.0,30,2026-02-02 01:48:00+00:00,4725.4,reverse_signal,55.81999999999971,up
2026-02-02 01:49:00+00:00,4725.25,4750.25,4695.25,2026-02-02 02:20:00+00:00,1,0,0.8787341713905334,0.39513668417930603,30.0,25.0,30,2026-02-02 01:51:00+00:00,4750.25,stop_loss,-25.0,down
2026-02-02 01:53:00+00:00,4734.27,4709.27,4764.27,2026-02-02 02:23:00+00:00,0,0,0.9030144810676575,0.6067672371864319,30.0,25.0,30,2026-02-02 01:59:00+00:00,4736.63,reverse_signal,2.3599999999996726,up
2026-02-02 02:00:00+00:00,4736.33,4761.33,4700.35,2026-02-02 02:31:00+00:00,1,0,0.8905130624771118,0.4359164535999298,30.0,25.0,30,2026-02-02 02:05:00+00:00,4710.25,reverse_signal,26.079999999999927,down
2026-02-02 04:02:00+00:00,4619.85,4644.85,4580.55,2026-02-02 04:36:00+00:00,3,0,0.8843095302581787,0.3089113235473633,30.0,25.0,30,2026-02-02 04:08:00+00:00,4644.85,stop_loss,-25.0,down
2026-02-02 04:09:00+00:00,4650.03,4675.03,4611.81,2026-02-02 04:42:00+00:00,3,0,0.9146106839179993,0.1906619369983673,30.0,25.0,30,2026-02-02 04:16:00+00:00,4675.03,stop_loss,-25.0,down
