side,entry_time,entry_price,stop,target,timeout,target_updates,exit_time,exit_price,exit_reason,pnl
up,2026-02-12 13:52:00+00:00,5079.6,5064.6,5112.83,2026-02-12 14:57:00+00:00,3,2026-02-12 13:58:00+00:00,5077.26,Reverse,-2.3400000000001455
down,2026-02-12 13:59:00+00:00,5076.98,5091.98,5044.57,2026-02-12 15:01:00+00:00,2,2026-02-12 14:02:00+00:00,5076.43,Reverse,0.5499999999992724
up,2026-02-12 14:03:00+00:00,5076.74,5061.74,5106.74,2026-02-12 15:03:00+00:00,0,2026-02-12 14:03:00+00:00,5072.37,Reverse,-4.369999999999891
down,2026-02-12 14:04:00+00:00,5072.14,5087.14,4961.02,2026-02-12 17:13:00+00:00,15,2026-02-12 16:14:00+00:00,4961.02,Target,111.11999999999989
up,2026-02-12 16:15:00+00:00,4951.57,4936.57,4981.57,2026-02-12 17:16:00+00:00,0,2026-02-12 16:17:00+00:00,4936.57,Stop,-15.0
up,2026-02-12 16:18:00+00:00,4921.8,4906.8,4964.44,2026-02-12 17:21:00+00:00,2,2026-02-12 16:22:00+00:00,4911.99,Reverse,-9.8100000000004
down,2026-02-12 16:23:00+00:00,4910.12,4925.12,4880.12,2026-02-12 17:23:00+00:00,0,2026-02-12 16:23:00+00:00,4925.12,Stop,-15.0
up,2026-02-12 16:24:00+00:00,4928.75,4913.75,4958.75,2026-02-12 17:24:00+00:00,0,2026-02-12 16:25:00+00:00,4913.75,Stop,-15.0
down,2026-02-12 16:26:00+00:00,4912.29,4927.29,4859.5,2026-02-12 17:28:00+00:00,2,2026-02-12 16:29:00+00:00,4897.73,Reverse,14.5600000000004
up,2026-02-12 16:30:00+00:00,4898.56,4883.56,4972.01,2026-02-12 17:35:00+00:00,4,2026-02-12 16:36:00+00:00,4954.59,Reverse,56.029999999999745
down,2026-02-12 16:37:00+00:00,4953.15,4968.15,4923.15,2026-02-12 17:37:00+00:00,0,2026-02-12 16:37:00+00:00,4942.54,Reverse,10.609999999999673
up,2026-02-12 16:38:00+00:00,4942.91,4927.91,4987.0,2026-02-12 17:39:00+00:00,2,2026-02-12 16:40:00+00:00,4957.06,Reverse,14.150000000000546
down,2026-02-12 16:41:00+00:00,4956.15,4971.15,4905.43,2026-02-12 18:19:00+00:00,7,2026-02-12 17:20:00+00:00,4971.15,Stop,-15.0
down,2026-02-12 17:21:00+00:00,4969.41,4984.41,4929.74,2026-02-12 18:40:00+00:00,3,2026-02-12 17:41:00+00:00,4966.78,Reverse,2.630000000000109
up,2026-02-12 17:42:00+00:00,4967.65,4952.65,4997.65,2026-02-12 18:42:00+00:00,0,2026-02-12 17:43:00+00:00,4965.75,Reverse,-1.8999999999996362
down,2026-02-12 17:44:00+00:00,4963.87,4978.87,4925.72,2026-02-12 18:45:00+00:00,1,2026-02-12 17:46:00+00:00,4953.83,Reverse,10.039999999999964
up,2026-02-12 17:47:00+00:00,4954.25,4939.25,4986.62,2026-02-12 18:47:00+00:00,1,2026-02-12 17:48:00+00:00,4957.29,Reverse,3.0399999999999636
down,2026-02-12 17:49:00+00:00,4956.28,4971.28,4920.85,2026-02-12 18:51:00+00:00,2,2026-02-12 17:52:00+00:00,4949.28,Reverse,7.0
up,2026-02-12 17:53:00+00:00,4949.39,4934.39,4979.39,2026-02-12 18:53:00+00:00,0,2026-02-12 17:53:00+00:00,4946.75,Reverse,-2.6400000000003274
down,2026-02-12 17:54:00+00:00,4946.25,4961.25,4916.17,2026-02-12 18:55:00+00:00,1,2026-02-12 17:56:00+00:00,4948.63,Reverse,-2.380000000000109
up,2026-02-12 17:57:00+00:00,4949.7,4934.7,4979.7,2026-02-12 18:59:00+00:00,0,2026-02-12 18:00:00+00:00,4934.7,Stop,-15.0
down,2026-02-12 18:01:00+00:00,4934.59,4949.59,4904.59,2026-02-12 19:01:00+00:00,0,2026-02-12 18:02:00+00:00,4949.59,Stop,-15.0
down,2026-02-12 18:03:00+00:00,4939.05,4954.05,4893.31,2026-02-12 19:13:00+00:00,3,2026-02-12 18:15:00+00:00,4930.47,Reverse,8.579999999999927
up,2026-02-12 18:16:00+00:00,4931.31,4916.31,4961.31,2026-02-12 19:16:00+00:00,0,2026-02-12 18:18:00+00:00,4916.31,Stop,-15.0
up,2026-02-12 18:19:00+00:00,4913.66,4898.66,4949.15,2026-02-12 19:20:00+00:00,1,2026-02-12 18:43:00+00:00,4945.99,Reverse,32.32999999999993
down,2026-02-12 18:44:00+00:00,4945.7,4960.7,4901.51,2026-02-12 20:37:00+00:00,2,2026-02-12 20:37:00+00:00,4923.56,Timeout,22.139999999999418
down,2026-02-12 20:57:00+00:00,4914.16,4929.16,4882.75,2026-02-12 22:57:00+00:00,1,2026-02-12 21:58:00+00:00,4921.62,Reverse,-7.460000000000036
up,2026-02-12 21:59:00+00:00,4922.43,4907.43,4952.43,2026-02-12 22:59:00+00:00,0,2026-02-12 21:59:00+00:00,4923.09,Reverse,0.6599999999998545
down,2026-02-12 23:01:00+00:00,4890.75,4905.75,4860.75,2026-02-13 00:02:00+00:00,0,2026-02-12 23:03:00+00:00,4905.75,Stop,-15.0
down,2026-02-12 23:04:00+00:00,4906.49,4921.49,4862.7,2026-02-13 00:16:00+00:00,1,2026-02-12 23:17:00+00:00,4921.49,Stop,-15.0
down,2026-02-12 23:18:00+00:00,4918.31,4933.31,4876.44,2026-02-13 01:05:00+00:00,4,2026-02-13 00:06:00+00:00,4933.31,Stop,-15.0
down,2026-02-13 00:07:00+00:00,4932.65,4947.65,4902.65,2026-02-13 01:09:00+00:00,0,2026-02-13 00:10:00+00:00,4947.65,Stop,-15.0
down,2026-02-13 00:11:00+00:00,4944.56,4959.56,4906.05,2026-02-13 01:33:00+00:00,3,2026-02-13 00:34:00+00:00,4939.39,Reverse,5.170000000000073
up,2026-02-13 00:35:00+00:00,4940.54,4925.54,4970.54,2026-02-13 01:35:00+00:00,0,2026-02-13 00:35:00+00:00,4941.63,Reverse,1.0900000000001455
down,2026-02-13 00:36:00+00:00,4939.89,4954.89,4909.89,2026-02-13 01:36:00+00:00,0,2026-02-13 00:36:00+00:00,4939.91,Reverse,-0.019999999999527063
up,2026-02-13 00:37:00+00:00,4942.3,4927.3,4972.3,2026-02-13 01:37:00+00:00,0,2026-02-13 00:37:00+00:00,4940.95,Reverse,-1.3500000000003638
down,2026-02-13 00:38:00+00:00,4940.13,4955.13,4898.36,2026-02-13 02:00:00+00:00,6,2026-02-13 01:01:00+00:00,4955.13,Stop,-15.0
down,2026-02-13 01:02:00+00:00,4947.95,4962.95,4917.95,2026-02-13 02:05:00+00:00,0,2026-02-13 01:06:00+00:00,4962.95,Stop,-15.0
down,2026-02-13 01:07:00+00:00,4960.52,4975.52,4929.56,2026-02-13 02:08:00+00:00,1,2026-02-13 01:09:00+00:00,4962.58,Reverse,-2.0599999999994907
up,2026-02-13 01:10:00+00:00,4963.61,4948.61,4993.61,2026-02-13 02:10:00+00:00,0,2026-02-13 01:10:00+00:00,4966.71,Reverse,3.100000000000364
down,2026-02-13 01:11:00+00:00,4965.79,4980.79,4935.79,2026-02-13 02:41:00+00:00,0,2026-02-13 01:42:00+00:00,4980.79,Stop,-15.0
down,2026-02-13 01:43:00+00:00,4978.59,4993.59,4948.59,2026-02-13 02:51:00+00:00,0,2026-02-13 02:51:00+00:00,4981.75,Timeout,-3.1599999999998545
up,2026-02-13 03:07:00+00:00,4983.83,4968.83,5013.83,2026-02-13 04:07:00+00:00,0,2026-02-13 03:09:00+00:00,4981.91,Reverse,-1.9200000000000728
down,2026-02-13 03:10:00+00:00,4980.9,4995.9,4950.9,2026-02-13 04:10:00+00:00,0,2026-02-13 04:10:00+00:00,4977.7,Timeout,3.199999999999818
down,2026-02-13 05:21:00+00:00,4978.51,4993.51,4906.33,2026-02-13 14:29:00+00:00,15,2026-02-13 13:30:00+00:00,4993.51,Stop,-15.0
down,2026-02-13 13:31:00+00:00,4996.4,5011.4,4945.21,2026-02-13 15:32:00+00:00,5,2026-02-13 14:33:00+00:00,5011.4,Stop,-15.0
down,2026-02-13 14:34:00+00:00,5007.93,5022.93,4936.63,2026-02-13 17:26:00+00:00,6,2026-02-13 16:27:00+00:00,5022.93,Stop,-15.0
down,2026-02-13 16:28:00+00:00,5024.26,5039.26,4983.85,2026-02-13 17:55:00+00:00,5,2026-02-13 17:55:00+00:00,5017.36,Timeout,6.900000000000546
up,2026-02-13 19:10:00+00:00,5045.8,5030.8,5075.8,2026-02-13 20:17:00+00:00,0,2026-02-13 19:52:00+00:00,5030.8,Stop,-15.0
up,2026-02-13 20:02:00+00:00,5029.56,5014.56,5060.25,2026-02-13 21:58:00+00:00,1,2026-02-13 21:00:00+00:00,5033.05,Reverse,3.4899999999997817
down,2026-02-13 21:01:00+00:00,5032.48,5047.48,5002.48,2026-02-13 22:46:00+00:00,0,2026-02-13 21:47:00+00:00,5040.59,Reverse,-8.110000000000582
up,2026-02-13 21:48:00+00:00,5040.86,5025.86,5073.26,2026-02-13 22:59:00+00:00,4,2026-02-15 23:06:00+00:00,5025.86,Stop,-15.0
down,2026-02-15 23:07:00+00:00,5011.42,5026.42,4981.42,2026-02-16 00:07:00+00:00,0,2026-02-15 23:07:00+00:00,5026.42,Stop,-15.0
up,2026-02-15 23:08:00+00:00,5019.33,5004.33,5049.33,2026-02-16 00:08:00+00:00,0,2026-02-15 23:09:00+00:00,5023.29,Reverse,3.9600000000000364
down,2026-02-15 23:10:00+00:00,5023.0,5038.0,4985.23,2026-02-16 00:34:00+00:00,2,2026-02-15 23:35:00+00:00,5025.8,Reverse,-2.800000000000182
up,2026-02-15 23:36:00+00:00,5026.5,5011.5,5056.5,2026-02-16 00:36:00+00:00,0,2026-02-15 23:36:00+00:00,5024.48,Reverse,-2.0200000000004366
down,2026-02-15 23:37:00+00:00,5025.14,5040.14,4985.79,2026-02-16 00:59:00+00:00,6,2026-02-16 00:00:00+00:00,5015.44,Reverse,9.700000000000728
up,2026-02-16 00:01:00+00:00,5016.73,5001.73,5046.73,2026-02-16 01:02:00+00:00,0,2026-02-16 00:03:00+00:00,5001.73,Stop,-15.0
up,2026-02-16 00:04:00+00:00,5008.8,4993.8,5038.8,2026-02-16 01:04:00+00:00,0,2026-02-16 00:05:00+00:00,5013.51,Reverse,4.710000000000036
down,2026-02-16 00:06:00+00:00,5010.78,5025.78,4980.31,2026-02-16 01:10:00+00:00,1,2026-02-16 00:11:00+00:00,5013.74,Reverse,-2.9600000000000364
up,2026-02-16 00:12:00+00:00,5014.8,4999.8,5047.19,2026-02-16 01:13:00+00:00,1,2026-02-16 00:16:00+00:00,5020.74,Reverse,5.9399999999996
down,2026-02-16 00:17:00+00:00,5018.79,5033.79,4979.32,2026-02-16 02:25:00+00:00,4,2026-02-16 02:25:00+00:00,5022.57,Timeout,-3.7799999999997453
up,2026-02-16 03:50:00+00:00,4986.16,4971.16,5016.16,2026-02-16 05:10:00+00:00,0,2026-02-16 05:03:00+00:00,4971.16,Stop,-15.0
down,2026-02-16 05:06:00+00:00,4980.91,4995.91,4950.67,2026-02-16 06:07:00+00:00,1,2026-02-16 05:08:00+00:00,4983.42,Reverse,-2.5100000000002183
up,2026-02-16 05:09:00+00:00,4984.37,4969.37,5014.37,2026-02-16 06:09:00+00:00,0,2026-02-16 05:09:00+00:00,4984.36,Reverse,-0.010000000000218279
down,2026-02-16 05:10:00+00:00,4983.48,4998.48,4951.83,2026-02-16 06:17:00+00:00,1,2026-02-16 05:18:00+00:00,4986.49,Reverse,-3.0100000000002183
up,2026-02-16 05:19:00+00:00,4987.66,4972.66,5017.66,2026-02-16 06:20:00+00:00,0,2026-02-16 05:21:00+00:00,4985.07,Reverse,-2.5900000000001455
down,2026-02-16 05:22:00+00:00,4984.83,4999.83,4954.83,2026-02-16 06:24:00+00:00,0,2026-02-16 05:25:00+00:00,4988.41,Reverse,-3.5799999999999272
up,2026-02-16 05:26:00+00:00,4988.75,4973.75,5018.75,2026-02-16 06:26:00+00:00,0,2026-02-16 05:27:00+00:00,4986.27,Reverse,-2.4799999999995634
down,2026-02-16 05:28:00+00:00,4985.42,5000.42,4955.42,2026-02-16 06:28:00+00:00,0,2026-02-16 05:28:00+00:00,4986.17,Reverse,-0.75
up,2026-02-16 05:29:00+00:00,4986.95,4971.95,5019.19,2026-02-16 06:34:00+00:00,1,2026-02-16 06:34:00+00:00,4992.44,Timeout,5.489999999999782
down,2026-02-16 08:13:00+00:00,5001.41,5016.41,4968.28,2026-02-16 09:19:00+00:00,2,2026-02-16 09:17:00+00:00,5016.41,Stop,-15.0
down,2026-02-16 10:43:00+00:00,5007.23,5022.23,4977.23,2026-02-16 11:53:00+00:00,0,2026-02-16 11:53:00+00:00,5006.04,Timeout,1.1899999999995998
down,2026-02-16 12:20:00+00:00,4998.68,5013.68,4968.68,2026-02-16 13:20:00+00:00,0,2026-02-16 12:21:00+00:00,4998.6,Reverse,0.07999999999992724
up,2026-02-16 12:22:00+00:00,4999.58,4984.58,5037.1,2026-02-16 14:26:00+00:00,4,2026-02-16 13:27:00+00:00,5000.19,Reverse,0.6099999999996726
down,2026-02-16 13:28:00+00:00,4999.19,5014.19,4969.19,2026-02-16 14:28:00+00:00,0,2026-02-16 13:28:00+00:00,4996.03,Reverse,3.1599999999998545
up,2026-02-16 13:29:00+00:00,4996.49,4981.49,5027.4,2026-02-16 14:33:00+00:00,3,2026-02-16 13:34:00+00:00,4996.94,Reverse,0.4499999999998181
down,2026-02-16 13:35:00+00:00,4996.05,5011.05,4966.05,2026-02-16 14:37:00+00:00,0,2026-02-16 13:38:00+00:00,4993.87,Reverse,2.180000000000291
up,2026-02-16 13:39:00+00:00,4994.19,4979.19,5024.19,2026-02-16 14:39:00+00:00,0,2026-02-16 13:39:00+00:00,4994.48,Reverse,0.2899999999999636
down,2026-02-16 13:40:00+00:00,4993.65,5008.65,4963.65,2026-02-16 14:40:00+00:00,0,2026-02-16 13:40:00+00:00,4994.75,Reverse,-1.1000000000003638
up,2026-02-16 13:41:00+00:00,4995.03,4980.03,5025.03,2026-02-16 14:41:00+00:00,0,2026-02-16 13:41:00+00:00,4994.73,Reverse,-0.3000000000001819
down,2026-02-16 13:42:00+00:00,4994.37,5009.37,4960.38,2026-02-16 14:47:00+00:00,2,2026-02-16 13:48:00+00:00,4992.71,Reverse,1.6599999999998545
up,2026-02-16 13:49:00+00:00,4993.14,4978.14,5023.14,2026-02-16 14:49:00+00:00,0,2026-02-16 13:49:00+00:00,4993.84,Reverse,0.6999999999998181
down,2026-02-16 13:50:00+00:00,4992.94,5007.94,4953.35,2026-02-16 15:45:00+00:00,3,2026-02-16 15:05:00+00:00,4974.85,Reverse,18.089999999999236
up,2026-02-16 15:06:00+00:00,4975.59,4960.59,5005.59,2026-02-16 16:06:00+00:00,0,2026-02-16 15:06:00+00:00,4973.51,Reverse,-2.0799999999999272
down,2026-02-16 15:07:00+00:00,4973.25,4988.25,4943.25,2026-02-16 16:12:00+00:00,0,2026-02-16 16:12:00+00:00,4978.52,Timeout,-5.270000000000437
down,2026-02-16 23:15:00+00:00,4989.77,5004.77,4959.77,2026-02-17 00:22:00+00:00,0,2026-02-16 23:23:00+00:00,4993.61,Reverse,-3.839999999999236
up,2026-02-16 23:24:00+00:00,4995.04,4980.04,5025.04,2026-02-17 00:24:00+00:00,0,2026-02-17 00:07:00+00:00,4980.04,Stop,-15.0
up,2026-02-17 00:53:00+00:00,4952.26,4937.26,4982.56,2026-02-17 01:57:00+00:00,1,2026-02-17 00:58:00+00:00,4937.26,Stop,-15.0
up,2026-02-17 00:59:00+00:00,4934.41,4919.41,4986.69,2026-02-17 02:27:00+00:00,10,2026-02-17 01:44:00+00:00,4963.91,Reverse,29.5
down,2026-02-17 01:45:00+00:00,4962.63,4977.63,4929.89,2026-02-17 02:49:00+00:00,1,2026-02-17 02:49:00+00:00,4963.06,Timeout,-0.43000000000029104
down,2026-02-17 04:50:00+00:00,4950.63,4965.63,4869.44,2026-02-17 06:17:00+00:00,9,2026-02-17 05:18:00+00:00,4899.93,Reverse,50.69999999999982
up,2026-02-17 05:19:00+00:00,4901.39,4886.39,4931.5,2026-02-17 06:19:00+00:00,1,2026-02-17 05:20:00+00:00,4904.18,Reverse,2.7899999999999636
down,2026-02-17 05:21:00+00:00,4902.81,4917.81,4872.81,2026-02-17 06:21:00+00:00,0,2026-02-17 05:21:00+00:00,4897.67,Reverse,5.140000000000327
up,2026-02-17 05:22:00+00:00,4899.02,4884.02,4929.02,2026-02-17 06:22:00+00:00,0,2026-02-17 05:22:00+00:00,4899.44,Reverse,0.41999999999916326
down,2026-02-17 05:23:00+00:00,4897.41,4912.41,4867.41,2026-02-17 06:23:00+00:00,0,2026-02-17 05:23:00+00:00,4900.53,Reverse,-3.119999999999891
up,2026-02-17 05:24:00+00:00,4902.2,4887.2,4932.2,2026-02-17 06:24:00+00:00,0,2026-02-17 05:24:00+00:00,4898.54,Reverse,-3.6599999999998545
down,2026-02-17 05:25:00+00:00,4897.42,4912.42,4866.56,2026-02-17 06:25:00+00:00,1,2026-02-17 05:26:00+00:00,4899.25,Reverse,-1.8299999999999272
up,2026-02-17 05:27:00+00:00,4900.53,4885.53,4930.53,2026-02-17 06:27:00+00:00,0,2026-02-17 05:28:00+00:00,4899.03,Reverse,-1.5
down,2026-02-17 05:29:00+00:00,4897.79,4912.79,4867.79,2026-02-17 06:29:00+00:00,0,2026-02-17 05:29:00+00:00,4900.4,Reverse,-2.6099999999996726
up,2026-02-17 05:30:00+00:00,4901.84,4886.84,4931.84,2026-02-17 06:30:00+00:00,0,2026-02-17 05:30:00+00:00,4896.32,Reverse,-5.520000000000437
down,2026-02-17 05:31:00+00:00,4894.5,4909.5,4864.5,2026-02-17 06:31:00+00:00,0,2026-02-17 05:31:00+00:00,4879.65,Reverse,14.850000000000364
up,2026-02-17 05:32:00+00:00,4884.14,4869.14,4914.14,2026-02-17 06:32:00+00:00,0,2026-02-17 05:32:00+00:00,4869.14,Stop,-15.0
up,2026-02-17 05:33:00+00:00,4873.3,4858.3,4924.02,2026-02-17 07:00:00+00:00,5,2026-02-17 06:01:00+00:00,4892.61,Reverse,19.30999999999949
down,2026-02-17 06:02:00+00:00,4891.23,4906.23,4861.23,2026-02-17 07:02:00+00:00,0,2026-02-17 06:02:00+00:00,4891.91,Reverse,-0.680000000000291
up,2026-02-17 06:03:00+00:00,4893.34,4878.34,4923.34,2026-02-17 07:06:00+00:00,0,2026-02-17 06:17:00+00:00,4891.04,Reverse,-2.300000000000182
down,2026-02-17 06:18:00+00:00,4889.26,4904.26,4859.26,2026-02-17 07:32:00+00:00,0,2026-02-17 06:33:00+00:00,4904.26,Stop,-15.0
down,2026-02-17 06:34:00+00:00,4903.4,4918.4,4873.39,2026-02-17 08:04:00+00:00,1,2026-02-17 07:05:00+00:00,4908.83,Reverse,-5.430000000000291
up,2026-02-17 07:06:00+00:00,4909.86,4894.86,4941.47,2026-02-17 08:06:00+00:00,1,2026-02-17 07:07:00+00:00,4912.71,Reverse,2.850000000000364
down,2026-02-17 07:08:00+00:00,4911.52,4926.52,4878.11,2026-02-17 08:10:00+00:00,3,2026-02-17 07:11:00+00:00,4906.54,Reverse,4.980000000000473
up,2026-02-17 07:12:00+00:00,4907.61,4892.61,4940.77,2026-02-17 08:13:00+00:00,2,2026-02-17 07:14:00+00:00,4907.43,Reverse,-0.17999999999938154
down,2026-02-17 07:15:00+00:00,4906.58,4921.58,4876.58,2026-02-17 08:16:00+00:00,0,2026-02-17 07:17:00+00:00,4906.79,Reverse,-0.21000000000003638
up,2026-02-17 07:18:00+00:00,4907.66,4892.66,4937.66,2026-02-17 08:18:00+00:00,0,2026-02-17 07:21:00+00:00,4916.37,Reverse,8.710000000000036
down,2026-02-17 07:22:00+00:00,4915.48,4930.48,4874.33,2026-02-17 08:42:00+00:00,5,2026-02-17 07:43:00+00:00,4920.32,Reverse,-4.8400000000001455
up,2026-02-17 07:44:00+00:00,4921.16,4906.16,4951.16,2026-02-17 08:44:00+00:00,0,2026-02-17 07:44:00+00:00,4917.93,Reverse,-3.2299999999995634
down,2026-02-17 07:45:00+00:00,4916.89,4931.89,4885.73,2026-02-17 08:51:00+00:00,2,2026-02-17 07:52:00+00:00,4916.73,Reverse,0.16000000000076398
up,2026-02-17 07:53:00+00:00,4917.72,4902.72,4950.98,2026-02-17 08:54:00+00:00,1,2026-02-17 07:55:00+00:00,4922.08,Reverse,4.359999999999673
down,2026-02-17 07:56:00+00:00,4920.96,4935.96,4890.96,2026-02-17 08:56:00+00:00,0,2026-02-17 07:56:00+00:00,4917.15,Reverse,3.8100000000004
up,2026-02-17 07:57:00+00:00,4917.7,4902.7,4947.7,2026-02-17 08:57:00+00:00,0,2026-02-17 07:57:00+00:00,4919.68,Reverse,1.980000000000473
down,2026-02-17 07:58:00+00:00,4918.44,4933.44,4887.6,2026-02-17 08:58:00+00:00,1,2026-02-17 07:59:00+00:00,4916.92,Reverse,1.519999999999527
up,2026-02-17 08:00:00+00:00,4917.95,4902.95,4947.95,2026-02-17 09:00:00+00:00,0,2026-02-17 08:01:00+00:00,4924.42,Reverse,6.470000000000255
down,2026-02-17 08:02:00+00:00,4923.35,4938.35,4887.35,2026-02-17 10:18:00+00:00,9,2026-02-17 10:11:00+00:00,4938.35,Stop,-15.0
down,2026-02-17 10:16:00+00:00,4932.48,4947.48,4879.84,2026-02-17 12:56:00+00:00,5,2026-02-17 11:57:00+00:00,4925.47,Reverse,7.009999999999309
up,2026-02-17 11:58:00+00:00,4926.45,4911.45,4956.45,2026-02-17 12:58:00+00:00,0,2026-02-17 11:58:00+00:00,4926.54,Reverse,0.09000000000014552
down,2026-02-17 11:59:00+00:00,4925.67,4940.67,4895.67,2026-02-17 13:14:00+00:00,0,2026-02-17 12:15:00+00:00,4940.67,Stop,-15.0
up,2026-02-17 12:16:00+00:00,4940.16,4925.16,4973.21,2026-02-17 13:34:00+00:00,5,2026-02-17 12:36:00+00:00,4939.51,Reverse,-0.6499999999996362
down,2026-02-17 12:37:00+00:00,4938.58,4953.58,4904.72,2026-02-17 13:49:00+00:00,4,2026-02-17 12:50:00+00:00,4934.14,Reverse,4.4399999999996
up,2026-02-17 12:51:00+00:00,4935.22,4920.22,4965.22,2026-02-17 13:51:00+00:00,0,2026-02-17 12:51:00+00:00,4935.57,Reverse,0.3499999999994543
down,2026-02-17 12:52:00+00:00,4934.6,4949.6,4903.12,2026-02-17 13:54:00+00:00,3,2026-02-17 12:55:00+00:00,4932.86,Reverse,1.7400000000006912
up,2026-02-17 12:56:00+00:00,4934.1,4919.1,4964.1,2026-02-17 13:56:00+00:00,0,2026-02-17 12:56:00+00:00,4934.76,Reverse,0.6599999999998545
down,2026-02-17 12:57:00+00:00,4933.76,4948.76,4855.6,2026-02-17 14:57:00+00:00,15,2026-02-17 13:58:00+00:00,4875.5,Reverse,58.26000000000022
up,2026-02-17 13:59:00+00:00,4876.99,4861.99,4906.99,2026-02-17 15:00:00+00:00,0,2026-02-17 14:01:00+00:00,4861.99,Stop,-15.0
up,2026-02-17 14:02:00+00:00,4853.71,4838.71,4902.32,2026-02-17 15:04:00+00:00,3,2026-02-17 14:05:00+00:00,4881.91,Reverse,28.199999999999818
down,2026-02-17 14:06:00+00:00,4879.83,4894.83,4849.83,2026-02-17 15:07:00+00:00,0,2026-02-17 14:08:00+00:00,4894.83,Stop,-15.0
down,2026-02-17 14:09:00+00:00,4892.49,4907.49,4856.99,2026-02-17 15:30:00+00:00,2,2026-02-17 14:31:00+00:00,4907.49,Stop,-15.0
down,2026-02-17 14:32:00+00:00,4901.81,4916.81,4840.45,2026-02-17 15:44:00+00:00,7,2026-02-17 14:45:00+00:00,4869.92,Reverse,31.890000000000327
up,2026-02-17 14:46:00+00:00,4870.68,4855.68,4900.68,2026-02-17 15:46:00+00:00,0,2026-02-17 14:46:00+00:00,4873.04,Reverse,2.3599999999996726
down,2026-02-17 14:47:00+00:00,4871.9,4886.9,4841.9,2026-02-17 15:47:00+00:00,0,2026-02-17 14:48:00+00:00,4871.04,Reverse,0.8599999999996726
up,2026-02-17 14:49:00+00:00,4872.19,4857.19,4902.19,2026-02-17 15:49:00+00:00,0,2026-02-17 14:50:00+00:00,4857.19,Stop,-15.0
up,2026-02-17 14:51:00+00:00,4860.44,4845.44,4890.44,2026-02-17 15:51:00+00:00,0,2026-02-17 14:51:00+00:00,4873.39,Reverse,12.950000000000728
down,2026-02-17 14:52:00+00:00,4870.57,4885.57,4822.8,2026-02-17 17:01:00+00:00,4,2026-02-17 16:02:00+00:00,4885.57,Stop,-15.0
down,2026-02-17 16:03:00+00:00,4884.49,4899.49,4834.75,2026-02-17 18:02:00+00:00,8,2026-02-17 17:10:00+00:00,4858.1,Reverse,26.389999999999418
up,2026-02-17 17:11:00+00:00,4859.23,4844.23,4889.23,2026-02-17 18:11:00+00:00,0,2026-02-17 18:11:00+00:00,4866.01,Timeout,6.780000000000655
up,2026-02-17 19:06:00+00:00,4896.97,4881.97,4926.97,2026-02-17 20:06:00+00:00,0,2026-02-17 19:29:00+00:00,4881.97,Stop,-15.0
up,2026-02-17 21:01:00+00:00,4880.91,4865.91,4916.02,2026-02-17 22:56:00+00:00,3,2026-02-17 23:01:00+00:00,4865.91,Stop,-15.0
down,2026-02-17 23:02:00+00:00,4865.51,4880.51,4835.51,2026-02-18 00:02:00+00:00,0,2026-02-17 23:02:00+00:00,4866.11,Reverse,-0.5999999999994543
up,2026-02-17 23:03:00+00:00,4868.35,4853.35,4898.35,2026-02-18 00:03:00+00:00,0,2026-02-17 23:03:00+00:00,4873.9,Reverse,5.549999999999272
down,2026-02-17 23:04:00+00:00,4871.2,4886.2,4834.5,2026-02-18 00:49:00+00:00,5,2026-02-17 23:50:00+00:00,4859.04,Reverse,12.159999999999854
up,2026-02-17 23:51:00+00:00,4860.57,4845.57,4890.57,2026-02-18 00:51:00+00:00,0,2026-02-17 23:51:00+00:00,4861.04,Reverse,0.47000000000025466
down,2026-02-17 23:52:00+00:00,4860.03,4875.03,4826.33,2026-02-18 01:02:00+00:00,2,2026-02-18 00:03:00+00:00,4860.61,Reverse,-0.5799999999999272
up,2026-02-18 00:04:00+00:00,4862.31,4847.31,4892.31,2026-02-18 01:04:00+00:00,0,2026-02-18 00:04:00+00:00,4863.86,Reverse,1.5499999999992724
down,2026-02-18 00:05:00+00:00,4862.89,4877.89,4831.52,2026-02-18 01:32:00+00:00,2,2026-02-18 00:33:00+00:00,4877.89,Stop,-15.0
down,2026-02-18 00:34:00+00:00,4876.7,4891.7,4845.35,2026-02-18 02:01:00+00:00,2,2026-02-18 01:13:00+00:00,4891.7,Stop,-15.0
down,2026-02-18 07:07:00+00:00,4938.61,4953.61,4907.7,2026-02-18 08:13:00+00:00,1,2026-02-18 08:13:00+00:00,4929.48,Timeout,9.13000000000011
down,2026-02-18 10:39:00+00:00,4914.24,4929.24,4880.05,2026-02-18 12:59:00+00:00,3,2026-02-18 12:00:00+00:00,4917.42,Reverse,-3.180000000000291
up,2026-02-18 12:01:00+00:00,4917.71,4902.71,4952.85,2026-02-18 13:07:00+00:00,4,2026-02-18 12:08:00+00:00,4922.81,Reverse,5.100000000000364
down,2026-02-18 12:09:00+00:00,4922.46,4937.46,4892.46,2026-02-18 13:09:00+00:00,0,2026-02-18 12:09:00+00:00,4924.01,Reverse,-1.550000000000182
up,2026-02-18 12:10:00+00:00,4924.95,4909.95,4954.95,2026-02-18 13:11:00+00:00,0,2026-02-18 12:12:00+00:00,4925.72,Reverse,0.7700000000004366
down,2026-02-18 12:13:00+00:00,4925.09,4940.09,4889.53,2026-02-18 13:57:00+00:00,5,2026-02-18 12:58:00+00:00,4940.09,Stop,-15.0
