entry_time,entry_price,stop,target,timeout,target_updates,s1_prob,s2_prob,exit_time,exit_price,exit_reason,pnl,side
2026-01-29 15:47:00+00:00,5170.15,5145.15,5210.15,2026-01-29 16:32:00+00:00,0,0.8828248381614685,0.7075415253639221,2026-01-29 15:47:00+00:00,5145.15,stop_loss,-25.0,up
2026-01-29 15:48:00+00:00,5158.87,5133.87,5235.75,2026-01-29 16:39:00+00:00,3,0.8801878094673157,0.7285884022712708,2026-01-29 16:06:00+00:00,5235.75,target_hit,76.88000000000011,up
2026-01-29 16:07:00+00:00,5247.49,5222.49,5360.54,2026-01-29 18:00:00+00:00,17,0.6397019028663635,0.7050410509109497,2026-01-29 17:26:00+00:00,5360.54,target_hit,113.05000000000018,up
2026-01-29 17:27:00+00:00,5358.95,5383.95,5314.59,2026-01-29 18:33:00+00:00,3,0.5465666651725769,0.3980538845062256,2026-01-29 17:56:00+00:00,5314.59,target_hit,44.35999999999967,down
2026-01-29 18:24:00+00:00,5337.48,5362.48,5291.4,2026-01-29 19:09:00+00:00,1,0.8043237328529358,0.20311950147151947,2026-01-29 18:27:00+00:00,5311.53,reverse_signal,25.949999999999818,down
2026-01-29 18:31:00+00:00,5333.73,5308.73,5373.73,2026-01-29 19:16:00+00:00,0,0.7006982564926147,0.6335654258728027,2026-01-29 18:31:00+00:00,5345.0,reverse_signal,11.270000000000437,up
2026-01-29 19:00:00+00:00,5339.91,5364.91,5273.96,2026-01-29 20:08:00+00:00,2,0.8511292934417725,0.37472423911094666,2026-01-29 19:31:00+00:00,5292.18,reverse_signal,47.72999999999956,down
2026-01-29 19:32:00+00:00,5291.85,5266.85,5331.85,2026-01-29 20:17:00+00:00,0,0.5636179447174072,0.5753018260002136,2026-01-29 19:32:00+00:00,5299.45,reverse_signal,7.599999999999454,up
2026-01-29 19:37:00+00:00,5302.48,5327.48,5262.48,2026-01-29 20:22:00+00:00,1,0.6388983130455017,0.44227537512779236,2026-01-29 19:42:00+00:00,5327.48,stop_loss,-25.0,down
2026-01-29 19:46:00+00:00,5320.72,5345.72,5257.94,2026-01-29 21:07:00+00:00,5,0.9344605803489685,0.17525801062583923,2026-01-29 20:42:00+00:00,5345.72,stop_loss,-25.0,down
2026-01-29 20:50:00+00:00,5372.39,5347.39,5412.39,2026-01-29 21:35:00+00:00,0,0.5195989012718201,0.6660303473472595,2026-01-29 21:27:00+00:00,5412.39,target_hit,40.0,up
2026-01-29 21:28:00+00:00,5423.0,5448.0,5383.0,2026-01-29 22:13:00+00:00,0,0.5376358032226562,0.37394335865974426,2026-01-29 23:17:00+00:00,5396.14,timeout,26.859999999999673,down
2026-01-30 00:47:00+00:00,5410.85,5385.85,5450.85,2026-01-30 01:32:00+00:00,0,0.8525010943412781,0.5837482213973999,2026-01-30 01:00:00+00:00,5398.94,reverse_signal,-11.910000000000764,up
2026-01-30 01:01:00+00:00,5400.38,5425.38,5360.38,2026-01-30 01:46:00+00:00,0,0.8467952609062195,0.36950966715812683,2026-01-30 01:01:00+00:00,5385.75,reverse_signal,14.63000000000011,down
2026-01-30 01:02:00+00:00,5386.65,5361.65,5426.65,2026-01-30 01:47:00+00:00,0,0.7378352284431458,0.5882359147071838,2026-01-30 01:02:00+00:00,5394.85,reverse_signal,8.200000000000728,up
2026-01-30 01:11:00+00:00,5366.5,5391.5,5326.5,2026-01-30 01:56:00+00:00,0,0.7900791764259338,0.27626365423202515,2026-01-30 01:11:00+00:00,5326.5,target_hit,40.0,down
2026-01-30 01:14:00+00:00,5330.9,5305.9,5370.9,2026-01-30 01:59:00+00:00,0,0.6858803629875183,0.6019538640975952,2026-01-30 01:14:00+00:00,5305.9,stop_loss,-25.0,up
2026-01-30 01:46:00+00:00,5339.48,5314.48,5379.48,2026-01-30 02:31:00+00:00,0,0.8331158757209778,0.5673568248748779,2026-01-30 01:46:00+00:00,5328.63,reverse_signal,-10.849999999999454,up
2026-01-30 02:12:00+00:00,5268.15,5293.15,5228.15,2026-01-30 02:57:00+00:00,0,0.7718417644500732,0.4170791506767273,2026-01-30 02:12:00+00:00,5228.15,target_hit,40.0,down
2026-01-30 02:14:00+00:00,5221.4,5196.4,5261.4,2026-01-30 02:59:00+00:00,0,0.5329135656356812,0.6776361465454102,2026-01-30 02:14:00+00:00,5196.4,stop_loss,-25.0,up
2026-01-30 02:15:00+00:00,5214.23,5189.23,5254.23,2026-01-30 03:00:00+00:00,0,0.552690327167511,0.6729269623756409,2026-01-30 02:15:00+00:00,5189.23,stop_loss,-25.0,up
