entry_i,exit_i,entry_time,exit_time,entry_price,exit_price,pnl_usd,reason
172570,172600,2025-11-11 14:05:00+00:00,2025-11-11 14:35:00+00:00,4138.95,4125.68,13.269999999999527,timeout
174024,174035,2025-11-12 15:20:00+00:00,2025-11-12 15:31:00+00:00,4164.99,4169.99,-5.0,stop
174057,174060,2025-11-12 15:53:00+00:00,2025-11-12 15:56:00+00:00,4176.26,4181.26,-5.0,stop
174131,174160,2025-11-12 17:07:00+00:00,2025-11-12 17:36:00+00:00,4198.17,4203.17,-5.0,stop
174175,174205,2025-11-12 17:51:00+00:00,2025-11-12 18:21:00+00:00,4199.6,4200.4,-0.7999999999992724,timeout
175264,175294,2025-11-13 13:01:00+00:00,2025-11-13 13:31:00+00:00,4236.69,4228.45,8.239999999999782,timeout
175481,175502,2025-11-13 16:38:00+00:00,2025-11-13 16:59:00+00:00,4201.92,4206.92,-5.0,stop
176752,176765,2025-11-14 15:02:00+00:00,2025-11-14 15:15:00+00:00,4075.17,4080.17,-5.0,stop
176772,176778,2025-11-14 15:22:00+00:00,2025-11-14 15:28:00+00:00,4075.0,4080.0,-5.0,stop
176803,176810,2025-11-14 15:53:00+00:00,2025-11-14 16:00:00+00:00,4089.82,4094.82,-5.0,stop
177031,177061,2025-11-14 19:41:00+00:00,2025-11-14 20:11:00+00:00,4091.94,4088.91,3.0300000000002,timeout
177100,177130,2025-11-14 20:50:00+00:00,2025-11-14 21:20:00+00:00,4086.0,4081.98,4.019999999999982,timeout
178232,178251,2025-11-17 16:43:00+00:00,2025-11-17 17:02:00+00:00,4068.25,4073.25,-5.0,stop
179448,179450,2025-11-18 14:00:00+00:00,2025-11-18 14:02:00+00:00,4063.72,4068.72,-5.0,stop
179475,179480,2025-11-18 14:27:00+00:00,2025-11-18 14:32:00+00:00,4073.8,4078.8,-5.0,stop
179483,179488,2025-11-18 14:35:00+00:00,2025-11-18 14:40:00+00:00,4074.57,4079.57,-5.0,stop
179492,179522,2025-11-18 14:44:00+00:00,2025-11-18 15:14:00+00:00,4073.43,4059.66,13.769999999999982,timeout
179589,179593,2025-11-18 16:21:00+00:00,2025-11-18 16:25:00+00:00,4055.64,4060.64,-5.0,stop
179602,179623,2025-11-18 16:34:00+00:00,2025-11-18 16:55:00+00:00,4060.42,4065.42,-5.0,stop
179692,179722,2025-11-18 18:04:00+00:00,2025-11-18 18:34:00+00:00,4069.62,4067.3,2.319999999999709,timeout
179814,179844,2025-11-18 20:06:00+00:00,2025-11-18 20:36:00+00:00,4075.84,4070.43,5.410000000000309,timeout
180815,180840,2025-11-19 13:48:00+00:00,2025-11-19 14:13:00+00:00,4113.15,4118.15,-5.0,stop
180893,180901,2025-11-19 15:06:00+00:00,2025-11-19 15:14:00+00:00,4122.53,4127.53,-5.0,stop
180913,180943,2025-11-19 15:26:00+00:00,2025-11-19 15:56:00+00:00,4119.54,4094.46,25.079999999999927,timeout
181061,181070,2025-11-19 17:54:00+00:00,2025-11-19 18:03:00+00:00,4076.61,4081.61,-5.0,stop
181094,181117,2025-11-19 18:27:00+00:00,2025-11-19 18:50:00+00:00,4080.74,4085.74,-5.0,stop
182168,182173,2025-11-20 13:22:00+00:00,2025-11-20 13:27:00+00:00,4086.25,4091.25,-5.0,stop
182176,182183,2025-11-20 13:30:00+00:00,2025-11-20 13:37:00+00:00,4083.01,4088.01,-5.0,stop
182198,182224,2025-11-20 13:52:00+00:00,2025-11-20 14:18:00+00:00,4081.71,4086.71,-5.0,stop
182236,182240,2025-11-20 14:30:00+00:00,2025-11-20 14:34:00+00:00,4079.04,4084.04,-5.0,stop
182261,182291,2025-11-20 14:55:00+00:00,2025-11-20 15:25:00+00:00,4094.6,4093.35,1.25,timeout
182461,182491,2025-11-20 18:15:00+00:00,2025-11-20 18:45:00+00:00,4062.98,4057.36,5.619999999999891,timeout
182536,182566,2025-11-20 19:30:00+00:00,2025-11-20 20:00:00+00:00,4082.48,4083.18,-0.6999999999998181,timeout
183589,183619,2025-11-21 14:04:00+00:00,2025-11-21 14:34:00+00:00,4078.3,4067.17,11.13000000000011,timeout
183648,183670,2025-11-21 15:03:00+00:00,2025-11-21 15:25:00+00:00,4070.77,4075.77,-5.0,stop
183694,183703,2025-11-21 15:49:00+00:00,2025-11-21 15:58:00+00:00,4066.35,4071.35,-5.0,stop
183925,183955,2025-11-21 19:40:00+00:00,2025-11-21 20:10:00+00:00,4087.34,4084.03,3.3099999999999454,timeout
185441,185471,2025-11-24 21:57:00+00:00,2025-11-24 23:28:00+00:00,4134.21,4131.31,2.899999999999636,timeout
186348,186378,2025-11-25 14:05:00+00:00,2025-11-25 14:35:00+00:00,4143.31,4127.95,15.360000000000582,timeout
186472,186477,2025-11-25 16:09:00+00:00,2025-11-25 16:14:00+00:00,4126.11,4131.11,-5.0,stop
186485,186490,2025-11-25 16:22:00+00:00,2025-11-25 16:27:00+00:00,4134.6,4139.6,-5.0,stop
186595,186625,2025-11-25 18:12:00+00:00,2025-11-25 18:42:00+00:00,4144.84,4139.58,5.260000000000218,timeout
190304,190310,2025-11-28 14:26:00+00:00,2025-11-28 14:32:00+00:00,4195.48,4200.48,-5.0,stop
190321,190351,2025-11-28 14:43:00+00:00,2025-11-28 15:13:00+00:00,4198.78,4190.31,8.469999999999345,timeout
191662,191675,2025-12-01 16:15:00+00:00,2025-12-01 16:28:00+00:00,4234.27,4239.27,-5.0,stop
191681,191689,2025-12-01 16:34:00+00:00,2025-12-01 16:42:00+00:00,4231.37,4236.37,-5.0,stop
191754,191784,2025-12-01 17:47:00+00:00,2025-12-01 18:17:00+00:00,4235.03,4238.45,-3.4200000000000728,timeout
193070,193086,2025-12-02 16:44:00+00:00,2025-12-02 17:00:00+00:00,4186.36,4191.36,-5.0,stop
194235,194240,2025-12-03 13:10:00+00:00,2025-12-03 13:15:00+00:00,4213.48,4218.48,-5.0,stop
194251,194267,2025-12-03 13:26:00+00:00,2025-12-03 13:42:00+00:00,4218.5,4223.5,-5.0,stop
194395,194425,2025-12-03 15:50:00+00:00,2025-12-03 16:20:00+00:00,4220.19,4215.73,4.460000000000036,timeout
194516,194546,2025-12-03 17:51:00+00:00,2025-12-03 18:21:00+00:00,4209.04,4201.9,7.140000000000327,timeout
195655,195661,2025-12-04 13:51:00+00:00,2025-12-04 13:57:00+00:00,4191.11,4196.11,-5.0,stop
195702,195732,2025-12-04 14:38:00+00:00,2025-12-04 15:08:00+00:00,4203.6,4196.16,7.440000000000509,timeout
195823,195839,2025-12-04 16:39:00+00:00,2025-12-04 16:55:00+00:00,4210.33,4215.33,-5.0,stop
195909,195939,2025-12-04 18:05:00+00:00,2025-12-04 18:35:00+00:00,4212.83,4210.46,2.369999999999891,timeout
197043,197054,2025-12-05 14:00:00+00:00,2025-12-05 14:11:00+00:00,4233.44,4238.44,-5.0,stop
197104,197124,2025-12-05 15:01:00+00:00,2025-12-05 15:21:00+00:00,4239.95,4244.95,-5.0,stop
197148,197178,2025-12-05 15:45:00+00:00,2025-12-05 16:15:00+00:00,4252.34,4207.14,45.19999999999982,timeout
198572,198602,2025-12-08 16:49:00+00:00,2025-12-08 17:19:00+00:00,4191.62,4190.3,1.319999999999709,timeout
199838,199868,2025-12-09 14:56:00+00:00,2025-12-09 15:26:00+00:00,4204.94,4205.87,-0.930000000000291,timeout
199919,199946,2025-12-09 16:17:00+00:00,2025-12-09 16:44:00+00:00,4214.25,4219.25,-5.0,stop
199960,199990,2025-12-09 16:58:00+00:00,2025-12-09 17:28:00+00:00,4213.37,4207.55,5.819999999999709,timeout
202483,202513,2025-12-11 13:03:00+00:00,2025-12-11 13:33:00+00:00,4216.23,4210.59,5.639999999999418,timeout
202558,202562,2025-12-11 14:18:00+00:00,2025-12-11 14:22:00+00:00,4225.07,4230.07,-5.0,stop
202587,202617,2025-12-11 14:47:00+00:00,2025-12-11 15:17:00+00:00,4238.16,4240.42,-2.2600000000002183,timeout
202667,202676,2025-12-11 16:07:00+00:00,2025-12-11 16:16:00+00:00,4252.09,4257.09,-5.0,stop
202714,202726,2025-12-11 16:54:00+00:00,2025-12-11 17:06:00+00:00,4273.56,4278.56,-5.0,stop
202813,202843,2025-12-11 18:33:00+00:00,2025-12-11 19:03:00+00:00,4278.29,4268.04,10.25,timeout
